name,slug,country,city,founded,type,students,website
Agostinho Neto University,agostinho-neto-university,Angola,,1962,,,
Agra College,agra-college,India,Agra,1823,,,
Agribusiness Teaching Center,agribusiness-teaching-center,Armenia,,2000,,,
Agricultural Academy,agricultural-academy,Bulgaria,,1961,,,
"Agricultural College and Research Institute, Killikulam",agricultural-college-and-research-institute-killikulam,India,Thoothukudi,1984,,,
Agricultural Cooperative University,agricultural-cooperative-university,South Korea,,1962,,,
Agricultural University College,agricultural-university-college,,,,,,
Agricultural University of Athens,agricultural-university-of-athens,Greece,,1920,,,
Agricultural University of Georgia,agricultural-university-of-georgia,Georgia,Tbilisi,1929,,,
Agricultural University of Havana,agricultural-university-of-havana,Cuba,San José de las Lajas,1976,,,
Agricultural University of Iceland,agricultural-university-of-iceland,Iceland,Borgarnes,2005,,,
Agricultural University of Kraków,agricultural-university-of-krakow,Poland,,1953,,,
Agricultural University of Szczecin,agricultural-university-of-szczecin,Poland,,1954,,,
Agricultural University of Tajikistan,agricultural-university-of-tajikistan,Tajikistan,Dushanbe,1931,,,
Agricultural University of Tirana,agricultural-university-of-tirana,Albania,Tirana,1951,,,
Agricultural University Plovdiv,agricultural-university-plovdiv,Bulgaria,,1945,,,
Agriculture academy in Dublany,agriculture-academy-in-dublany,Ukraine,,,,,
Ağrı İbrahim Çeçen University,agr-ibrahim-cecen-university,Turkey,Ağrı,2007,,,
Agrocampus Ouest,agrocampus-ouest,France,,2008,,,
"Agromediterranean Faculty, University Džemal Bijedić of Mostar",agromediterranean-faculty-university-dzemal-bijedic-of-mostar,Bosnia and Herzegovina,,1997,,,
AgroParisTech Nancy,agroparistech-nancy,France,,,,,
Agusan del Sur College,agusan-del-sur-college,Philippines,,1966,,,
Agusan del Sur State College of Agriculture and Technology,agusan-del-sur-state-college-of-agriculture-and-technology,Philippines,,1995,,,
Ahi Evran University,ahi-evran-university,Turkey,Kırşehir,2006,,,
Ahlia University,ahlia-university,Bahrain,Manama,2001,,,
Ahmad Dahlan University,ahmad-dahlan-university,Indonesia,,1994,,,
Ahmadu Bello University,ahmadu-bello-university,Nigeria,Zaria,1962,,49436,
"Ahman Pategi University, Patigi",ahman-pategi-university-patigi,Nigeria,,2021,,,
Ahmedabad Management Association,ahmedabad-management-association,India,,,,,
Ahmet Yesevi University,ahmet-yesevi-university,Kazakhstan,Turkistan,1991,,,
Ahram Canadian University,ahram-canadian-university,Egypt,,2005,,,
Ahsan-Ul-Uloom,ahsan-ul-uloom,Pakistan,,1978,,,
Ahvaz Jundishapur University of Medical Sciences,ahvaz-jundishapur-university-of-medical-sciences,Iran,,1955,,,
Aichi Bunkyo University,aichi-bunkyo-university,Japan,,1998,,,
Aichi Gakusen University,aichi-gakusen-university,Japan,,1966,,,
Aichi Institute of Technology,aichi-institute-of-technology,Japan,,1959,,,
Aichi Medical University,aichi-medical-university,Japan,,1971,,,
Aichi Mizuho College,aichi-mizuho-college,Japan,,1940,,,
Aichi Prefectural College of Nursing & Health,aichi-prefectural-college-of-nursing-health,Japan,,1995,,,
Aichi Prefectural University,aichi-prefectural-university,Japan,,1947,,,
Aichi Prefectural University of Fine Arts and Music,aichi-prefectural-university-of-fine-arts-and-music,Japan,,1966,,,
Aichi Sangyo University,aichi-sangyo-university,Japan,,1948,,,
Aichi Shinshiro Otani University,aichi-shinshiro-otani-university,Japan,,1999,,,
Aichi Shukutoku University,aichi-shukutoku-university,Japan,,1905,,,
Aichi Toho University,aichi-toho-university,Japan,,2001,,,
Aichi University,aichi-university,,,,,,
Aichi University of Education,aichi-university-of-education,Japan,,1943,,3844,
Aichi University of Technology,aichi-university-of-technology,Japan,,1987,,,
Aida Foster Theatre School,aida-foster-theatre-school,,,,,,
Aiglon College,aiglon-college,,,,,,
"AIIMS, Awantipora",aiims-awantipora,India,,,,,
Aiken Technical College,aiken-technical-college,United States,,1972,,,
Aikoku Gakuen University,aikoku-gakuen-university,Japan,,1938,,,
Aims Community College,aims-community-college,United States,,1967,,5981,
Ain Shams National University,ain-shams-national-university,Egypt,,,,,
Ain Shams University,ain-shams-university,Egypt,,1950,,220000,
Aino University,aino-university,Japan,,2004,,,
Air Force Engineering University,air-force-engineering-university,People's Republic of China,,1999,,,
Air Force Institute of Technology,air-force-institute-of-technology,Nigeria,,1977,,,
Air Force NCO School of the People's Liberation Army Air Force Engineering University,air-force-nco-school-of-the-peoples-liberation-army-air-force-engineering-university,People's Republic of China,,1951,,,
Air University,air-university-q407875,United States,,1946,,,
Air University,air-university,Pakistan,,2002,,,
Airlangga University,airlangga-university,Indonesia,,1954,,35985,
Airlink International Aviation School,airlink-international-aviation-school,Philippines,,,,,
Aisyah University,aisyah-university,Indonesia,,2019,,,
Aitchison College,aitchison-college,,,,,,
Aix University,aix-university,France,,1409,,,
Aix-Marseille School of Economics,aix-marseille-school-of-economics,France,,,,,
Aix-Marseille University,aix-marseille-university,,,,,,
Aix-Marseille University (1896-1971),aix-marseille-university-1896-1971,,,,,,
Aix-Marseille University Faculty of Sciences,aix-marseille-university-faculty-of-sciences,France,,2012,,,
AJA University of Medical Sciences,aja-university-of-medical-sciences,Iran,,1993,,,
Ajeenkya DY Patil University,ajeenkya-dy-patil-university,India,,2015,,,
"AJK, Mass Communication Research Centre",ajk-mass-communication-research-centre,India,,1983,,,
Ajloun National Private University,ajloun-national-private-university,Jordan,Ajloun,2008,,,
Ajman University,ajman-university,United Arab Emirates,Ajman,1988,,,
Ajou University,ajou-university,South Korea,,1973,,,
Akademi Akuntansi Bima Sakapenta,akademi-akuntansi-bima-sakapenta,Indonesia,,2023,,,
Akademi Akupunktur Aceh,akademi-akupunktur-aceh,Indonesia,,2023,,,
Akademi Analisi Kesehatan An-Nasher,akademi-analisi-kesehatan-an-nasher,Indonesia,,2003,,,
Akademi Bisnis Lombok,akademi-bisnis-lombok,Indonesia,,2023,,,
Akademi Farmasi Persada Sukabumi,akademi-farmasi-persada-sukabumi,Indonesia,,2022,,,
Akademi Farmasi Yannas Husada,akademi-farmasi-yannas-husada,Indonesia,,2017,,,
Akademi Inovasi Indonesia,akademi-inovasi-indonesia,Indonesia,,2023,,,
Akademi Kebidanan As-Syifa,akademi-kebidanan-as-syifa,Indonesia,,2006,,,
Akademi Kebidanan Farmako Husada Al-Muchtari Bogor,akademi-kebidanan-farmako-husada-al-muchtari-bogor,Indonesia,,2022,,,
Akademi Kebidanan Ika Bina Labuhan Batu,akademi-kebidanan-ika-bina-labuhan-batu,Indonesia,,,,,
Akademi kebidanan Kholisatur Rahmi Binjai,akademi-kebidanan-kholisatur-rahmi-binjai,Indonesia,,2002,,,
Akademi Kebidanan Mega Buana,akademi-kebidanan-mega-buana,Indonesia,,2023,,,
Akademi Kebidanan Meuligoe Nur Amin,akademi-kebidanan-meuligoe-nur-amin,Indonesia,,2012,,,
Akademi Kebidanan Nusantara Jaya,akademi-kebidanan-nusantara-jaya,Indonesia,,2023,,,
Akademi Kebidanan Public Health Medical Nursing,akademi-kebidanan-public-health-medical-nursing,Indonesia,,2005,,,
Akademi Kebidanan Ummul Quro Al-Islami Bogor,akademi-kebidanan-ummul-quro-al-islami-bogor,Indonesia,,2023,,,
Akademi Keperawatan Primaya,akademi-keperawatan-primaya,Indonesia,,2023,,,
Akademi Kesehatan 17 Agustus 1945 Semarang,akademi-kesehatan-17-agustus-1945-semarang,Indonesia,,2024,,,
Akademi Kesehatan Dharma Husada Kediri,akademi-kesehatan-dharma-husada-kediri,Indonesia,,2023,,,
Akademi Kesehatan Konawe,akademi-kesehatan-konawe,Indonesia,,2023,,,
Akademi Kesehatan Muhammadiyah Temanggung,akademi-kesehatan-muhammadiyah-temanggung,Indonesia,,2022,,,
Akademi Kesehatan Sinar Kasih Toraja,akademi-kesehatan-sinar-kasih-toraja,Indonesia,,2022,,,
Akademi Komunikasi Radya Binatama,akademi-komunikasi-radya-binatama,Indonesia,,1999,,,
Akademi Komunitas Adiyasa,akademi-komunitas-adiyasa,Indonesia,,2020,,,
Akademi Komunitas Al-Kahfi,akademi-komunitas-al-kahfi,Indonesia,,2019,,,
Akademi Komunitas Bisnis Internasional,akademi-komunitas-bisnis-internasional,Indonesia,,2022,,,
Akademi Komunitas BPPMNU Banat,akademi-komunitas-bppmnu-banat,Indonesia,,2018,,,
Akademi Komunitas Darun Najah,akademi-komunitas-darun-najah,Indonesia,,2013,,,
Akademi Komunitas Darussalam Blokagung,akademi-komunitas-darussalam-blokagung,Indonesia,,2019,,,
Akademi Komunitas Dewinatalia,akademi-komunitas-dewinatalia,Indonesia,,2015,,,
Akademi Komunitas Dharma Bhakti Bangka,akademi-komunitas-dharma-bhakti-bangka,Indonesia,,2015,,,
Akademi Komunitas Digital Kreatif Malay Batam,akademi-komunitas-digital-kreatif-malay-batam,Indonesia,,2019,,,
Akademi Komunitas Favorit Samarinda,akademi-komunitas-favorit-samarinda,Indonesia,,2017,,,
Akademi Komunitas Industri Manufaktur Bantaeng,akademi-komunitas-industri-manufaktur-bantaeng,Indonesia,,2018,,,
Akademi Komunitas Industri Pertambangan Bukit Asam,akademi-komunitas-industri-pertambangan-bukit-asam,Indonesia,,2019,,,
Akademi Komunitas Insan Tazakka,akademi-komunitas-insan-tazakka,Indonesia,,2019,,,
Akademi Komunitas Kebun Anom,akademi-komunitas-kebun-anom,Indonesia,,2019,,,
Akademi Komunitas Kelautan dan Perikanan Wakatobi,akademi-komunitas-kelautan-dan-perikanan-wakatobi,Indonesia,,2018,,,
Akademi Komunitas Kopi Al-Hasan,akademi-komunitas-kopi-al-hasan,Indonesia,,2019,,,
Akademi Komunitas Kosmetik Ristra,akademi-komunitas-kosmetik-ristra,Indonesia,,2015,,,
Akademi Komunitas Manajemen Perhotelan Indonesia,akademi-komunitas-manajemen-perhotelan-indonesia,Indonesia,,2015,,,
Akademi Komunitas Mapanawang Manado,akademi-komunitas-mapanawang-manado,Indonesia,,2018,,,
Akademi Komunitas Miftahus Sa'adah Grobogan,akademi-komunitas-miftahus-saadah-grobogan,Indonesia,,2019,,,
Akademi Komunitas Multistrada,akademi-komunitas-multistrada,Indonesia,,2015,,,
Akademi Komunitas Negeri Aceh Barat,akademi-komunitas-negeri-aceh-barat,Indonesia,,2014,,,
Akademi Komunitas Negeri Pacitan,akademi-komunitas-negeri-pacitan,Indonesia,,2013,,,
Akademi Komunitas Negeri Putra Sang Fajar Blitar,akademi-komunitas-negeri-putra-sang-fajar-blitar-q109921348,Indonesia,,2014,,,
Akademi Komunitas Negeri Putra Sang Fajar Blitar,akademi-komunitas-negeri-putra-sang-fajar-blitar,Indonesia,,,,,
Akademi Komunitas Negeri Rejang Lebong,akademi-komunitas-negeri-rejang-lebong-q129256946,Indonesia,,,,,
Akademi Komunitas Negeri Rejang Lebong,akademi-komunitas-negeri-rejang-lebong,Indonesia,,2018,,,
Akademi Komunitas Negeri Seni dan Budaya Yogyakarta,akademi-komunitas-negeri-seni-dan-budaya-yogyakarta,Indonesia,,2020,,,
Akademi Komunitas Nurul Jadid,akademi-komunitas-nurul-jadid,Indonesia,,2015,,,
Akademi Komunitas Olat Maras,akademi-komunitas-olat-maras,Indonesia,,2016,,,
Akademi Komunitas Penabulu Samudra Wiyata,akademi-komunitas-penabulu-samudra-wiyata,Indonesia,,2019,,,
Akademi Komunitas Perkebunan Yogyakarta,akademi-komunitas-perkebunan-yogyakarta,Indonesia,,2017,,,
Akademi Komunitas Peternakan Jorong,akademi-komunitas-peternakan-jorong,Indonesia,,2022,,,
Akademi Komunitas Presiden,akademi-komunitas-presiden,Indonesia,,2015,,,
Akademi Komunitas Semen Indonesia,akademi-komunitas-semen-indonesia,Indonesia,,2014,,,
Akademi Komunitas Semen Indonesia Rembang,akademi-komunitas-semen-indonesia-rembang,Indonesia,,2017,,,
Akademi Komunitas Teknologi Syarifuddin,akademi-komunitas-teknologi-syarifuddin,Indonesia,,2013,,,
Akademi Komunitas Toyota Indonesia,akademi-komunitas-toyota-indonesia,Indonesia,,2015,,,
Akademi Manajemen Informatika Dan Komputer Makassar,akademi-manajemen-informatika-dan-komputer-makassar,Indonesia,,2024,,,
Akademi Optometri Yogyakarta,akademi-optometri-yogyakarta,Indonesia,,2022,,,
Akademi Pembangunan Pertanian,akademi-pembangunan-pertanian,Indonesia,,1981,,,
Akademi Perhotelan Tunas Indonesia,akademi-perhotelan-tunas-indonesia,Indonesia,,2022,,,
Akademi Peternakan Brahma Putra,akademi-peternakan-brahma-putra,Indonesia,,1982,,,
Akademi Teknik Alat Berat Indonesia,akademi-teknik-alat-berat-indonesia,Indonesia,,2021,,,
Akademi Teknik Indonesia Cut Meutia,akademi-teknik-indonesia-cut-meutia,Indonesia,,1987,,,
Akademi Teknologi Radiologi,akademi-teknologi-radiologi,Indonesia,,2023,,,
Akademia,akademia,South Africa,,2011,,,
Akademia Chełmińska,akademia-cheminska,Poland,,,,,
Akademia Fotografii AFA,akademia-fotografii-afa,Poland,,,,,
Akademia Lospuma Training Institute,akademia-lospuma-training-institute,Poland,Jaworzno,2012,,,
Akadémia Policajného zboru v Bratislave,akademia-policajneho-zboru-v-bratislave,,,,,,
Akademia Spraw Wewnętrznych,akademia-spraw-wewnetrznych,Poland,Warsaw,1972,,,
Akademické gymnázium Štěpánská,akademicke-gymnazium-stepanska,,,,,,
"Akademie für Bildende Künste (Mainz, Germany)",akademie-fur-bildende-kunste-mainz-germany,Germany,,1959,,200,
Akademie für Datenverarbeitung Böblingen,akademie-fur-datenverarbeitung-boblingen,Germany,,,,,
Akademie für Tonkunst,akademie-fur-tonkunst,Germany,,,,,
Akademisches Gymnasium,akademisches-gymnasium,,,,,,
Akademisches Gymnasium Salzburg,akademisches-gymnasium-salzburg,,,,,,
Akaki Tsereteli State University,akaki-tsereteli-state-university,Georgia,Kutaisi,1930,,,
Akal University,akal-university,India,,2015,,,
Akbarpur Degree College,akbarpur-degree-college,India,,1989,,,
Akdeniz University,akdeniz-university,Turkey,Antalya,1982,,4624,
Aker Nursing College,aker-nursing-college,Norway,,,,,
Akita International University,akita-international-university,Japan,,2004,,820,
Akita Prefectural University,akita-prefectural-university,Japan,,1999,,,
Akita University,akita-university,Japan,,1949,,,
Akita University of Art,akita-university-of-art,Japan,,1952,,,
Akita University of Nursing and Welfare,akita-university-of-nursing-and-welfare,Japan,,2005,,,
Akjm Lp School Kanjirappally,akjm-lp-school-kanjirappally,,,,,,
Aklan Catholic College,aklan-catholic-college,Philippines,,1945,,,
Aklan Polytechnic College,aklan-polytechnic-college,Philippines,,,,,
Aklan State University,aklan-state-university,Philippines,,1917,,,
Akobo Heritage and Memorial University,akobo-heritage-and-memorial-university,South Sudan,,,,,
Aksaray University,aksaray-university,Turkey,Aksaray,2006,,,
Aksu Vocational and Technical College,aksu-vocational-and-technical-college,People's Republic of China,,,,,
Aksum University,aksum-university,Ethiopia,Axum,2007,,,
Aktobe Regional State University named after K. Zhubanov,aktobe-regional-state-university-named-after-k-zhubanov,Kazakhstan,Aktobe,1966,,,
Akwa Ibom State University,akwa-ibom-state-university,Nigeria,Uyo,2010,,,
Al Aasriya University of Nouakchott,al-aasriya-university-of-nouakchott,Mauritania,Nouakchott,2016,,,
Al Ain University,al-ain-university,United Arab Emirates,Al Ain,2004,,,
Al Akhawayn University,al-akhawayn-university,Morocco,Ifrane,1995,,,
Al al-Bayt University,al-al-bayt-university,Jordan,Mafraq,1994,,,
Al Ansar UNIVERSITY Maiduguri,al-ansar-university-maiduguri,Nigeria,,2022,,,
Al Asyariah Mandar University,al-asyariah-mandar-university,Indonesia,,2004,,,
