University_Name,Country,Region,Year,QS_Rank,National_Rank,QS_Overall_Score,Academic_Reputation,Employer_Reputation,Faculty_Student_Ratio,Citations_Per_Faculty,International_Faculty_Ratio,International_Students_Ratio,International_Research_Network,Employment_Outcomes,Sustainability,Std_Country,Std_University_Name
Universidad Diego Portales,Chile,Americas,2026,1001.0,8.0,,19.0,25.8,11.9,5.5,17.5,6.3,37.1,8.8,36.4,Chile,Universidad Diego Portales
Universidad ICESI,Colombia,Americas,2026,1001.0,9.0,,7.8,8.8,87.6,2.4,5.1,5.2,7.4,12.9,15.9,Colombia,Universidad ICESI
Universidad Nacional de Rosario,Argentina,Americas,2026,1001.0,9.0,,27.4,14.9,29.9,1.4,,10.8,27.0,15.2,18.8,Argentina,Universidad Nacional de Rosario
Universidad ORT Uruguay,Uruguay,Americas,2026,1001.0,4.0,,13.2,22.2,84.2,1.4,17.1,2.9,3.6,7.0,7.4,Uruguay,Universidad ORT Uruguay
Universidad Peruana Cayetano Heredia,Peru,Americas,2026,1001.0,3.0,,15.2,12.1,59.1,3.6,1.6,1.8,23.9,4.6,53.2,Peru,Universidad Peruana Cayetano Heredia
Universidad Pontificia Bolivariana,Colombia,Americas,2026,1001.0,9.0,,10.7,12.7,83.9,2.8,4.8,4.5,17.7,27.6,28.5,Colombia,Universidad Pontificia Bolivariana
Universidad Rey Juan Carlos,Spain,Europe,2026,1001.0,29.0,,12.5,16.9,11.5,9.4,24.2,20.3,65.3,14.5,64.0,Spain,Universidad Rey Juan Carlos
Universidad Simón Bolívar Venezuela,Venezuela (Bolivarian Republic of),Americas,2026,1001.0,3.0,,19.5,22.6,23.5,3.8,2.1,1.1,11.6,42.0,11.6,Venezuela (Bolivarian Republic of),Universidad Simón Bolívar Venezuela
Universidad Técnica Federico Santa María,Chile,Americas,2026,1001.0,8.0,,13.3,37.5,4.7,8.3,19.0,1.8,46.3,17.7,42.7,Chile,Universidad Técnica Federico Santa María
Universidade da Coruña,Spain,Europe,2026,1001.0,29.0,,8.5,7.1,29.3,13.8,3.5,9.4,61.7,3.6,61.1,Spain,Universidade da Coruña
Universidade Federal do Paraná (UFPR),Brazil,Americas,2026,1001.0,11.0,,19.4,8.7,25.7,9.8,3.9,11.2,55.4,18.0,40.0,Brazil,Universidade Federal do Paraná (UFPR)
"Universita' degli Studi di Napoli ""Parthenope""",Italy,Europe,2026,1001.0,37.0,,5.6,3.4,4.2,47.2,2.0,4.2,33.3,1.8,41.2,Italy,"Universita' degli Studi di Napoli ""Parthenope"""
Università degli Studi di Udine,Italy,Europe,2026,1001.0,37.0,,9.5,4.8,15.2,23.9,5.7,8.2,52.1,2.0,42.8,Italy,Università degli Studi di Udine
"Universita degli Studi ""G. D'Annunzio"" Chieti-Pescara",Italy,Europe,2026,1001.0,37.0,,4.9,3.0,4.6,45.9,5.1,5.1,60.3,3.2,29.6,Italy,"Universita degli Studi ""G. D'Annunzio"" Chieti-Pescara"
Universitas Sumatera Utara,Indonesia,Asia,2026,1001.0,12.0,,14.4,13.4,38.0,1.8,14.1,2.6,28.6,7.4,46.0,Indonesia,Universitas Sumatera Utara
Universität Bielefeld,Germany,Europe,2026,1001.0,46.0,,19.9,7.5,16.1,8.8,25.9,16.3,68.9,4.9,44.1,Germany,Universität Bielefeld
Universitat de Lleida,Spain,Europe,2026,1001.0,29.0,,7.4,3.7,27.5,21.5,7.3,16.2,56.4,5.2,59.1,Spain,Universitat de Lleida
Universitat Jaume I,Spain,Europe,2026,1001.0,29.0,,7.7,3.3,20.8,28.4,4.8,24.1,51.1,1.7,59.6,Spain,Universitat Jaume I
Université de Bretagne Occidentale (UBO),France,Europe,2026,1001.0,24.0,,6.2,5.4,32.1,25.2,,,82.7,3.6,47.2,France,Université de Bretagne Occidentale (UBO)
Université de Sfax,Tunisia,Africa,2026,1001.0,2.0,,11.4,4.2,56.3,6.1,1.1,5.6,58.9,13.6,49.6,Tunisia,Université de Sfax
Université Lumière Lyon 2,France,Europe,2026,1001.0,24.0,,14.3,5.6,5.6,11.8,33.5,48.8,62.5,2.4,31.9,France,Université Lumière Lyon 2
Université Paris 2 Panthéon-Assas,France,Europe,2026,1001.0,24.0,,8.5,8.2,63.1,1.4,15.8,38.6,6.1,64.4,17.0,France,Université Paris 2 Panthéon-Assas
Université Sorbonne Paris Nord,France,Europe,2026,1001.0,24.0,,14.0,7.9,6.0,37.6,,,57.2,6.9,33.5,France,Université Sorbonne Paris Nord
"Université Toulouse 1, Capitole",France,Europe,2026,1001.0,24.0,,18.3,8.7,2.2,10.1,32.1,63.0,52.2,7.9,33.0,France,"Université Toulouse 1, Capitole"
Universiti Malaysia Perlis (UniMAP),Malaysia,Asia,2026,1001.0,25.0,,10.7,9.1,29.8,13.7,1.8,4.9,47.9,5.2,43.1,Malaysia,Universiti Malaysia Perlis (UniMAP)
Universiti Malaysia Sarawak (UNIMAS),Malaysia,Asia,2026,1001.0,25.0,,20.1,14.4,17.3,6.8,43.9,19.7,35.9,5.0,42.6,Malaysia,Universiti Malaysia Sarawak (UNIMAS)
Universiti Tun Hussein Onn University of Malaysia (UTHM),Malaysia,Asia,2026,1001.0,25.0,,14.5,12.2,11.7,18.6,6.8,12.0,45.8,5.0,49.7,Malaysia,Universiti Tun Hussein Onn University of Malaysia (UTHM)
"University of Alabama, Birmingham",United States,Americas,2026,1001.0,136.0,,7.3,4.6,62.6,24.1,,,57.2,5.0,35.6,United States,"University of Alabama, Birmingham"
University of Anbar,Iraq,Asia,2026,1001.0,3.0,,25.3,15.4,27.2,3.0,3.5,1.8,25.9,5.6,31.7,Iraq,University of Anbar
University of Arkansas Fayetteville,United States,Americas,2026,1001.0,136.0,,8.4,7.4,7.8,19.0,9.2,4.4,67.8,34.4,45.1,United States,University of Arkansas Fayetteville
University of Balamand,Lebanon,Asia,2026,1001.0,7.0,,8.0,21.2,49.8,3.6,20.5,26.9,14.4,3.8,33.6,Lebanon,University of Balamand
University of Central Lancashire,United Kingdom,Europe,2026,1001.0,78.0,,6.5,9.3,12.4,7.1,43.2,78.4,56.9,3.3,35.5,United Kingdom,University of Central Lancashire
University of Colombo,Sri Lanka,Asia,2026,1001.0,1.0,,15.1,20.9,3.3,6.1,1.2,1.5,20.7,76.0,61.1,Sri Lanka,University of Colombo
University of Denver,United States,Americas,2026,1001.0,136.0,,7.8,12.2,43.6,12.7,6.0,14.2,31.8,37.5,49.5,United States,University of Denver
University of Deusto,Spain,Europe,2026,1001.0,29.0,,8.9,29.8,7.4,14.3,8.8,29.9,29.1,52.2,31.6,Spain,University of Deusto
University of East London,United Kingdom,Europe,2026,1001.0,78.0,,3.9,6.5,2.6,9.5,83.3,99.8,34.5,14.1,29.5,United Kingdom,University of East London
University of Hradec Kralove,Czechia,Europe,2026,1001.0,9.0,,5.8,6.9,24.8,13.3,60.2,6.2,49.4,5.2,23.0,Czechia,University of Hradec Kralove
University of Ibadan,Nigeria,Africa,2026,1001.0,1.0,,11.6,16.6,6.4,7.3,,,64.8,76.2,41.9,Nigeria,University of Ibadan
University of Idaho,United States,Americas,2026,1001.0,136.0,,3.5,1.6,15.4,36.9,8.6,12.2,32.0,7.5,41.7,United States,University of Idaho
University of Ioannina,Greece,Europe,2026,1001.0,7.0,,9.4,5.6,1.9,32.0,2.0,7.5,55.7,3.6,36.5,Greece,University of Ioannina
University of Isfahan,Iran (Islamic Republic of),Asia,2026,1001.0,10.0,,7.7,10.7,4.9,30.7,,2.5,52.8,4.7,27.7,Iran (Islamic Republic of),University of Isfahan
University of Karachi,Pakistan,Asia,2026,1001.0,12.0,,14.5,19.2,2.0,10.4,4.7,1.2,48.4,51.2,31.3,Pakistan,University of Karachi
University of Lagos,Nigeria,Africa,2026,1001.0,1.0,,9.4,16.5,2.5,5.2,,,45.9,90.4,36.6,Nigeria,University of Lagos
University of Louisville,United States,Americas,2026,1001.0,136.0,,3.9,4.2,43.8,13.3,21.8,5.9,59.6,9.8,39.5,United States,University of Louisville
University of Malaysia Sabah (UMS),Malaysia,Asia,2026,1001.0,25.0,,22.0,15.7,15.1,6.2,23.9,12.4,33.2,5.0,48.1,Malaysia,University of Malaysia Sabah (UMS)
University of Mississippi,United States,Americas,2026,1001.0,136.0,,4.6,3.2,78.0,12.0,5.2,5.1,47.6,9.2,35.9,United States,University of Mississippi
"University of Missouri, Kansas City",United States,Americas,2026,1001.0,136.0,,5.1,9.5,21.9,25.7,6.9,31.3,26.4,13.4,30.8,United States,"University of Missouri, Kansas City"
University of Murcia,Spain,Europe,2026,1001.0,29.0,,15.3,5.4,24.9,14.9,,7.0,77.9,4.9,64.4,Spain,University of Murcia
University of Nairobi,Kenya,Africa,2026,1001.0,1.0,,12.8,13.7,25.7,2.6,,,48.7,95.6,39.1,Kenya,University of Nairobi
University of Nevada - Reno,United States,Americas,2026,1001.0,136.0,,6.4,6.5,24.2,24.4,23.4,4.1,62.9,13.9,48.1,United States,University of Nevada - Reno
University of New England,Australia,Oceania,2026,1001.0,35.0,,12.5,9.6,8.2,16.0,6.3,6.1,67.3,15.7,50.9,Australia,University of New England
University of New Hampshire,United States,Americas,2026,1001.0,136.0,,6.0,9.1,17.7,24.8,11.7,4.9,32.4,13.3,47.1,United States,University of New Hampshire
University of North Carolina at Charlotte,United States,Americas,2026,1001.0,136.0,,6.7,7.0,7.7,19.6,15.5,13.7,66.4,15.3,43.9,United States,University of North Carolina at Charlotte
University of Parma,Italy,Europe,2026,1001.0,37.0,,13.6,5.8,4.5,33.0,5.2,16.8,63.0,12.5,37.0,Italy,University of Parma
University of Regina,Canada,Americas,2026,1001.0,28.0,,4.7,2.9,5.7,34.3,4.0,51.2,48.5,6.4,64.2,Canada,University of Regina
University of Rhode Island,United States,Americas,2026,1001.0,136.0,,7.2,5.7,8.7,26.5,7.8,4.3,53.2,15.8,68.0,United States,University of Rhode Island
University of Salento,Italy,Europe,2026,1001.0,37.0,,6.8,1.9,8.2,41.5,1.5,4.5,71.9,3.4,31.9,Italy,University of Salento
University of South Bohemia,Czechia,Europe,2026,1001.0,9.0,,7.1,5.8,53.7,12.5,27.7,19.8,57.2,2.5,47.0,Czechia,University of South Bohemia
University of Tabuk,Saudi Arabia,Asia,2026,1001.0,19.0,,8.8,3.5,27.3,6.7,93.7,5.5,42.7,2.8,34.7,Saudi Arabia,University of Tabuk
University of Texas Arlington,United States,Americas,2026,1001.0,136.0,,7.0,9.2,6.6,16.4,12.7,39.7,57.7,14.9,64.5,United States,University of Texas Arlington
University of Texas at San Antonio,United States,Americas,2026,1001.0,136.0,,6.7,6.0,5.8,30.6,14.1,4.6,59.9,8.0,44.5,United States,University of Texas at San Antonio
University of the Algarve,Portugal,Europe,2026,1001.0,9.0,,7.2,3.2,13.6,28.3,6.6,53.0,66.3,3.0,45.0,Portugal,University of the Algarve
University of the Free State,South Africa,Africa,2026,1001.0,10.0,,7.2,12.1,4.9,13.8,,8.3,93.7,18.4,41.7,South Africa,University of the Free State
University of Toledo,United States,Americas,2026,1001.0,136.0,,4.2,4.5,13.8,28.8,7.7,21.6,45.4,14.5,39.9,United States,University of Toledo
University of Tulsa,United States,Americas,2026,1001.0,136.0,,2.8,5.3,49.8,15.1,20.7,39.7,22.2,22.5,46.7,United States,University of Tulsa
University of Vermont,United States,Americas,2026,1001.0,136.0,,3.7,6.8,39.8,23.0,8.8,3.8,66.2,22.3,52.0,United States,University of Vermont
University of Warmia and Mazury in Olsztyn,Poland,Europe,2026,1001.0,11.0,,10.8,14.5,42.0,7.7,2.6,4.6,42.6,4.0,43.7,Poland,University of Warmia and Mazury in Olsztyn
University of Wolverhampton,United Kingdom,Europe,2026,1001.0,78.0,,3.1,3.7,14.0,14.9,40.8,78.9,55.7,5.9,31.0,United Kingdom,University of Wolverhampton
University of Wyoming,United States,Americas,2026,1001.0,136.0,,3.6,2.3,39.4,29.6,12.6,8.1,52.0,10.6,43.4,United States,University of Wyoming
University of Zilina,Slovakia,Europe,2026,1001.0,2.0,,6.3,7.3,59.5,13.9,5.5,12.3,25.6,5.6,36.5,Slovakia,University of Zilina
Utah State University,United States,Americas,2026,1001.0,136.0,,7.4,4.2,8.6,32.8,1.1,2.7,67.2,11.3,48.2,United States,Utah State University
Van Lang University,Viet Nam,Asia,2026,1001.0,5.0,,31.4,10.3,28.9,2.3,10.6,1.3,45.3,4.9,,Viet Nam,Van Lang University
Warsaw University of Life Sciences,Poland,Europe,2026,1001.0,11.0,,8.0,7.9,23.1,14.6,2.4,11.9,67.5,7.1,42.6,Poland,Warsaw University of Life Sciences
West Virginia University,United States,Americas,2026,1001.0,136.0,,6.4,7.5,15.0,28.4,8.3,8.8,66.9,21.4,44.6,United States,West Virginia University
William & Mary,United States,Americas,2026,1001.0,136.0,,10.0,14.9,26.4,16.2,6.0,9.0,37.9,38.6,44.4,United States,William & Mary
Xi'an Jiaotong-Liverpool University,China (Mainland),Asia,2026,1001.0,60.0,,5.9,5.4,8.1,12.0,95.2,5.2,45.9,1.3,44.0,China (Mainland),Xi'an Jiaotong-Liverpool University
Yerevan State University,Armenia,Asia,2026,1001.0,1.0,,8.7,6.0,64.8,1.9,8.7,3.0,21.2,90.0,13.3,Armenia,Yerevan State University
Yokohama City University,Japan,Asia,2026,1001.0,26.0,,3.3,3.7,96.7,19.0,7.2,6.0,15.0,3.5,14.5,Japan,Yokohama City University
Yokohama National University,Japan,Asia,2026,1001.0,26.0,,11.6,24.5,22.9,11.3,17.2,12.5,28.1,22.5,41.2,Japan,Yokohama National University
Yuan Ze University,Taiwan,Asia,2026,1001.0,16.0,,8.6,9.7,13.7,19.7,22.2,23.0,38.9,2.1,42.9,Taiwan,Yuan Ze University
ADA University,Azerbaijan,Asia,2026,1201.0,9.0,,8.4,22.4,62.3,1.3,20.2,7.7,5.2,12.0,,Azerbaijan,ADA University
"Ahmadu Bello University, Zaria",Nigeria,Africa,2026,1201.0,3.0,,6.3,9.4,10.0,2.2,2.0,1.4,44.1,80.8,28.0,Nigeria,"Ahmadu Bello University, Zaria"
Al Zaytoonah University,Jordan,Asia,2026,1201.0,11.0,,5.9,7.7,4.9,8.1,26.9,52.4,16.8,5.3,14.1,Jordan,Al Zaytoonah University
Al-Balqa Applied University,Jordan,Asia,2026,1201.0,11.0,,10.2,15.4,6.0,5.8,15.2,5.2,46.0,5.5,41.8,Jordan,Al-Balqa Applied University
Amman Arab University,Jordan,Asia,2026,1201.0,11.0,,8.4,6.0,13.0,16.0,10.6,58.6,12.2,5.4,8.9,Jordan,Amman Arab University
Ashoka University,India,Asia,2026,1201.0,43.0,,10.1,7.2,28.4,6.2,20.5,7.5,3.4,1.9,26.3,India,Ashoka University
Ataturk University,Türkiye,Asia,2026,1201.0,15.0,,8.1,2.9,4.1,9.7,4.7,20.7,49.3,11.3,34.6,Türkiye,Ataturk University
Bahauddin Zakariya University,Pakistan,Asia,2026,1201.0,14.0,,8.5,7.8,4.1,30.3,,1.0,50.8,8.3,25.7,Pakistan,Bahauddin Zakariya University
Beijing Foreign Studies University,China (Mainland),Asia,2026,1201.0,66.0,,8.4,7.8,42.6,2.5,25.4,48.4,4.4,15.5,10.0,China (Mainland),Beijing Foreign Studies University
Beijing University of Chinese Medicine,China (Mainland),Asia,2026,1201.0,66.0,,5.7,6.4,44.2,14.7,,13.3,7.6,4.1,8.4,China (Mainland),Beijing University of Chinese Medicine
Benemérita Universidad Autónoma de Puebla,Mexico,Americas,2026,1201.0,12.0,,19.9,8.0,2.4,2.9,3.6,1.7,29.1,2.3,28.9,Mexico,Benemérita Universidad Autónoma de Puebla
Beni-Suef University,Egypt,Africa,2026,1201.0,10.0,,8.7,4.1,2.1,11.1,13.7,1.6,51.5,2.8,39.8,Egypt,Beni-Suef University
Birzeit university,Palestine,Asia,2026,1201.0,3.0,,12.5,8.5,6.7,5.1,17.9,7.4,20.0,38.3,12.3,Palestine,Birzeit university
BRAC University,Bangladesh,Asia,2026,1201.0,5.0,,14.9,33.4,11.6,3.6,1.7,1.8,30.4,4.5,30.0,Bangladesh,BRAC University
British University in Egypt,Egypt,Africa,2026,1201.0,10.0,,8.4,10.8,36.7,4.6,1.8,6.1,18.4,3.0,20.6,Egypt,British University in Egypt
Brock University,Canada,Americas,2026,1201.0,29.0,,6.7,10.9,4.7,16.6,4.2,27.5,29.2,6.7,41.5,Canada,Brock University
California Polytechnic State University,United States,Americas,2026,1201.0,172.0,,5.6,20.0,9.4,4.9,,,43.6,19.4,32.8,United States,California Polytechnic State University
Can Tho University,Viet Nam,Asia,2026,1201.0,6.0,,10.2,6.2,3.1,4.6,65.2,1.0,36.8,6.6,39.7,Viet Nam,Can Tho University
Canterbury Christ Church University,United Kingdom,Europe,2026,1201.0,86.0,,6.8,4.7,5.3,6.8,41.5,60.4,21.9,2.2,21.7,United Kingdom,Canterbury Christ Church University
Chang Jung Christian University,Taiwan,Asia,2026,1201.0,18.0,,8.5,4.9,57.0,2.6,8.2,9.3,6.0,2.2,34.9,Taiwan,Chang Jung Christian University
China University of Political Science and Law,China (Mainland),Asia,2026,1201.0,66.0,,3.5,62.2,11.1,1.5,5.0,2.2,7.9,9.6,10.2,China (Mainland),China University of Political Science and Law
Chitkara University,India,Asia,2026,1201.0,43.0,,10.0,10.9,18.2,5.4,13.1,5.4,44.0,1.7,47.4,India,Chitkara University
Cukurova University,Türkiye,Asia,2026,1201.0,15.0,,6.7,6.1,8.6,4.9,2.5,6.5,56.0,14.1,42.3,Türkiye,Cukurova University
Damascus University,Syrian Arab Republic,Asia,2026,1201.0,1.0,,8.0,6.4,1.7,1.5,5.4,11.2,23.2,95.8,32.0,Syrian Arab Republic,Damascus University
Delta University for Science & Technology,Egypt,Africa,2026,1201.0,10.0,,26.2,8.8,5.7,5.1,8.5,2.4,14.0,3.2,33.1,Egypt,Delta University for Science & Technology
Dokuz Eylül Üniversitesi,Türkiye,Asia,2026,1201.0,15.0,,9.5,13.8,5.9,3.5,2.7,19.4,51.6,9.2,56.8,Türkiye,Dokuz Eylül Üniversitesi
Doshisha University,Japan,Asia,2026,1201.0,33.0,,11.1,16.2,7.0,2.5,22.1,6.3,18.7,26.3,22.1,Japan,Doshisha University
Erciyes Üniversitesi,Türkiye,Asia,2026,1201.0,15.0,,6.8,4.5,3.7,11.5,9.9,14.7,53.1,2.1,52.3,Türkiye,Erciyes Üniversitesi
Feng Chia University,Taiwan,Asia,2026,1201.0,18.0,,12.3,11.8,6.4,11.7,5.6,6.8,10.1,21.0,53.9,Taiwan,Feng Chia University
Fu Jen Catholic University,Taiwan,Asia,2026,1201.0,18.0,,10.6,10.8,4.5,14.9,13.2,8.1,9.3,35.8,44.5,Taiwan,Fu Jen Catholic University
Galgotias University,India,Asia,2026,1201.0,43.0,,16.6,4.6,36.2,3.2,21.1,15.0,16.9,3.3,,India,Galgotias University
German university in Cairo,Egypt,Africa,2026,1201.0,10.0,,11.6,21.3,9.8,3.3,17.8,1.4,20.4,5.7,9.5,Egypt,German university in Cairo
Gunma University,Japan,Asia,2026,1201.0,33.0,,3.8,2.8,89.8,9.0,5.5,5.2,10.5,1.8,15.4,Japan,Gunma University
Hanoi University of Science and Technology,Viet Nam,Asia,2026,1201.0,6.0,,12.3,15.9,3.3,10.0,5.7,1.5,23.3,30.8,51.3,Viet Nam,Hanoi University of Science and Technology
Helwan University,Egypt,Africa,2026,1201.0,10.0,,11.0,15.0,4.9,2.6,1.2,3.4,63.6,20.1,36.1,Egypt,Helwan University
Industrial University of Ho Chi Minh City,Viet Nam,Asia,2026,1201.0,6.0,,22.6,15.2,5.2,5.0,1.5,2.8,13.1,6.7,19.5,Viet Nam,Industrial University of Ho Chi Minh City
Institut Teknologi Nasional Bandung (ITENAS Bandung),Indonesia,Asia,2026,1201.0,15.0,,22.4,5.0,13.2,1.5,3.1,1.3,3.4,2.8,26.9,Indonesia,Institut Teknologi Nasional Bandung (ITENAS Bandung)
Instituto Tecnológico de Santo Domingo (INTEC),Dominican Republic,Americas,2026,1201.0,1.0,,1.9,6.3,36.2,2.0,22.9,5.2,7.3,49.7,17.6,Dominican Republic,Instituto Tecnológico de Santo Domingo (INTEC)
International Christian University,Japan,Asia,2026,1201.0,33.0,,6.3,14.8,21.5,1.9,83.2,15.8,6.0,14.9,15.5,Japan,International Christian University
International Islamic University Islamabad (IIU),Pakistan,Asia,2026,1201.0,14.0,,9.3,14.3,5.0,15.5,5.7,9.6,57.9,3.3,28.8,Pakistan,International Islamic University Islamabad (IIU)
Islamic Azad University,Iran (Islamic Republic of),Asia,2026,1201.0,11.0,,6.1,5.0,1.7,8.5,,1.1,96.3,35.7,29.4,Iran (Islamic Republic of),Islamic Azad University
Islamic University of Madinah,Saudi Arabia,Asia,2026,1201.0,21.0,,8.1,3.5,7.8,3.0,46.5,100.0,19.1,2.6,7.6,Saudi Arabia,Islamic University of Madinah
Islamic University of Technology,Bangladesh,Asia,2026,1201.0,5.0,,6.5,15.2,13.9,16.2,5.6,25.5,6.0,5.0,15.2,Bangladesh,Islamic University of Technology
Istanbul Aydin University,Türkiye,Asia,2026,1201.0,15.0,,8.6,6.2,19.1,2.1,13.6,68.6,10.2,2.4,32.1,Türkiye,Istanbul Aydin University
Ivan Franko National University of Lviv,Ukraine,Europe,2026,1201.0,7.0,,9.6,25.3,32.8,1.7,1.3,1.6,13.3,26.1,43.1,Ukraine,Ivan Franko National University of Lviv
Izmir Yüksek Teknoloji Enstitüsü (IYTE),Türkiye,Asia,2026,1201.0,15.0,,11.0,10.8,8.3,18.6,8.7,5.2,22.7,2.4,38.7,Türkiye,Izmir Yüksek Teknoloji Enstitüsü (IYTE)
Jahangirnagar University,Bangladesh,Asia,2026,1201.0,5.0,,12.2,17.5,5.7,9.3,,,35.3,4.5,33.2,Bangladesh,Jahangirnagar University
Jeju National University,South Korea,Asia,2026,1201.0,37.0,,5.1,3.4,44.3,13.5,9.4,9.3,23.4,1.8,53.4,South Korea,Jeju National University
Kagoshima University,Japan,Asia,2026,1201.0,33.0,,7.8,4.7,69.6,6.1,5.1,5.0,24.0,1.6,23.0,Japan,Kagoshima University
Kazakh Ablai khan University of International Relations and World Languages,Kazakhstan,Asia,2026,1201.0,15.0,,10.4,16.7,54.1,1.0,9.9,8.7,1.3,4.2,,Kazakhstan,Kazakh Ablai khan University of International Relations and World Languages
Kharkiv National University of Radio Electronics,Ukraine,Europe,2026,1201.0,7.0,,3.2,22.5,31.1,2.2,1.8,10.7,12.9,4.7,33.3,Ukraine,Kharkiv National University of Radio Electronics
King Mongkut's Institute of Technology Ladkrabang,Thailand,Asia,2026,1201.0,9.0,,13.5,11.4,6.3,6.1,31.2,4.2,20.2,10.7,36.7,Thailand,King Mongkut's Institute of Technology Ladkrabang
King Mongkut's University of Technology North Bangkok,Thailand,Asia,2026,1201.0,9.0,,13.4,11.9,5.3,7.3,3.8,1.4,31.1,3.1,31.7,Thailand,King Mongkut's University of Technology North Bangkok
Kwame Nkrumah University of Science and Technology,Ghana,Africa,2026,1201.0,2.0,,10.2,9.2,6.0,3.9,,,65.9,49.9,42.3,Ghana,Kwame Nkrumah University of Science and Technology
Kyoto Institute of Technology,Japan,Asia,2026,1201.0,33.0,,8.0,6.3,18.6,18.7,15.3,13.6,13.2,1.8,24.6,Japan,Kyoto Institute of Technology
Kyrgyz National University,Kyrgyzstan,Asia,2026,1201.0,4.0,,14.3,12.6,28.4,1.1,2.6,14.0,4.5,51.7,,Kyrgyzstan,Kyrgyz National University
Kyrgyz State Technical University named after I. Razzakov,Kyrgyzstan,Asia,2026,1201.0,4.0,,16.1,15.1,13.9,1.0,10.7,11.5,1.1,30.6,8.5,Kyrgyzstan,Kyrgyz State Technical University named after I. Razzakov
Latvia University of Life Sciences and Technologies,Latvia,Europe,2026,1201.0,4.0,,7.5,10.1,5.7,7.9,1.8,16.5,24.1,17.7,35.8,Latvia,Latvia University of Life Sciences and Technologies
Marquette University,United States,Americas,2026,1201.0,172.0,,3.6,3.2,28.5,15.2,8.6,5.0,31.7,27.3,30.0,United States,Marquette University
Meiji University,Japan,Asia,2026,1201.0,33.0,,9.4,24.6,5.9,2.5,14.5,8.9,12.6,29.4,29.4,Japan,Meiji University
Miami University,United States,Americas,2026,1201.0,172.0,,3.4,11.8,8.9,14.0,7.0,11.1,44.4,42.5,37.9,United States,Miami University
Nagoya Institute of Technology (NIT),Japan,Asia,2026,1201.0,33.0,,9.5,4.4,11.5,28.6,6.9,7.8,19.6,8.6,18.1,Japan,Nagoya Institute of Technology (NIT)
National Chin-Yi University of Technology,Taiwan,Asia,2026,1201.0,18.0,,13.0,16.4,8.8,12.9,3.1,20.6,15.6,2.1,40.0,Taiwan,National Chin-Yi University of Technology
National Dong Hwa University,Taiwan,Asia,2026,1201.0,18.0,,16.3,7.0,8.6,8.7,13.9,18.6,10.7,2.1,46.9,Taiwan,National Dong Hwa University
National Research University Moscow Power Engineering Institute (MPEI),Russia,Europe,2026,1201.0,29.0,,6.6,8.4,21.9,2.5,6.0,54.9,15.8,17.2,16.8,Russia,National Research University Moscow Power Engineering Institute (MPEI)
National Taiwan Ocean University,Taiwan,Asia,2026,1201.0,18.0,,7.7,6.3,16.0,18.5,10.2,13.9,18.6,4.1,55.7,Taiwan,National Taiwan Ocean University
National University of Kyiv-Mohyla Academy (NaUKMA),Ukraine,Europe,2026,1201.0,7.0,,5.6,26.8,57.1,1.5,2.6,1.3,6.1,29.9,16.5,Ukraine,National University of Kyiv-Mohyla Academy (NaUKMA)
New Mexico State University,United States,Americas,2026,1201.0,172.0,,6.6,6.8,13.0,21.3,10.4,10.0,38.6,10.8,43.0,United States,New Mexico State University
Novosibirsk State Technical University,Russia,Europe,2026,1201.0,29.0,,5.7,11.1,27.7,2.8,2.0,56.7,11.6,7.3,15.2,Russia,Novosibirsk State Technical University
Odessa I.I.Mechnikov National University,Ukraine,Europe,2026,1201.0,7.0,,3.9,6.3,70.5,1.6,2.2,6.1,12.9,16.8,15.5,Ukraine,Odessa I.I.Mechnikov National University
"Osmania University, Hyderabad",India,Asia,2026,1201.0,43.0,,6.0,6.2,5.0,35.1,,9.3,25.2,16.3,20.5,India,"Osmania University, Hyderabad"
Ozyegin University,Türkiye,Asia,2026,1201.0,15.0,,6.6,16.1,10.2,10.1,14.7,33.5,18.4,2.6,45.1,Türkiye,Ozyegin University
Palestine Technical University - Kadoorie,Palestine,Asia,2026,1201.0,3.0,,9.4,9.1,29.8,3.5,66.5,16.4,18.0,12.0,6.1,Palestine,Palestine Technical University - Kadoorie
Pondicherry University,India,Asia,2026,1201.0,43.0,,5.1,3.4,7.4,33.4,2.3,1.6,34.7,3.2,47.1,India,Pondicherry University
Pontificia Universidade Católica do Rio Grande do Sul,Brazil,Americas,2026,1201.0,14.0,,8.7,6.0,18.4,19.9,3.2,2.2,19.8,11.7,28.5,Brazil,Pontificia Universidade Católica do Rio Grande do Sul
Portland State University,United States,Americas,2026,1201.0,172.0,,4.9,2.6,14.8,15.7,2.1,10.8,42.3,16.5,47.0,United States,Portland State University
Pratt Institute,United States,Americas,2026,1201.0,172.0,,6.9,7.0,47.5,1.7,7.5,95.6,2.1,7.1,10.1,United States,Pratt Institute
Pukyong National University,South Korea,Asia,2026,1201.0,37.0,,9.4,6.0,21.2,13.6,6.6,13.9,33.9,1.7,58.6,South Korea,Pukyong National University
"Queen Margaret University , Edinburgh",United Kingdom,Europe,2026,1201.0,86.0,,4.3,6.5,6.3,19.1,68.4,67.4,3.5,1.0,18.6,United Kingdom,"Queen Margaret University , Edinburgh"
Riphah International University,Pakistan,Asia,2026,1201.0,14.0,,13.8,8.2,26.2,6.4,2.2,1.5,51.8,3.2,32.3,Pakistan,Riphah International University
