name_a,name_b,similarity_score,category,reason,country_a,country_b,source_a,source_b,years_a,years_b,count_a,count_b
Tecnológico de Costa Rica -TEC,Tecnológico de Costa Rica,0.9091,Different Universities,Moderate similarity - likely different universities,Costa Rica,Costa Rica,qs_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
University of Southern Denmark,University of Southern Denmark (SDU),0.9091,Different Universities,Moderate similarity - likely different universities,Denmark,Denmark,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
Escuela Superior Politécnica del Litoral,Escuela Superior Politécnica del Litoral (ESPOL),0.9091,Different Universities,Moderate similarity - likely different universities,Ecuador,Ecuador,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
Sohag University,Sophia University,0.9091,Different Universities,Moderate similarity - likely different universities,Egypt,Japan,the_rankings,"the_rankings, qs_rankings","[2020, 2021, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",4,5
Sohag University,Sogang University,0.9091,Different Universities,Moderate similarity - likely different universities,Egypt,South Korea,the_rankings,"the_rankings, qs_rankings","[2020, 2021, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",4,5
The Chinese University of Hong Kong,The Chinese University of Hong Kong (CUHK),0.9091,Different Universities,Moderate similarity - likely different universities,Hong Kong,Hong Kong,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
University of Mazandaran,University of Manara,0.9091,Different Universities,Moderate similarity - likely different universities,Iran,Iraq,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2023, 2024]",5,2
Università degli Studi di Perugia,Università degli studi di Bergamo,0.9091,Different Universities,Moderate similarity - likely different universities,Italy,Italy,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
Meiji University,Meikai University,0.9091,Different Universities,Moderate similarity - likely different universities,Japan,Japan,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
Nagoya Institute of Technology,Nagoya Institute of Technology (NIT),0.9091,Different Universities,Moderate similarity - likely different universities,Japan,Japan,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
Sophia University,Sohar University,0.9091,Different Universities,Moderate similarity - likely different universities,Japan,Oman,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2024]",5,2
Tokyo Medical and Dental University,Tokyo Medical and Dental University (TMDU),0.9091,Different Universities,Moderate similarity - likely different universities,Japan,Japan,,"the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Balamand,University of Malakand,0.9091,Different Universities,Moderate similarity - likely different universities,Lebanon,Pakistan,qs_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
Universiti Kebangsaan Malaysia,Universiti Kebangsaan Malaysia (UKM),0.9091,Different Universities,Moderate similarity - likely different universities,Malaysia,Malaysia,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
Universiti Malaysia Terengganu,Universiti Malaysia Terengganu (UMT),0.9091,Different Universities,Moderate similarity - likely different universities,Malaysia,Malaysia,,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
Instituto Politécnico Nacional,Instituto Politécnico Nacional (IPN),0.9091,Different Universities,Moderate similarity - likely different universities,Mexico,Mexico,,"the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Universidad Autónoma del Estado de Mexico (UAEMex),Universidad Autónoma del Estado de Morelos (UAEM),0.9091,Different Universities,Moderate similarity - likely different universities,Mexico,Mexico,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
National University of Sciences and Technology,National University of Science and Technology (MISiS),0.9091,Different Universities,Moderate similarity - likely different universities,Pakistan,Russia,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
National University of Science and Technology,National Taichung University of Science and Technology,0.9091,Different Universities,Moderate similarity - likely different universities,Russia,Taiwan,,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2023, 2024]",5,2
North-West University,Northwestern University,0.9091,Different Universities,Moderate similarity - likely different universities,South Africa,United States,"the_rankings, qs_rankings","the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Sogang University,Soran University,0.9091,Different Universities,Moderate similarity - likely different universities,South Korea,Iraq,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023]",5,2
University of Chester,University of Leicester,0.9091,Different Universities,Moderate similarity - likely different universities,United Kingdom,United Kingdom,the_rankings,"the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Chester,University of Worcester,0.9091,Different Universities,Moderate similarity - likely different universities,United Kingdom,United Kingdom,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
"University of California, San Diego","University of California, San Diego (UCSD)",0.9091,Different Universities,Moderate similarity - likely different universities,United States,United States,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
Universidad de Montevideo,Universidad de Montevideo (UM),0.9091,Different Universities,Moderate similarity - likely different universities,Uruguay,Uruguay,,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
UniversitÃ degli Studi di Perugia,UniversitÃ degli studi di Bergamo,0.9091,Different Universities,Moderate similarity - likely different universities,Italy,Italy,qs_rankings,qs_rankings,[2021],[2021],1,1
Universiti Tun Hussein Onn Malaysia,Universiti Tun Hussein Onn Malaysia (UTHM),0.9091,Different Universities,Moderate similarity - likely different universities,Malaysia,Malaysia,,the_rankings,"[2022, 2023, 2024]","[2022, 2023, 2024]",3,3
Universidad de Las Américas (UDLA) Ecuador,Universidad de Las Américas Ecuador,0.9091,Different Universities,Moderate similarity - likely different universities,Ecuador,Ecuador,qs_rankings,,"[2023, 2024]","[2023, 2024]",2,2
Lahore College for Women University,Lahore College for Women University (LCWU),0.9091,Different Universities,Moderate similarity - likely different universities,Pakistan,Pakistan,,the_rankings,"[2023, 2024]","[2023, 2024]",2,2
Pontificia Universidad Católica de Chile,Pontificia Universidad CatÃ³lica de Chile (UC),0.907,Different Universities,Moderate similarity - likely different universities,Chile,Chile,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Universidade Federal de Ouro Preto,Universidade Federal de Ouro Preto (UFOP),0.9067,Different Universities,Moderate similarity - likely different universities,Brazil,Brazil,,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Universidade Federal de Pernambuco,Universidade Federal de Pernambuco (UFPE),0.9067,Different Universities,Moderate similarity - likely different universities,Brazil,Brazil,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
Universidad San Francisco de Quito,Universidad San Francisco de Quito (USFQ),0.9067,Different Universities,Moderate similarity - likely different universities,Ecuador,Ecuador,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
Université Bourgogne Franche-Comté,Université Bourgogne Franche-Comté (UBFC),0.9067,Different Universities,Moderate similarity - likely different universities,France,France,,the_rankings,"[2020, 2021, 2022, 2023]","[2020, 2021, 2022, 2023]",4,4
Johannes Gutenberg University of Mainz,Johannes Gutenberg UniversitÃ¤t Mainz,0.9067,Different Universities,Moderate similarity - likely different universities,Germany,Germany,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
Indian Institute of Technology Indore,Indian Institute of Technology Roorkee,0.9067,Different Universities,Moderate similarity - likely different universities,India,India,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Indian Institute of Technology Patna,Indian Institute of Technology Varanasi,0.9067,Different Universities,Moderate similarity - likely different universities,India,India,the_rankings,,"[2020, 2021, 2022, 2023, 2024]","[2023, 2024]",5,2
Universidad Autónoma de Nuevo León,Universidad Autónoma de Nuevo León (UANL),0.9067,Different Universities,Moderate similarity - likely different universities,Mexico,Mexico,qs_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
New Jersey Institute of Technology,New Jersey Institute of Technology (NJIT),0.9067,Different Universities,Moderate similarity - likely different universities,United States,United States,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
Indian Institute of Technology Mandi,Indian Institute of Technology Varanasi,0.9067,Different Universities,Moderate similarity - likely different universities,India,India,the_rankings,,"[2022, 2023, 2024]","[2023, 2024]",3,2
Universiti Pendidikan Sultan Idris,Universiti Pendidikan Sultan Idris (UPSI),0.9067,Different Universities,Moderate similarity - likely different universities,Malaysia,Malaysia,the_rankings,qs_rankings,"[2022, 2023, 2024]","[2023, 2024]",3,2
Universidad de San Andrés - UdeSA,Universidad de Santander - UDES,0.9062,Different Universities,Moderate similarity - likely different universities,Argentina,Colombia,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2023, 2024]",5,2
Universidade Federal do Ceará,Universidade Federal do Ceará (UFC),0.9062,Different Universities,Moderate similarity - likely different universities,Brazil,Brazil,,"the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Shahrood University of Technology,Sharif University of Technology,0.9062,Different Universities,Moderate similarity - likely different universities,Iran,"Iran, Iran. Islamic Republic of",the_rankings,"the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,6
Università degli Studi di Pavia,Università degli Studi di Perugia,0.9062,Different Universities,Moderate similarity - likely different universities,Italy,Italy,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Toyohashi University of Technology,Tokyo University of Technology,0.9062,Different Universities,Moderate similarity - likely different universities,Japan,Japan,,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2024]",5,2
American University of Beirut,American University of Beirut (AUB),0.9062,Different Universities,Moderate similarity - likely different universities,Lebanon,Lebanon,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
Universiti Teknologi PETRONAS,Universiti Teknologi PETRONAS (UTP),0.9062,Different Universities,Moderate similarity - likely different universities,Malaysia,Malaysia,,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
Universiti Teknologi Petronas,Universiti Teknologi PETRONAS (UTP),0.9062,Different Universities,Moderate similarity - likely different universities,Malaysia,Malaysia,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
Kyungpook National University,Kyungpook National University (KNU),0.9062,Different Universities,Moderate similarity - likely different universities,South Korea,South Korea,qs_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Ohio State University (Main campus),Ohio University (Main campus),0.9062,Different Universities,Moderate similarity - likely different universities,United States,United States,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
UniversitÃ degli Studi di Pavia,UniversitÃ degli Studi di Perugia,0.9062,Different Universities,Moderate similarity - likely different universities,Italy,Italy,qs_rankings,qs_rankings,[2021],[2021],1,1
Samara State Technical University,Samara State Medical University,0.9062,Different Universities,Moderate similarity - likely different universities,Russia,Russia,the_rankings,the_rankings,"[2021, 2022, 2023, 2024]","[2022, 2023, 2024]",4,3
Federal University of Pará,Federal University of Piauí,0.9057,Different Universities,Moderate similarity - likely different universities,Brazil,Brazil,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023]",5,3
Pontifical Catholic University of Rio de Janeiro,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),0.9057,Different Universities,Moderate similarity - likely different universities,Brazil,Brazil,,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of South China,University of South Carolina,0.9057,Different Universities,Moderate similarity - likely different universities,China,United States,the_rankings,qs_rankings,"[2020, 2021, 2022, 2024]","[2020, 2021, 2022, 2023, 2024]",4,5
