University_Name,Match_Type,clean_name,University_Name_qs,Country,Region,Year,QS_Rank,National_Rank,QS_Overall_Score,Academic_Reputation,Employer_Reputation,Faculty_Student_Ratio,Citations_Per_Faculty,International_Faculty_Ratio,International_Students_Ratio,International_Research_Network,Employment_Outcomes,Sustainability,Std_Country,Std_University_Name,University_Name_the,Country_the,Year_the,THE_Rank,Teaching_Score,Research_Score,Citation_Score,International_Outlook,Industry_Income,Total_Score,Std_Country_the,Std_University_Name_the,Base_Match_Score,University_Name_cwur,Country_cwur,Year_cwur,CWUR_Rank,Quality_of_Education,Alumni_Employment,Publications,Influence,Patents,Std_Country_cwur,Std_University_Name_cwur,Base_Match_Score_cwur,University_Name_the2023,Country_the2023,Year_the2023,THE2023_Rank,Total_Students,Faculty_Student_Ratio_2023,Faculty_Count,International_Student_Ratio_2023,International_Students_Count,Gender_Ratio,Female_Percentage,Male_Percentage,Teaching_Score_2023,Research_Score_2023,Citations_Score_2023,Industry_Income_Score_2023,International_Outlook_Score_2023,Overall_Score_2023,Std_Country_the2023,Std_University_Name_the2023,Base_Match_Score_the2023,Research_Excellence_Index,Innovation_Index,Student_Experience_Index,Global_Reputation_Index,Research_Productivity_Score,Internationalization_Score
university of pretoria,Exact,university of pretoria,University of Pretoria,South Africa,Africa,2026.0,362.0,5.0,40.9,32.3,55.1,6.2,31.2,57.2,17.4,97.6,84.8,80.1,South Africa,University of Pretoria,University of Pretoria,South Africa,2016.0,501.0,25.6,21.2,17.5,46.0,52.4,,South Africa,University of Pretoria,100.0,University of Pretoria,South Africa,2015.0,678.0,367.0,262.0,620.0,513.0,604.0,South Africa,University of Pretoria,100.0,University of Pretoria,South Africa,2023.0,801.0,36492.0,21.7,1681.6589861751152,7.0,2554.0,59 : 41,59.0,41.0,27.9,31.6,35.3,44.2,54.9,,South Africa,University of Pretoria,100.0,189.03,1117.0,36.75,41.42,637.5,40.199999999999996
university of reading,Exact,university of reading,University of Reading,United Kingdom,Europe,2026.0,194.0,27.0,56.2,45.7,46.8,20.2,63.0,95.0,85.8,93.3,57.6,92.4,United Kingdom,University of Reading,University of Reading,United Kingdom,2016.0,164.0,39.3,37.3,69.9,85.1,34.2,51.2,United Kingdom,University of Reading,100.0,University of Reading,United Kingdom,2015.0,263.0,258.0,63.0,400.0,347.0,666.0,United Kingdom,University of Reading,100.0,University of Reading,United Kingdom,2023.0,198.0,15720.0,16.4,958.5365853658536,32.0,5030.0,56 : 44,56.0,44.0,36.5,39.6,78.5,42.2,93.3,54.4,United Kingdom,University of Reading,100.0,150.59,1013.0,49.28,46.14,469.9,88.63333333333333
university of regina,Exact,university of regina,University of Regina,Canada,Americas,2026.0,1001.0,28.0,,4.7,2.9,5.7,34.3,4.0,51.2,48.5,6.4,64.2,Canada,University of Regina,University of Regina,Canada,2016.0,501.0,15.6,15.8,34.2,47.7,34.4,,Canada,University of Regina,100.0,University of Regina,Canada,2015.0,836.0,367.0,567.0,851.0,737.0,573.0,Canada,University of Regina,100.0,University of Regina,Canada,2023.0,601.0,14172.0,24.7,573.7651821862348,27.0,3826.0,59 : 41,59.0,41.0,17.6,18.0,64.4,39.0,68.3,,Canada,University of Regina,100.0,260.48,1310.0,37.730000000000004,3.9799999999999995,885.2,34.300000000000004
university of rochester,Exact,university of rochester,University of Rochester,United States,Americas,2026.0,236.0,43.0,51.9,27.1,32.4,98.2,56.6,80.5,96.2,63.7,51.2,72.3,United States,University of Rochester,University of Rochester,United States,2016.0,158.0,39.7,27.9,89.0,55.8,37.0,52.1,United States,University of Rochester,100.0,University of Rochester,United States,2015.0,81.0,72.0,53.0,114.0,118.0,64.0,United States,University of Rochester,100.0,University of Rochester,United States,2023.0,154.0,10364.0,7.7,1345.9740259740258,36.0,3731.0,50 : 50,50.0,50.0,42.0,40.5,87.0,49.3,73.8,57.6,United States,University of Rochester,100.0,72.46,182.0,55.29,29.220000000000002,203.0,77.5
university of salamanca,Exact,university of salamanca,University of Salamanca,Spain,Europe,2026.0,526.0,16.0,30.9,36.9,23.5,36.8,11.8,10.2,25.9,86.3,33.4,70.8,Spain,University of Salamanca,University of Salamanca,Spain,2016.0,501.0,26.1,16.9,25.9,40.8,31.6,,Spain,University of Salamanca,100.0,University of Salamanca,Spain,2015.0,637.0,367.0,491.0,544.0,483.0,736.0,Spain,University of Salamanca,100.0,University of Salamanca,Spain,2023.0,801.0,27920.0,16.9,1652.07100591716,18.0,5026.0,62 : 38,62.0,38.0,26.9,20.8,38.4,39.4,55.5,,Spain,University of Salamanca,100.0,171.63000000000002,1219.0,41.089999999999996,31.54,569.9,25.63333333333333
university of salento,Exact,university of salento,University of Salento,Italy,Europe,2026.0,1001.0,37.0,,6.8,1.9,8.2,41.5,1.5,4.5,71.9,3.4,31.9,Italy,University of Salento,University of Salento,Italy,2016.0,401.0,29.6,13.2,53.0,24.5,36.2,,Italy,University of Salento,100.0,University of Salento,Italy,2015.0,765.0,367.0,567.0,661.0,743.0,654.0,Italy,University of Salento,100.0,University of Salento,Italy,2023.0,801.0,13608.0,22.6,602.1238938053096,1.0,136.0,62 : 38,62.0,38.0,26.1,19.3,53.2,39.8,29.6,,Italy,University of Salento,100.0,227.68,1397.0,33.96000000000001,4.84,714.0,10.166666666666666
university of saskatchewan,Exact,university of saskatchewan,University of Saskatchewan,Canada,Americas,2026.0,378.0,16.0,39.6,16.0,10.2,21.1,71.9,82.4,65.4,77.3,44.3,83.6,Canada,University of Saskatchewan,University of Saskatchewan,Canada,2016.0,401.0,30.8,22.4,39.7,52.9,62.9,,Canada,University of Saskatchewan,100.0,University of Saskatchewan,Canada,2015.0,455.0,336.0,278.0,335.0,442.0,427.0,Canada,University of Saskatchewan,100.0,University of Saskatchewan,Canada,2023.0,501.0,17741.0,17.6,1008.0113636363636,22.0,3903.0,55 : 45,55.0,45.0,36.7,30.3,48.6,69.7,75.0,,Canada,University of Saskatchewan,100.0,132.07,869.0,46.0,13.68,374.7,66.9
university of science and technology beijing,Exact,university of science and technology beijing,University of Science and Technology Beijing,China (Mainland),Asia,2026.0,480.0,30.0,33.2,16.4,14.6,13.9,99.2,4.2,5.1,59.1,8.5,41.6,China (Mainland),University of Science and Technology Beijing,University of Science and Technology Beijing,China,2016.0,601.0,25.1,22.4,6.9,15.6,89.7,,China,University of Science and Technology Beijing,100.0,University of Science and Technology Beijing,China,2015.0,530.0,367.0,121.0,542.0,937.0,408.0,China,University of Science and Technology Beijing,100.0,University of Science and Technology Beijing,China,2023.0,801.0,28432.0,16.1,1765.9627329192544,4.0,1137.0,36 : 64,36.0,64.0,27.4,29.8,41.0,59.5,22.3,,China,University of Science and Technology Beijing,100.0,213.13,1345.0,37.33,15.679999999999998,548.9,8.299999999999999
university of science and technology of china,Exact,university of science and technology of china,University of Science and Technology of China,China (Mainland),Asia,2026.0,132.0,7.0,64.2,57.6,50.6,98.1,99.4,14.9,7.8,74.4,42.8,55.3,China (Mainland),University of Science and Technology of China,University of Science and Technology of China,China,2016.0,201.0,46.7,36.6,67.2,21.4,80.3,,China,University of Science and Technology of China,100.0,University of Science and Technology of China,China,2015.0,239.0,367.0,192.0,128.0,269.0,452.0,China,University of Science and Technology of China,100.0,University of Science and Technology of China,,2023.0,74.0,18573.0,8.1,2292.962962962963,6.0,1114.0,,,,65.0,64.9,78.8,69.4,36.9,67.1,,University of Science and Technology of China,100.0,87.3,721.0,55.370000000000005,54.800000000000004,195.2,14.699999999999998
university of seoul,Exact,university of seoul,University of Seoul,South Korea,Asia,2026.0,851.0,25.0,,17.6,15.6,49.2,16.5,6.4,12.0,38.4,6.9,48.5,South Korea,University of Seoul,University of Seoul,South Korea,2016.0,601.0,22.8,17.5,21.4,18.7,28.9,,South Korea,University of Seoul,100.0,University of Seoul,South Korea,2015.0,860.0,367.0,567.0,989.0,907.0,259.0,South Korea,University of Seoul,100.0,University of Seoul,South Korea,2023.0,1201.0,9759.0,17.5,557.6571428571428,4.0,390.0,40 : 60,40.0,60.0,22.6,21.1,26.1,40.9,26.4,,South Korea,University of Seoul,100.0,301.92,1166.0,34.99,16.8,1010.4,12.366666666666665
university of siena,Exact,university of siena,University of Siena,Italy,Europe,2026.0,607.0,18.0,28.0,21.4,7.8,15.3,60.2,4.6,19.7,61.2,12.3,63.4,Italy,University of Siena,University of Siena,Italy,2016.0,401.0,23.7,17.8,45.2,39.0,33.2,,Italy,University of Siena,100.0,University of Siena,Italy,2015.0,446.0,367.0,482.0,420.0,365.0,712.0,Italy,University of Siena,100.0,University of Siena,Italy,2023.0,401.0,12948.0,18.7,692.4064171122994,9.0,1165.0,63 : 37,63.0,37.0,21.5,25.3,79.9,41.7,43.5,,Italy,University of Siena,100.0,141.18,1077.0,35.69,15.959999999999997,465.2,21.099999999999998
university of southampton,Exact,university of southampton,University of Southampton,United Kingdom,Europe,2026.0,87.0,14.0,71.2,62.6,55.9,40.1,87.8,96.8,98.6,97.4,58.6,95.1,United Kingdom,University of Southampton,University of Southampton,United Kingdom,2016.0,110.0,39.8,43.6,82.0,88.4,37.5,57.2,United Kingdom,University of Southampton,100.0,University of Southampton,United Kingdom,2015.0,148.0,329.0,95.0,115.0,133.0,334.0,United Kingdom,University of Southampton,100.0,University of Southampton,United Kingdom,2023.0,108.0,21175.0,13.7,1545.6204379562046,39.0,8258.0,53 : 47,53.0,47.0,41.4,47.5,92.3,44.1,94.6,62.6,United Kingdom,University of Southampton,100.0,78.33999999999999,467.0,54.14999999999999,59.92,197.0,94.59999999999998
university of southern california,Exact,university of southern california,University of Southern California,United States,Americas,2026.0,146.0,33.0,62.6,61.2,69.6,19.6,66.2,15.8,81.2,87.8,98.0,92.1,United States,University of Southern California,University of Southern California,United States,2016.0,68.0,49.3,58.9,93.0,56.3,38.0,65.5,United States,University of Southern California,100.0,University of Southern California,United States,2015.0,51.0,152.0,62.0,57.0,64.0,34.0,United States,University of Southern California,100.0,University of Southern California,United States,2023.0,65.0,40549.0,12.6,3218.174603174604,22.0,8921.0,49 : 51,49.0,51.0,58.9,58.6,90.4,43.8,63.7,68.3,United States,University of Southern California,100.0,69.26,98.0,56.38000000000001,64.56,150.0,51.1
university of southern denmark,Exact,university of southern denmark,University of Southern Denmark,Denmark,Europe,2026.0,303.0,4.0,45.1,29.2,24.9,31.9,68.4,91.7,46.4,77.4,27.0,85.0,Denmark,University of Southern Denmark,University of Southern Denmark,Denmark,2016.0,301.0,19.2,14.7,79.7,71.8,28.0,,Denmark,University of Southern Denmark,100.0,University of Southern Denmark,Denmark,2015.0,356.0,367.0,567.0,386.0,327.0,320.0,Denmark,University of Southern Denmark,100.0,University of Southern Denmark,Denmark,2023.0,251.0,18471.0,10.2,1810.8823529411768,14.0,2586.0,53 : 47,53.0,47.0,24.7,32.4,85.3,72.3,78.9,,Denmark,University of Southern Denmark,100.0,139.69,647.0,41.019999999999996,27.48,465.7,69.96666666666665
university of st andrews,Exact,university of st andrews,University of St Andrews,United Kingdom,Europe,2026.0,113.0,19.0,66.4,61.5,74.9,63.8,51.3,98.8,99.7,87.7,28.9,86.2,United Kingdom,University of St Andrews,University of St Andrews,United Kingdom,2016.0,86.0,49.7,47.3,78.8,92.3,30.6,60.4,United Kingdom,University of St Andrews,100.0,University of St Andrews,United Kingdom,2015.0,309.0,145.0,506.0,308.0,188.0,189.0,United Kingdom,University of St Andrews,100.0,University of St Andrews,United Kingdom,2023.0,201.0,9770.0,12.3,794.3089430894308,47.0,4592.0,59 : 41,59.0,41.0,40.0,41.4,67.8,38.9,94.9,,United Kingdom,University of St Andrews,100.0,122.96,377.0,56.41,66.86,386.8,96.93333333333334
university of stirling,Exact,university of stirling,University of Stirling,United Kingdom,Europe,2026.0,517.0,49.0,31.4,16.8,13.1,14.6,38.3,79.5,81.3,62.7,22.4,81.2,United Kingdom,University of Stirling,University of Stirling,United Kingdom,2016.0,351.0,22.6,23.5,59.1,77.7,30.4,,United Kingdom,University of Stirling,100.0,University of Stirling,United Kingdom,2015.0,784.0,367.0,357.0,772.0,707.0,871.0,United Kingdom,University of Stirling,100.0,University of Stirling,United Kingdom,2023.0,351.0,9855.0,16.0,615.9375,27.0,2661.0,64 : 36,64.0,36.0,22.9,25.9,79.4,37.3,86.1,,United Kingdom,University of Stirling,100.0,252.23000000000002,1578.0,42.459999999999994,15.32,831.1,79.5
university of strathclyde,Exact,university of strathclyde,University of Strathclyde,United Kingdom,Europe,2026.0,251.0,30.0,50.2,37.5,40.5,17.8,57.2,99.2,89.0,84.5,46.0,84.6,United Kingdom,University of Strathclyde,University of Strathclyde,United Kingdom,2016.0,401.0,25.9,28.0,31.8,71.0,44.1,,United Kingdom,University of Strathclyde,100.0,University of Strathclyde,United Kingdom,2015.0,453.0,367.0,216.0,389.0,467.0,305.0,United Kingdom,University of Strathclyde,100.0,University of Strathclyde,United Kingdom,2023.0,401.0,19840.0,17.0,1167.0588235294117,29.0,5754.0,50 : 50,50.0,50.0,32.0,33.9,56.1,47.8,89.7,,United Kingdom,University of Strathclyde,100.0,145.24,772.0,46.4,38.7,420.8,86.39999999999999
university of surrey,Exact,university of surrey,University of Surrey,United Kingdom,Europe,2026.0,262.0,31.0,49.3,29.7,30.0,33.4,74.4,98.0,88.7,86.6,30.7,60.4,United Kingdom,University of Surrey,University of Surrey,United Kingdom,2016.0,251.0,31.7,28.9,51.2,90.4,34.9,,United Kingdom,University of Surrey,100.0,University of Surrey,United Kingdom,2015.0,525.0,217.0,295.0,419.0,553.0,300.0,United Kingdom,University of Surrey,100.0,University of Surrey,United Kingdom,2023.0,201.0,14960.0,16.9,885.2071005917161,36.0,5386.0,53 : 47,53.0,47.0,31.3,33.9,79.5,45.8,94.8,,United Kingdom,University of Surrey,100.0,166.02,853.0,48.25,29.82,470.2,92.36666666666667
university of sussex,Exact,university of sussex,University of Sussex,United Kingdom,Europe,2026.0,278.0,33.0,47.9,33.8,21.0,21.4,60.7,99.0,89.5,86.3,53.6,90.0,United Kingdom,University of Sussex,University of Sussex,United Kingdom,2016.0,140.0,33.4,37.2,86.1,88.3,30.6,54.4,United Kingdom,University of Sussex,100.0,University of Sussex,United Kingdom,2015.0,253.0,151.0,257.0,359.0,250.0,553.0,United Kingdom,University of Sussex,100.0,University of Sussex,United Kingdom,2023.0,201.0,17790.0,17.4,1022.4137931034484,37.0,6582.0,55 : 45,55.0,45.0,28.0,34.2,89.0,39.0,93.1,,United Kingdom,University of Sussex,100.0,137.51,803.0,47.08,28.68,445.1,92.26666666666667
university of szeged,Exact,university of szeged,University of Szeged,Hungary,Europe,2026.0,597.0,3.0,28.3,26.2,22.7,41.9,8.9,15.4,56.4,75.3,29.0,69.4,Hungary,University of Szeged,University of Szeged,Hungary,2016.0,601.0,20.0,10.5,20.5,46.9,33.2,,Hungary,University of Szeged,100.0,University of Szeged,Hungary,2015.0,731.0,367.0,567.0,657.0,720.0,532.0,Hungary,University of Szeged,100.0,University of Szeged,Hungary,2023.0,1001.0,20023.0,12.5,1601.84,22.0,4405.0,55 : 45,55.0,45.0,23.2,15.5,33.3,39.6,60.8,,Hungary,University of Szeged,100.0,213.75,1252.0,42.129999999999995,24.799999999999997,677.5,39.56666666666666
university of tartu,Exact,university of tartu,University of Tartu,Estonia,Europe,2026.0,362.0,1.0,40.9,28.6,23.7,94.6,19.1,62.1,20.8,89.0,89.2,64.2,Estonia,University of Tartu,University of Tartu,Estonia,2016.0,351.0,23.8,22.8,64.2,46.1,31.5,,Estonia,University of Tartu,100.0,University of Tartu,Estonia,2015.0,537.0,365.0,567.0,586.0,318.0,426.0,Estonia,University of Tartu,100.0,University of Tartu,,2023.0,201.0,9235.0,12.0,769.5833333333334,13.0,1201.0,68 : 32,68.0,32.0,26.8,33.1,92.4,45.6,65.4,,,University of Tartu,100.0,177.38000000000002,744.0,41.019999999999996,26.64,650.2,43.0
university of tasmania,Exact,university of tasmania,University of Tasmania,Australia,Oceania,2026.0,314.0,20.0,44.3,22.5,12.2,34.3,72.8,87.1,91.7,80.4,25.0,84.0,Australia,University of Tasmania,University of Tasmania,Australia,2016.0,251.0,21.8,25.7,68.0,79.1,42.7,,Australia,University of Tasmania,100.0,University of Tasmania,Australia,2015.0,523.0,367.0,567.0,429.0,261.0,727.0,Australia,University of Tasmania,100.0,University of Tasmania,Australia,2023.0,301.0,18264.0,22.9,797.5545851528385,36.0,6575.0,60 : 40,60.0,40.0,27.1,34.8,71.5,48.1,91.1,,Australia,University of Tasmania,100.0,142.58,988.0,44.769999999999996,18.38,497.0,85.96666666666665
university of technology sydney,Exact,university of technology sydney,University of Technology Sydney,Australia,Oceania,2026.0,96.0,9.0,69.9,58.7,66.7,11.8,99.3,97.6,91.7,89.7,52.3,92.0,Australia,University of Technology Sydney,University of Technology Sydney,Australia,2016.0,201.0,27.0,35.1,66.9,90.1,42.3,,Australia,University of Technology Sydney,100.0,,,,,,,,,,,,,University of Technology Sydney,,2023.0,133.0,27481.0,35.1,782.9344729344729,31.0,8519.0,50 : 50,50.0,50.0,36.9,42.1,90.5,49.7,96.0,59.3,,University of Technology Sydney,100.0,34.11,0.0,43.53,61.900000000000006,66.9,93.13333333333333
university of tehran,Exact,university of tehran,University of Tehran,Iran (Islamic Republic of),Asia,2026.0,322.0,1.0,43.3,31.0,41.8,4.2,91.1,2.5,3.3,86.8,58.1,45.5,Iran (Islamic Republic of),University of Tehran,University of Tehran,Iran,2016.0,601.0,26.1,16.9,15.8,16.5,,,Iran,University of Tehran,100.0,University of Tehran,Iran,2015.0,768.0,181.0,567.0,489.0,984.0,871.0,Iran,University of Tehran,100.0,University of Tehran,,2023.0,,,,,,,,,,32.9,31.7,51.9,36.9,29.0,,,University of Tehran,100.0,207.70000000000002,1855.0,43.16,35.31999999999999,504.8,7.433333333333334
university of texas at austin,Exact,university of texas at austin,University of Texas at Austin,United States,Americas,2026.0,68.0,20.0,76.4,97.6,96.8,10.7,85.4,9.1,19.1,90.5,93.9,70.6,United States,University of Texas at Austin,University of Texas at Austin,United States,2016.0,46.0,59.3,69.7,92.2,31.7,63.1,70.3,United States,University of Texas at Austin,100.0,University of Texas at Austin,United States,2015.0,30.0,75.0,36.0,48.0,50.0,38.0,United States,University of Texas at Austin,100.0,University of Texas at Austin,United States,2023.0,50.0,49171.0,17.4,2825.919540229885,10.0,4917.0,53 : 47,53.0,47.0,66.2,73.1,87.5,51.3,40.1,72.3,United States,University of Texas at Austin,100.0,70.14000000000001,88.0,54.260000000000005,97.28,140.2,19.96666666666667
university of texas at dallas,Exact,university of texas at dallas,University of Texas at Dallas,United States,Americas,2026.0,597.0,85.0,28.3,19.3,33.7,5.5,43.0,14.4,61.1,55.3,9.1,48.9,United States,University of Texas at Dallas,University of Texas at Dallas,United States,2016.0,201.0,24.3,26.7,86.8,52.3,41.8,,United States,University of Texas at Dallas,100.0,University of Texas at Dallas,United States,2015.0,139.0,367.0,159.0,250.0,151.0,313.0,United States,University of Texas at Dallas,100.0,University of Texas at Dallas,United States,2023.0,351.0,25464.0,21.6,1178.888888888889,20.0,5093.0,43 : 57,43.0,57.0,24.8,27.0,81.3,42.7,56.4,,United States,University of Texas at Dallas,100.0,101.82,464.0,39.44,25.060000000000002,336.8,42.6
university of texas at san antonio,Exact,university of texas at san antonio,University of Texas at San Antonio,United States,Americas,2026.0,1001.0,136.0,,6.7,6.0,5.8,30.6,14.1,4.6,59.9,8.0,44.5,United States,University of Texas at San Antonio,University of Texas at San Antonio,United States,2016.0,351.0,18.1,16.6,74.9,29.6,28.6,,United States,University of Texas at San Antonio,100.0,University of Texas at San Antonio,United States,2015.0,291.0,367.0,567.0,445.0,376.0,254.0,United States,University of Texas at San Antonio,100.0,,,,,,,,,,,,,,,,,,,,,,155.71,630.0,30.0,6.42,519.9,16.099999999999998
university of the witwatersrand,Exact,university of the witwatersrand,University of The Witwatersrand,South Africa,Africa,2026.0,291.0,2.0,46.4,36.8,50.9,14.0,40.2,86.8,9.4,96.7,99.5,85.6,South Africa,University of The Witwatersrand,University of the Witwatersrand,South Africa,2016.0,201.0,26.2,31.5,76.0,68.4,99.7,,South Africa,University of The Witwatersrand,100.0,University of the Witwatersrand,South Africa,2015.0,149.0,61.0,32.0,442.0,237.0,291.0,South Africa,University of The Witwatersrand,100.0,University of the Witwatersrand,,2023.0,251.0,26871.0,23.6,1138.6016949152545,7.0,1881.0,56 : 44,56.0,44.0,31.5,44.3,67.9,100.0,73.1,,,University of The Witwatersrand,100.0,147.5,528.0,37.620000000000005,42.44,518.0,54.866666666666674
university of toledo,Exact,university of toledo,University of Toledo,United States,Americas,2026.0,1001.0,136.0,,4.2,4.5,13.8,28.8,7.7,21.6,45.4,14.5,39.9,United States,University of Toledo,University of Toledo,United States,2016.0,501.0,31.6,13.4,29.9,37.7,32.9,,United States,University of Toledo,100.0,University of Toledo,United States,2015.0,592.0,367.0,567.0,618.0,555.0,220.0,United States,University of Toledo,100.0,University of Toledo,,2023.0,,,,,,,,,,34.8,15.1,49.9,41.9,48.6,,,University of Toledo,100.0,193.43,775.0,43.92,4.32,647.9,22.333333333333332
university of toronto,Exact,university of toronto,University of Toronto,Canada,Americas,2026.0,29.0,2.0,88.5,100.0,99.1,45.7,68.8,97.9,97.9,97.0,99.4,100.0,Canada,University of Toronto,University of Toronto,Canada,2016.0,19.0,75.9,89.3,90.9,77.8,49.1,83.9,Canada,University of Toronto,100.0,University of Toronto,Canada,2015.0,32.0,70.0,51.0,2.0,17.0,145.0,Canada,University of Toronto,100.0,University of Toronto,Canada,2023.0,18.0,77468.0,25.8,3002.6356589147285,26.0,20142.0,56 : 44,56.0,44.0,77.3,93.3,92.8,65.5,89.7,87.4,Canada,University of Toronto,100.0,65.08999999999999,162.0,60.980000000000004,99.64,92.9,91.2
university of trento,Exact,university of trento,University of Trento,Italy,Europe,2026.0,485.0,15.0,32.9,34.8,18.6,32.9,40.0,32.3,11.3,85.6,7.1,51.8,Italy,University of Trento,University of Trento,Italy,2016.0,198.0,30.8,27.4,87.7,55.9,47.1,49.1,Italy,University of Trento,100.0,University of Trento,Italy,2015.0,561.0,367.0,567.0,488.0,556.0,861.0,Italy,University of Trento,100.0,University of Trento,Italy,2023.0,401.0,14219.0,19.2,740.5729166666667,8.0,1138.0,52 : 48,52.0,48.0,27.0,32.3,66.5,41.1,56.9,,Italy,University of Trento,100.0,190.47,1417.0,37.44,28.32,575.7,33.166666666666664
university of trieste,Exact,university of trieste,University of Trieste,Italy,Europe,2026.0,751.0,23.0,,16.1,7.8,5.5,53.8,11.6,16.8,70.8,18.7,36.4,Italy,University of Trieste,University of Trieste,Italy,2016.0,301.0,26.5,18.5,74.1,47.3,32.3,,Italy,University of Trieste,100.0,University of Trieste,Italy,2015.0,342.0,367.0,443.0,395.0,286.0,616.0,Italy,University of Trieste,100.0,University of Trieste,Italy,2023.0,501.0,16677.0,24.9,669.7590361445783,7.0,1167.0,57 : 43,57.0,43.0,28.5,25.5,63.8,39.0,47.5,,Italy,University of Trieste,100.0,137.23,902.0,36.03,12.780000000000001,469.1,25.23333333333333
university of tsukuba,Exact,university of tsukuba,University of Tsukuba,Japan,Asia,2026.0,350.0,11.0,41.5,49.9,32.9,58.9,30.0,18.1,31.1,68.4,18.1,73.4,Japan,University of Tsukuba,University of Tsukuba,Japan,2016.0,401.0,40.0,30.0,33.7,34.4,42.9,,Japan,University of Tsukuba,100.0,University of Tsukuba,Japan,2015.0,262.0,202.0,567.0,230.0,255.0,213.0,Japan,University of Tsukuba,100.0,University of Tsukuba,Japan,2023.0,501.0,15725.0,12.7,1238.1889763779527,16.0,2516.0,38 : 62,38.0,62.0,43.9,37.8,38.5,43.7,43.0,,Japan,University of Tsukuba,100.0,93.61,468.0,48.55,43.099999999999994,263.7,27.866666666666664
university of turin,Exact,university of turin,University of Turin,Italy,Europe,2026.0,408.0,11.0,36.9,48.1,14.3,5.1,42.5,5.2,10.1,90.0,61.4,78.7,Italy,University of Turin,University of Turin,Italy,2016.0,301.0,27.4,22.3,67.5,38.8,54.2,,Italy,University of Turin,100.0,University of Turin,Italy,2015.0,221.0,315.0,450.0,206.0,278.0,613.0,Italy,University of Turin,100.0,University of Turin,Italy,2023.0,401.0,58463.0,28.4,2058.556338028169,6.0,3508.0,61 : 39,61.0,39.0,21.5,29.7,77.5,43.9,41.4,,Italy,University of Turin,100.0,98.17,891.0,31.879999999999995,34.58,273.5,18.03333333333333
university of turku,Exact,university of turku,University of Turku,Finland,Europe,2026.0,366.0,4.0,40.6,36.3,20.2,63.2,39.6,46.2,8.9,89.2,46.1,74.4,Finland,University of Turku,University of Turku,Finland,2016.0,301.0,27.1,21.2,65.8,66.2,31.2,,Finland,University of Turku,100.0,University of Turku,Finland,2015.0,383.0,367.0,531.0,320.0,319.0,568.0,Finland,University of Turku,100.0,University of Turku,,2023.0,351.0,13012.0,15.3,850.4575163398692,5.0,651.0,64 : 36,64.0,36.0,27.7,32.6,73.9,38.7,53.5,,,University of Turku,100.0,124.12,887.0,37.99,29.86,385.8,40.43333333333334
university of twente,Exact,university of twente,University of Twente,Netherlands,Europe,2026.0,203.0,10.0,55.2,29.3,40.5,56.0,77.0,100.0,95.2,85.4,32.6,79.6,Netherlands,University of Twente,University of Twente,Netherlands,2016.0,149.0,34.1,45.6,68.8,80.1,91.2,52.9,Netherlands,University of Twente,100.0,University of Twente,Netherlands,2015.0,408.0,367.0,511.0,343.0,511.0,288.0,Netherlands,University of Twente,100.0,University of Twente,Netherlands,2023.0,251.0,9816.0,14.7,667.7551020408164,37.0,3632.0,37 : 63,37.0,63.0,34.3,46.4,57.2,80.5,94.5,,Netherlands,University of Twente,100.0,158.58,799.0,50.41,33.78,411.8,91.76666666666665
university of ulsan,Exact,university of ulsan,University of Ulsan,South Korea,Asia,2026.0,801.0,24.0,,6.0,3.8,60.2,50.1,2.7,3.6,29.1,6.4,44.2,South Korea,University of Ulsan,University of Ulsan,South Korea,2016.0,401.0,19.5,20.5,54.0,18.6,64.7,,South Korea,University of Ulsan,100.0,University of Ulsan,South Korea,2015.0,495.0,367.0,436.0,421.0,599.0,370.0,South Korea,University of Ulsan,100.0,University of Ulsan,,2023.0,,,,,,,,,,21.8,24.4,66.2,65.1,23.7,,,University of Ulsan,100.0,168.5,969.0,38.72,5.119999999999999,475.0,8.3
university of utah,Exact,university of utah,University of Utah,United States,Americas,2026.0,540.0,76.0,30.5,21.8,13.1,53.8,38.3,21.2,18.2,74.5,28.3,59.6,United States,University of Utah,University of Utah,United States,2016.0,182.0,35.6,35.3,83.7,30.1,57.4,50.1,United States,University of Utah,100.0,University of Utah,United States,2015.0,70.0,97.0,105.0,97.0,65.0,19.0,United States,University of Utah,100.0,University of Utah,United States,2023.0,251.0,30967.0,13.6,2276.9852941176478,8.0,2477.0,48 : 52,48.0,52.0,39.9,34.9,81.7,57.5,33.9,,United States,University of Utah,100.0,65.13,84.0,44.28,18.32,180.7,23.166666666666668
university of vermont,Exact,university of vermont,University of Vermont,United States,Americas,2026.0,1001.0,136.0,,3.7,6.8,39.8,23.0,8.8,3.8,66.2,22.3,52.0,United States,University of Vermont,University of Vermont,United States,2015.0,351.0,26.8,19.4,57.5,21.0,,,United States,University of Vermont,100.0,University of Vermont,United States,2015.0,324.0,198.0,256.0,357.0,288.0,397.0,United States,University of Vermont,100.0,,,,,,,,,,,,,,,,,,,,,,125.21,685.0,30.0,4.94,414.5,11.200000000000001
