University_Name,Match_Type,clean_name,University_Name_qs,Country,Region,Year,QS_Rank,National_Rank,QS_Overall_Score,Academic_Reputation,Employer_Reputation,Faculty_Student_Ratio,Citations_Per_Faculty,International_Faculty_Ratio,International_Students_Ratio,International_Research_Network,Employment_Outcomes,Sustainability,Std_Country,Std_University_Name,University_Name_the,Country_the,Year_the,THE_Rank,Teaching_Score,Research_Score,Citation_Score,International_Outlook,Industry_Income,Total_Score,Std_Country_the,Std_University_Name_the,Base_Match_Score,University_Name_cwur,Country_cwur,Year_cwur,CWUR_Rank,Quality_of_Education,Alumni_Employment,Publications,Influence,Patents,Std_Country_cwur,Std_University_Name_cwur,Base_Match_Score_cwur,University_Name_the2023,Country_the2023,Year_the2023,THE2023_Rank,Total_Students,Faculty_Student_Ratio_2023,Faculty_Count,International_Student_Ratio_2023,International_Students_Count,Gender_Ratio,Female_Percentage,Male_Percentage,Teaching_Score_2023,Research_Score_2023,Citations_Score_2023,Industry_Income_Score_2023,International_Outlook_Score_2023,Overall_Score_2023,Std_Country_the2023,Std_University_Name_the2023,Base_Match_Score_the2023,Research_Excellence_Index,Innovation_Index,Student_Experience_Index,Global_Reputation_Index,Research_Productivity_Score,Internationalization_Score
university of bath,Exact,university of bath,University of Bath,United Kingdom,Europe,2026.0,132.0,20.0,64.2,48.9,81.6,20.5,75.9,95.6,86.8,85.3,50.7,83.8,United Kingdom,University of Bath,University of Bath,United Kingdom,2016.0,251.0,28.9,27.9,56.7,84.8,36.3,,United Kingdom,University of Bath,100.0,University of Bath,United Kingdom,2015.0,405.0,367.0,368.0,388.0,378.0,478.0,United Kingdom,University of Bath,100.0,University of Bath,United Kingdom,2023.0,251.0,14955.0,15.4,971.103896103896,34.0,5085.0,46 : 54,46.0,54.0,32.2,33.8,73.8,39.9,93.4,,United Kingdom,University of Bath,100.0,143.57000000000002,856.0,48.46,61.98,444.7,89.06666666666666
university of belgrade,Exact,university of belgrade,University of Belgrade,Serbia,Europe,2026.0,761.0,1.0,,23.6,14.0,6.5,10.1,3.6,7.4,94.5,98.4,52.1,Serbia,University of Belgrade,University of Belgrade,Serbia,2016.0,601.0,20.4,13.2,14.0,30.5,45.6,,Serbia,University of Belgrade,100.0,University of Belgrade,Serbia,2015.0,726.0,276.0,567.0,422.0,694.0,824.0,Serbia,University of Belgrade,100.0,University of Belgrade,Serbia,2023.0,801.0,93251.0,18.9,4933.915343915344,5.0,4663.0,62 : 38,62.0,38.0,21.1,33.0,44.5,42.9,43.4,,Serbia,University of Belgrade,100.0,163.28000000000003,1518.0,34.269999999999996,19.76,436.0,13.833333333333334
university of bergen,Exact,university of bergen,University of Bergen,Norway,Europe,2026.0,287.0,3.0,46.8,40.5,13.7,67.2,42.5,96.9,37.9,91.0,69.5,65.1,Norway,University of Bergen,University of Bergen,Norway,2016.0,182.0,32.5,31.5,82.4,70.0,36.2,50.1,Norway,University of Bergen,100.0,University of Bergen,Norway,2015.0,283.0,367.0,567.0,229.0,201.0,871.0,Norway,University of Bergen,100.0,University of Bergen,Norway,2023.0,201.0,15202.0,12.8,1187.65625,10.0,1520.0,60 : 40,60.0,40.0,30.2,32.7,85.7,41.7,76.4,,Norway,University of Bergen,100.0,103.22,1072.0,41.24,29.78,311.4,68.26666666666667
university of bern,Exact,university of bern,University of Bern,Switzerland,Europe,2026.0,184.0,6.0,57.5,38.0,26.0,49.0,99.3,100.0,52.9,95.5,37.2,68.9,Switzerland,University of Bern,University of Bern,Switzerland,2016.0,120.0,40.0,42.5,76.6,83.7,82.9,56.1,Switzerland,University of Bern,100.0,University of Bern,Switzerland,2015.0,200.0,184.0,526.0,163.0,128.0,433.0,Switzerland,University of Bern,100.0,University of Bern,Switzerland,2023.0,94.0,11728.0,17.2,681.8604651162791,17.0,1994.0,58 : 42,58.0,42.0,46.0,46.5,90.7,86.3,88.2,63.7,Switzerland,University of Bern,100.0,85.38,561.0,48.34,33.2,239.6,78.86666666666667
university of birmingham,Exact,university of birmingham,University of Birmingham,United Kingdom,Europe,2026.0,76.0,11.0,73.8,81.1,75.7,49.9,56.1,96.7,93.4,96.3,54.7,92.8,United Kingdom,University of Birmingham,University of Birmingham,United Kingdom,2016.0,119.0,39.4,41.8,82.7,82.0,34.7,56.2,United Kingdom,University of Birmingham,100.0,University of Birmingham,United Kingdom,2015.0,152.0,65.0,158.0,117.0,165.0,170.0,United Kingdom,University of Birmingham,100.0,University of Birmingham,United Kingdom,2023.0,108.0,31820.0,15.0,2121.333333333333,34.0,10819.0,58 : 42,58.0,42.0,40.5,46.2,95.2,42.3,92.2,62.6,United Kingdom,University of Birmingham,100.0,81.43,335.0,51.9,78.94,199.7,90.7
university of bradford,Exact,university of bradford,University of Bradford,United Kingdom,Europe,2026.0,511.0,47.0,31.6,14.0,11.2,9.3,40.3,75.0,99.2,70.5,41.5,70.4,United Kingdom,University of Bradford,University of Bradford,United Kingdom,2016.0,601.0,18.7,15.9,22.7,79.1,32.7,,United Kingdom,University of Bradford,100.0,University of Bradford,United Kingdom,2015.0,821.0,367.0,287.0,859.0,772.0,567.0,United Kingdom,University of Bradford,100.0,University of Bradford,United Kingdom,2023.0,501.0,8400.0,19.1,439.7905759162304,30.0,2520.0,57 : 43,57.0,43.0,22.0,22.7,62.5,39.7,84.2,,United Kingdom,University of Bradford,100.0,262.17,1339.0,42.07,12.879999999999999,881.7,84.43333333333332
university of brescia,Exact,university of brescia,University of Brescia,Italy,Europe,2026.0,650.0,20.0,26.7,7.3,4.1,8.7,85.0,2.0,8.5,58.8,11.6,63.9,Italy,University of Brescia,University of Brescia,Italy,2016.0,401.0,15.6,14.8,72.3,36.6,35.8,,Italy,University of Brescia,100.0,University of Brescia,Italy,2015.0,503.0,367.0,567.0,585.0,614.0,816.0,Italy,University of Brescia,100.0,University of Brescia,Italy,2023.0,351.0,15133.0,24.6,615.1626016260162,7.0,1059.0,46 : 54,46.0,54.0,26.4,18.8,95.2,40.2,42.5,,Italy,University of Brescia,100.0,206.01000000000002,1430.0,35.28,6.02,657.3,15.700000000000001
university of brighton,Exact,university of brighton,University of Brighton,United Kingdom,Europe,2026.0,801.0,64.0,,9.6,9.7,12.4,24.9,64.9,68.1,73.1,11.5,39.1,United Kingdom,University of Brighton,University of Brighton,United Kingdom,2016.0,601.0,16.7,10.7,20.1,62.8,29.4,,United Kingdom,University of Brighton,100.0,University of Brighton,United Kingdom,2015.0,824.0,367.0,567.0,854.0,829.0,766.0,United Kingdom,University of Brighton,100.0,University of Brighton,United Kingdom,2023.0,801.0,15015.0,16.8,893.75,22.0,3303.0,60 : 40,60.0,40.0,17.9,15.6,53.0,37.6,78.0,,United Kingdom,University of Brighton,100.0,264.01,1595.0,38.72,9.64,874.1,65.26666666666667
university of bristol,Exact,university of bristol,University of Bristol,United Kingdom,Europe,2026.0,51.0,8.0,82.5,87.3,89.4,36.7,83.2,90.7,95.7,95.3,63.1,97.0,United Kingdom,University of Bristol,University of Bristol,United Kingdom,2016.0,69.0,47.6,51.6,91.2,82.4,40.0,64.3,United Kingdom,University of Bristol,100.0,University of Bristol,United Kingdom,2015.0,123.0,194.0,196.0,92.0,69.0,335.0,United Kingdom,University of Bristol,100.0,University of Bristol,,2023.0,76.0,25680.0,14.6,1758.9041095890411,31.0,7961.0,56 : 44,56.0,44.0,43.8,53.4,98.6,43.5,89.4,66.5,,University of Bristol,100.0,73.30000000000001,404.0,52.44,88.14,183.2,89.60000000000001
university of british columbia,Exact,university of british columbia,University of British Columbia,Canada,Americas,2026.0,40.0,3.0,85.5,99.6,96.5,34.7,70.9,98.5,79.8,96.6,84.9,98.5,Canada,University of British Columbia,University of British Columbia,Canada,2016.0,34.0,60.2,73.2,91.5,90.5,42.6,75.3,Canada,University of British Columbia,100.0,University of British Columbia,Canada,2015.0,62.0,81.0,275.0,26.0,36.0,81.0,Canada,University of British Columbia,100.0,University of British Columbia,Canada,2023.0,40.0,56452.0,18.9,2986.8783068783077,34.0,19194.0,55 : 45,55.0,45.0,62.9,73.1,88.8,47.9,94.8,75.7,Canada,University of British Columbia,100.0,65.53,117.0,59.69,98.35999999999999,117.5,89.60000000000001
university of bucharest,Exact,university of bucharest,University of Bucharest,Romania,Europe,2026.0,761.0,1.0,,21.1,35.9,9.0,8.3,3.5,4.8,72.3,67.9,60.8,Romania,University of Bucharest,University of Bucharest,Romania,2016.0,601.0,34.3,11.5,9.9,21.3,29.5,,Romania,University of Bucharest,100.0,University of Bucharest,Romania,2015.0,986.0,237.0,567.0,845.0,804.0,871.0,Romania,University of Bucharest,100.0,University of Bucharest,Romania,2023.0,1201.0,31267.0,32.7,956.177370030581,2.0,625.0,68 : 32,68.0,32.0,24.3,16.8,23.1,37.6,29.4,,Romania,University of Bucharest,100.0,256.97,1675.0,30.509999999999998,27.02,854.9,9.866666666666667
university of calcutta,Exact,university of calcutta,University of Calcutta,India,Asia,2026.0,771.0,25.0,,19.7,11.1,7.7,33.9,31.3,1.3,57.0,61.6,34.4,India,University of Calcutta,University of Calcutta,India,2016.0,601.0,34.7,8.7,19.8,13.1,29.2,,India,University of Calcutta,100.0,University of Calcutta,India,2015.0,891.0,140.0,346.0,964.0,900.0,424.0,India,University of Calcutta,100.0,University of Calcutta,,2023.0,1001.0,19119.0,15.6,1225.576923076923,0.0,0.0,51 : 49,51.0,49.0,39.3,14.7,21.4,43.0,16.6,,,University of Calcutta,100.0,292.22,1324.0,41.04,16.259999999999998,983.8,15.233333333333334
university of calgary,Exact,university of calgary,University of Calgary,Canada,Americas,2026.0,211.0,10.0,54.7,47.6,50.5,24.4,54.6,87.4,76.9,86.2,61.5,86.0,Canada,University of Calgary,University of Calgary,Canada,2016.0,201.0,33.9,36.7,67.8,70.1,52.0,,Canada,University of Calgary,100.0,University of Calgary,Canada,2015.0,167.0,367.0,123.0,145.0,180.0,778.0,Canada,University of Calgary,100.0,University of Calgary,Canada,2023.0,201.0,33560.0,18.7,1794.6524064171124,21.0,7048.0,54 : 46,54.0,46.0,36.8,40.2,75.9,61.6,79.9,,Canada,University of Calgary,100.0,82.02000000000001,958.0,45.41,48.760000000000005,212.8,78.13333333333334
university of california davis,Exact,university of california davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,30.0,0.0,0.0,0.0
university of california irvine,Exact,university of california irvine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,30.0,0.0,0.0,0.0
university of california riverside,Exact,university of california riverside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,30.0,0.0,0.0,0.0
university of california santa cruz,Exact,university of california santa cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,30.0,0.0,0.0,0.0
university of cambridge,Exact,university of cambridge,University of Cambridge,United Kingdom,Europe,2026.0,6.0,3.0,97.2,100.0,100.0,100.0,88.6,100.0,93.1,99.2,100.0,78.4,United Kingdom,University of Cambridge,University of Cambridge,United Kingdom,2016.0,4.0,88.2,96.7,97.0,91.5,55.0,92.8,United Kingdom,University of Cambridge,100.0,University of Cambridge,United Kingdom,2015.0,4.0,2.0,10.0,11.0,6.0,48.0,United Kingdom,University of Cambridge,100.0,University of Cambridge,United Kingdom,2023.0,3.0,20185.0,11.3,1786.2831858407078,39.0,7872.0,47 : 53,47.0,53.0,90.9,99.5,97.0,54.2,95.8,94.8,United Kingdom,University of Cambridge,100.0,70.58,54.0,74.67,100.0,108.0,94.86666666666667
university of canterbury,Exact,university of canterbury,University of Canterbury,New Zealand,Oceania,2026.0,261.0,5.0,49.4,48.8,34.7,12.1,48.2,100.0,48.1,60.9,87.4,88.2,New Zealand,University of Canterbury,University of Canterbury,New Zealand,2016.0,401.0,23.5,22.5,38.9,91.0,52.1,,New Zealand,University of Canterbury,100.0,University of Canterbury,New Zealand,2015.0,533.0,190.0,195.0,569.0,437.0,871.0,New Zealand,University of Canterbury,100.0,University of Canterbury,,2023.0,601.0,15245.0,18.4,828.5326086956522,22.0,3354.0,51 : 49,51.0,49.0,25.2,27.5,45.3,39.7,92.0,,,University of Canterbury,100.0,178.17000000000002,1308.0,41.16,43.16,607.9,79.7
university of cape town,Exact,university of cape town,University of Cape Town,South Africa,Africa,2026.0,150.0,1.0,62.3,58.2,62.3,14.6,75.4,66.1,27.9,97.7,97.7,92.1,South Africa,University of Cape Town,University of Cape Town,South Africa,2016.0,120.0,34.9,38.7,85.6,80.2,92.7,56.1,South Africa,University of Cape Town,100.0,University of Cape Town,South Africa,2015.0,248.0,104.0,126.0,319.0,236.0,268.0,South Africa,University of Cape Town,100.0,University of Cape Town,,2023.0,160.0,21069.0,12.8,1646.015625,15.0,3160.0,54 : 46,54.0,46.0,33.9,43.8,88.7,53.3,78.8,57.2,,University of Cape Town,100.0,128.56,504.0,44.22,59.84,404.6,58.06666666666666
university of central lancashire,Exact,university of central lancashire,University of Central Lancashire,United Kingdom,Europe,2026.0,1001.0,78.0,,6.5,9.3,12.4,7.1,43.2,78.4,56.9,3.3,35.5,United Kingdom,University of Central Lancashire,University of Central Lancashire,United Kingdom,2016.0,601.0,15.7,9.4,28.2,54.1,28.9,,United Kingdom,University of Central Lancashire,100.0,University of Central Lancashire,United Kingdom,2015.0,938.0,367.0,494.0,946.0,603.0,749.0,United Kingdom,University of Central Lancashire,100.0,University of Central Lancashire,United Kingdom,2023.0,1001.0,19285.0,14.4,1339.236111111111,25.0,4821.0,58 : 42,58.0,42.0,18.2,13.9,45.5,37.3,73.3,,United Kingdom,University of Central Lancashire,100.0,261.72,1352.0,40.459999999999994,7.620000000000001,974.2,58.56666666666667
university of chemistry and technology prague,Exact,university of chemistry and technology prague,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,30.0,0.0,0.0,0.0
university of chicago,Exact,university of chicago,University of Chicago,United States,Americas,2026.0,13.0,5.0,93.0,99.8,99.3,97.3,78.1,86.1,92.8,87.7,99.8,73.3,United States,University of Chicago,University of Chicago,United States,2016.0,10.0,85.7,88.9,99.2,65.0,36.6,87.9,United States,University of Chicago,100.0,University of Chicago,United States,2015.0,8.0,11.0,14.0,17.0,16.0,141.0,United States,University of Chicago,100.0,,,,,,,,,,,,,,,,,,,,,,70.32,157.0,30.0,99.6,116.2,81.3
university of cincinnati,Exact,university of cincinnati,University of Cincinnati,United States,Americas,2026.0,721.0,102.0,,15.1,12.3,24.8,31.9,6.2,23.7,66.9,47.9,63.2,United States,University of Cincinnati,University of Cincinnati,United States,2016.0,301.0,31.3,20.4,72.1,28.3,35.3,,United States,University of Cincinnati,100.0,University of Cincinnati,United States,2015.0,157.0,188.0,86.0,150.0,171.0,263.0,United States,University of Cincinnati,100.0,,,,,,,,,,,,,,,,,,,,,,76.89,434.0,30.0,13.98,222.1,19.400000000000002
university of coimbra,Exact,university of coimbra,University of Coimbra,Portugal,Europe,2026.0,347.0,4.0,41.6,39.2,24.9,14.9,61.4,13.1,33.3,92.2,47.6,75.8,Portugal,University of Coimbra,University of Coimbra,Portugal,2016.0,401.0,28.3,26.5,42.4,46.2,34.8,,Portugal,University of Coimbra,100.0,University of Coimbra,Portugal,2015.0,507.0,359.0,567.0,415.0,423.0,459.0,Portugal,University of Coimbra,100.0,University of Coimbra,Portugal,2023.0,601.0,21429.0,18.0,1190.5,19.0,4072.0,58 : 42,58.0,42.0,25.1,35.2,40.4,49.8,59.5,,Portugal,University of Coimbra,100.0,148.62,882.0,40.34,33.480000000000004,457.4,30.866666666666664
university of colorado boulder,Exact,university of colorado boulder,University of Colorado Boulder,United States,Americas,2026.0,299.0,55.0,45.6,49.0,36.8,52.1,36.0,38.6,8.5,85.6,48.9,90.3,United States,University of Colorado Boulder,University of Colorado Boulder,United States,2016.0,127.0,39.7,37.6,96.4,36.6,35.7,55.8,United States,University of Colorado Boulder,100.0,University of Colorado Boulder,United States,2015.0,54.0,80.0,67.0,96.0,38.0,133.0,United States,University of Colorado Boulder,100.0,University of Colorado Boulder,United States,2023.0,148.0,34928.0,16.0,2183.0,8.0,2794.0,45 : 55,45.0,55.0,45.6,46.3,85.5,44.6,45.6,57.8,United States,University of Colorado Boulder,100.0,66.96000000000001,171.0,45.84,44.12,192.4,27.900000000000002
university of connecticut,Exact,university of connecticut,University of Connecticut,United States,Americas,2026.0,534.0,75.0,30.7,20.8,14.6,28.1,33.5,54.6,34.9,85.1,40.1,63.4,United States,University of Connecticut,University of Connecticut,United States,2016.0,301.0,35.9,25.6,57.0,43.1,30.9,,United States,University of Connecticut,100.0,University of Connecticut,United States,2015.0,218.0,296.0,259.0,168.0,193.0,186.0,United States,University of Connecticut,100.0,University of Connecticut,United States,2023.0,401.0,27752.0,13.6,2040.5882352941176,12.0,3330.0,52 : 48,52.0,48.0,39.1,29.3,59.8,40.0,54.8,,United States,University of Connecticut,100.0,80.24,379.0,45.160000000000004,18.32,225.0,44.199999999999996
university of copenhagen,Exact,university of copenhagen,University of Copenhagen,Denmark,Europe,2026.0,101.0,1.0,68.4,85.5,41.7,99.6,36.6,87.3,26.5,98.0,94.4,76.3,Denmark,University of Copenhagen,University of Copenhagen,Denmark,2016.0,82.0,49.8,42.7,86.2,83.3,45.0,61.0,Denmark,University of Copenhagen,100.0,University of Copenhagen,Denmark,2015.0,74.0,117.0,149.0,38.0,31.0,432.0,Denmark,University of Copenhagen,100.0,University of Copenhagen,Denmark,2023.0,114.0,31519.0,4.2,7504.523809523809,16.0,5043.0,62 : 38,62.0,38.0,45.1,47.5,87.2,55.0,84.7,61.7,Denmark,University of Copenhagen,100.0,53.64,463.0,51.58,67.98,124.2,65.7
university of crete,Exact,university of crete,University of Crete,Greece,Europe,2026.0,628.0,4.0,27.4,19.3,17.8,3.9,69.6,2.7,7.2,61.9,4.5,40.6,Greece,University of Crete,University of Crete,Greece,2016.0,351.0,18.6,19.2,73.6,47.0,34.5,,Greece,University of Crete,100.0,University of Crete,Greece,2015.0,515.0,367.0,567.0,491.0,518.0,871.0,Greece,University of Crete,100.0,University of Crete,Greece,2023.0,401.0,13808.0,27.6,500.28985507246375,4.0,552.0,63 : 37,63.0,37.0,20.6,26.0,82.2,51.0,48.4,,Greece,University of Crete,100.0,179.76000000000002,1389.0,31.160000000000004,18.700000000000003,564.6,18.966666666666665
university of cyprus,Exact,university of cyprus,University of Cyprus,Cyprus,Asia,2026.0,452.0,1.0,34.2,14.6,10.8,10.3,62.3,94.3,42.2,69.8,54.6,52.9,Cyprus,University of Cyprus,University of Cyprus,Cyprus,2016.0,351.0,18.0,28.5,56.7,74.7,30.0,,Cyprus,University of Cyprus,100.0,University of Cyprus,Cyprus,2015.0,928.0,367.0,567.0,820.0,896.0,816.0,Cyprus,University of Cyprus,100.0,University of Cyprus,,2023.0,401.0,6875.0,20.1,342.03980099502485,13.0,894.0,60 : 40,60.0,40.0,26.0,23.1,67.0,55.5,83.4,,,University of Cyprus,100.0,282.01,1712.0,38.27,13.08,876.7,70.39999999999999
university of debrecen,Exact,university of debrecen,University of Debrecen,Hungary,Europe,2026.0,563.0,1.0,29.4,27.3,21.5,45.9,7.4,14.4,76.5,74.9,25.9,70.4,Hungary,University of Debrecen,University of Debrecen,Hungary,2016.0,601.0,17.3,11.4,20.9,49.0,,,Hungary,University of Debrecen,100.0,University of Debrecen,Hungary,2015.0,667.0,367.0,567.0,687.0,621.0,499.0,Hungary,University of Debrecen,100.0,University of Debrecen,,2023.0,1001.0,29045.0,17.7,1640.9604519774011,22.0,6390.0,55 : 45,55.0,45.0,34.7,14.3,29.8,41.9,60.1,,,University of Debrecen,100.0,210.33,1120.0,45.17,24.979999999999997,707.9,46.63333333333333
university of delaware,Exact,university of delaware,University of Delaware,United States,Americas,2026.0,553.0,79.0,29.8,12.5,9.4,9.6,64.1,48.2,22.5,68.5,28.7,72.9,United States,University of Delaware,University of Delaware,United States,2016.0,251.0,23.7,34.0,70.0,41.6,98.7,,United States,University of Delaware,100.0,University of Delaware,United States,2015.0,281.0,318.0,337.0,272.0,304.0,120.0,United States,University of Delaware,100.0,University of Delaware,United States,2023.0,351.0,21808.0,16.3,1337.914110429448,12.0,2617.0,57 : 43,57.0,43.0,28.8,39.0,64.9,91.4,51.5,,United States,University of Delaware,100.0,119.4,424.0,40.230000000000004,11.26,342.0,37.43333333333334
university of delhi,Exact,university of delhi,University of Delhi,India,Asia,2026.0,328.0,7.0,42.6,46.9,41.9,6.9,47.1,1.8,2.8,83.0,98.9,71.2,India,University of Delhi,University of Delhi,India,2016.0,601.0,29.8,10.8,19.1,15.4,28.2,,India,University of Delhi,100.0,University of Delhi,India,2015.0,379.0,240.0,72.0,703.0,763.0,797.0,India,University of Delhi,100.0,University of Delhi,India,2023.0,1001.0,27471.0,25.6,1073.0859375,1.0,275.0,48 : 52,48.0,52.0,40.9,24.2,26.2,37.0,18.6,,India,University of Delhi,100.0,226.95,1560.0,38.980000000000004,44.9,722.1,6.666666666666667
university of dundee,Exact,university of dundee,University of Dundee,United Kingdom,Europe,2026.0,428.0,44.0,35.9,25.5,21.3,44.8,20.6,92.0,84.4,78.7,13.9,78.6,United Kingdom,University of Dundee,University of Dundee,United Kingdom,2016.0,185.0,25.6,26.9,90.2,78.5,49.5,49.9,United Kingdom,University of Dundee,100.0,University of Dundee,United Kingdom,2015.0,242.0,178.0,567.0,354.0,200.0,216.0,United Kingdom,University of Dundee,100.0,University of Dundee,United Kingdom,2023.0,201.0,13630.0,18.3,744.8087431693989,27.0,3680.0,64 : 36,64.0,36.0,25.8,30.5,90.3,49.5,85.4,,United Kingdom,University of Dundee,100.0,128.62,416.0,42.93000000000001,23.82,444.2,84.96666666666667
university of eastern finland,Exact,university of eastern finland,University of Eastern Finland,Finland,Europe,2026.0,604.0,8.0,28.2,18.9,10.3,45.0,35.3,39.2,12.0,84.0,5.6,71.2,Finland,University of Eastern Finland,University of Eastern Finland,Finland,2016.0,351.0,24.8,20.7,65.1,46.1,33.3,,Finland,University of Eastern Finland,100.0,University of Eastern Finland,Finland,2015.0,366.0,367.0,567.0,374.0,388.0,861.0,Finland,University of Eastern Finland,100.0,University of Eastern Finland,Finland,2023.0,601.0,11898.0,18.2,653.7362637362637,5.0,595.0,66 : 34,66.0,34.0,24.8,29.1,58.3,40.0,50.5,,Finland,University of Eastern Finland,100.0,141.41,1249.0,35.96,15.459999999999997,439.1,32.43333333333334
university of edinburgh,Exact,university of edinburgh,University of Edinburgh,United Kingdom,Europe,2026.0,34.0,6.0,87.2,99.6,98.2,77.3,54.3,99.7,99.9,99.5,69.7,98.3,United Kingdom,University of Edinburgh,University of Edinburgh,United Kingdom,2016.0,24.0,68.6,77.2,96.3,89.8,36.1,80.3,United Kingdom,University of Edinburgh,100.0,University of Edinburgh,United Kingdom,2015.0,55.0,44.0,127.0,54.0,37.0,228.0,United Kingdom,University of Edinburgh,100.0,University of Edinburgh,United Kingdom,2023.0,29.0,32845.0,11.8,2783.4745762711864,47.0,15437.0,62 : 38,62.0,38.0,66.9,74.5,97.1,40.9,95.6,79.8,United Kingdom,University of Edinburgh,100.0,74.27,265.0,67.32000000000001,99.03999999999999,150.3,96.46666666666668
