institution_id,openalex_display_name,country_code,institution_type,works_count,cited_by_count,h_index,i10_index,2yr_mean_citedness,normalized_name
https://openalex.org/I4403386795,Tecnológico Universitario del Valle de Chalco,,education,5,1,1,0,0.1428571428571428,tecnologico universitario del valle de chalco
https://openalex.org/I4210153421,Universidad Unión Bolivariana,BO,education,5,1,1,0,0.0,universidad union bolivariana
https://openalex.org/I4403386469,"Universidad Tecnológica de Altamira, Tamaulipas",,education,5,121,3,3,0.0,universidad tecnologica de altamira tamaulipas
https://openalex.org/I4210102515,Conservatorio di Musica Nino Rota,IT,education,5,1,1,0,0.0,conservatorio di musica nino rota
https://openalex.org/I4404532898,Science and Arts University,,education,5,13,2,0,2.6,science and arts university
https://openalex.org/I2802837757,Eagle Gate College,US,education,5,25,3,1,0.0,eagle gate college
https://openalex.org/I4210155057,Archmere Academy,US,education,4,4,1,0,0.0,archmere academy
https://openalex.org/I4387155316,Al-Bayan University,,education,4,43,2,1,11.333333333333334,al bayan university
https://openalex.org/I4210099366,Nagano Prefectural Board of Education,JP,education,4,14,3,0,3.0,nagano prefectural board of education
https://openalex.org/I4210113207,Tobu College of Medical Technology,JP,education,4,1,1,0,0.0,tobu college of medical technology
https://openalex.org/I4210148925,Public School Forum of North Carolina,US,education,4,33,2,1,0.0,public school forum of north carolina
https://openalex.org/I4210154095,Chamroeun University of Poly-Technology,KH,education,4,2078,10,10,0.0,chamroeun university of poly technology
https://openalex.org/I4210121760,Šolski Center Postojna,SI,education,4,2,1,0,0.0,solski center postojna
https://openalex.org/I4392738245,Fundação Instituto de Educação de Barueri,,education,4,0,0,0,0.0,fundacao instituto de educacao de barueri
https://openalex.org/I4210154806,University of Tifariti,EH,education,4,63,1,1,0.0,university of tifariti
https://openalex.org/I4210152848,West Coast University – Panama,PA,education,4,12,2,0,0.0,west coast university panama
https://openalex.org/I4390039255,Al-Rashid International Private University for Science and Technology,,education,4,8,2,0,0.0,al rashid international private university for science and technology
https://openalex.org/I4210167434,Universidad San Anselmo de Canterbury,CL,education,4,0,0,0,0.0,universidad san anselmo de canterbury
https://openalex.org/I4210104206,Institute of Modern Knowledge named after A.M. Shirokova,BY,education,4,7,1,0,0.0,institute of modern knowledge named after a m shirokova
https://openalex.org/I4402553987,Khulna Medical University,BD,education,4,7,1,0,0.0,khulna medical university
https://openalex.org/I4210090080,Shields Valley Public Schools,US,education,4,68,3,2,0.0,shields valley public schools
https://openalex.org/I4210163368,Experimental Security University,VE,education,4,16,2,1,0.0,experimental security university
https://openalex.org/I4210125544,North Eastern Polytechnic Vocational College,TH,education,4,1064,2,2,0.0,north eastern polytechnic vocational college
https://openalex.org/I4400008886,Méthodes et Histoire de l'architecture,,education,4,0,0,0,0.0,methodes et histoire de l architecture
https://openalex.org/I4400008962,Universidad Tecnológica de Mineral de la Reforma,MX,education,4,38,2,2,0.0,universidad tecnologica de mineral de la reforma
https://openalex.org/I4210164717,Choctaw County School District,US,education,4,56,3,1,0.0,choctaw county school district
https://openalex.org/I4210165717,Korea Academy of Mental Health Social Work,KR,education,4,20,2,2,0.0,korea academy of mental health social work
https://openalex.org/I4210117268,Ekonomska Šola Novo Mesto,SI,education,4,0,0,0,0.0,ekonomska sola novo mesto
https://openalex.org/I4210129713,Conservatorio di Verona Evaristo Felice Dall Abaco,IT,education,4,148,3,3,0.0,conservatorio di verona evaristo felice dall abaco
https://openalex.org/I4210146849,Talmudical Seminary Oholei Torah,US,education,4,4,1,0,0.0,talmudical seminary oholei torah
https://openalex.org/I4210135352,Gifu Prefectural Yaotsu High School,JP,education,4,1,1,0,0.0,gifu prefectural yaotsu high school
https://openalex.org/I4210149149,Niihama City Sumino Elementary School,JP,education,4,2,1,0,0.0,niihama city sumino elementary school
https://openalex.org/I4210124478,Mære Landbruksskole,NO,education,4,7,1,0,0.0,m re landbruksskole
https://openalex.org/I4210165475,Universidad Cristiana del Sur,CR,education,4,1,1,0,0.0,universidad cristiana del sur
https://openalex.org/I4210146115,Universidad Xilotzingo,MX,education,4,8,2,0,0.0,universidad xilotzingo
https://openalex.org/I4210166158,Educational University Interpharma Plus,GE,education,4,104,6,6,0.0,educational university interpharma plus
https://openalex.org/I4210157681,Denenchofu Lutheran Kindergarten,JP,education,4,1,1,0,0.0,denenchofu lutheran kindergarten
https://openalex.org/I4210162235,Huichon University of Telecommunications,KP,education,4,12,2,0,1.6666666666666667,huichon university of telecommunications
https://openalex.org/I4387155135,Popakademie Baden-Württemberg,,education,4,8,2,0,0.0,popakademie baden wurttemberg
https://openalex.org/I4210102232,Blueberry Academy,GB,education,4,3,1,0,0.6666666666666666,blueberry academy
https://openalex.org/I4210111421,Faulkner State Community College,US,education,4,11,2,0,0.0,faulkner state community college
https://openalex.org/I4394709196,Tecnológico Nacional de México Campus Cancún,,education,4,0,0,0,0.0,tecnologico nacional de mexico campus cancun
https://openalex.org/I4210111708,Aichi Prefectural Okazaki School for the Deaf,JP,education,4,80,3,2,0.0,aichi prefectural okazaki school for the deaf
https://openalex.org/I4210167148,Centro Universitario Integral de Zacatlán,MX,education,4,123,2,2,0.0,centro universitario integral de zacatlan
https://openalex.org/I4210096771,Universidad Privada de Irapuato,MX,education,4,41,3,1,0.0,universidad privada de irapuato
https://openalex.org/I4210130880,Oak Field School and Sports College,GB,education,4,75,3,3,0.0,oak field school and sports college
https://openalex.org/I4391012577,Triagon Academy,,education,4,19,3,1,3.0,triagon academy
https://openalex.org/I4210138768,Fukushima Prefectural Aizu Technical High School,JP,education,4,8,2,0,0.0,fukushima prefectural aizu technical high school
https://openalex.org/I4210154863,Arctic College of the Peoples of the North,RU,education,4,40,3,3,0.0,arctic college of the peoples of the north
https://openalex.org/I4210112772,Al Imam Al Ouzai University,LB,education,4,3,1,0,0.5,al imam al ouzai university
https://openalex.org/I4210110443,Chelyabinsk Institute of Economics and Law named after M.V.Ladoshin,RU,education,4,6,1,0,0.0,chelyabinsk institute of economics and law named after m v ladoshin
