rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,normalized_name
1000188,Reporter,University of the Highlands and Islands,,1000188,,0,,0,,0,,0,,0,United Kingdom,"7,200",130.9,12%,61 : 39,University of the Highlands and Islands,"Psychology,Mechanical & Aerospace Engineering,Architecture,History, Philosophy & Theology,Law,Business & Management,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Civil Engineering,Sociology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,Economics & Econometrics,Biological Sciences,Chemistry,Other Health,Education,Accounting & Finance,General Engineering,Politics & International Studies (incl Development Studies),Computer Science,Sport Science,Art, Performing Arts & Design,Agriculture & Forestry",False,False,university of the highlands and islands
1000189,Reporter,Hindustan Institute of Technology and Science,,1000189,,0,,0,,0,,0,,0,India,"6,033",12.1,1%,36 : 64,Hindustan Institute of Technology and Science,"Accounting & Finance,Electrical & Electronic Engineering,Business & Management,Architecture,Mechanical & Aerospace Engineering,Chemical Engineering,Computer Science,Communication & Media Studies,Languages, Literature & Linguistics,Law,Civil Engineering",False,False,hindustan institute of technology and science
1000190,Reporter,Hiroshima Shudo University,,1000190,,0,,0,,0,,0,,0,Japan,"4,776",16.6,0%,39 : 61,Hiroshima Shudo University,"Psychology,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Economics & Econometrics,Languages, Literature & Linguistics,Sociology,Business & Management,Education,Law,Other Health",False,False,hiroshima shudo university
1000191,Reporter,Hiroshima Institute of Technology,,1000191,,0,,0,,0,,0,,0,Japan,"4,628",25.4,0%,10 : 90,Hiroshima Institute of Technology,"Biological Sciences,General Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science",False,False,hiroshima institute of technology
1000192,Reporter,Hitotsubashi University,,1000192,,0,,0,,0,,0,,0,Japan,"6,212",17.0,15%,32 : 68,Hitotsubashi University,"Psychology,Accounting & Finance,Politics & International Studies (incl Development Studies),Physics & Astronomy,Languages, Literature & Linguistics,Biological Sciences,Law,Education,Mathematics & Statistics,Geography,Sport Science,Geology, Environmental, Earth & Marine Sciences,Other Health,History, Philosophy & Theology,Communication & Media Studies,Economics & Econometrics,Computer Science,Agriculture & Forestry,Art, Performing Arts & Design,Business & Management,Medicine & Dentistry,Sociology",False,False,hitotsubashi university
1000193,Reporter,Huachiew Chalermprakiet University,,1000193,,0,,0,,0,,0,,0,Thailand,"7,297",16.0,7%,79 : 21,Huachiew Chalermprakiet University,"Sociology,Agriculture & Forestry,Accounting & Finance,Communication & Media Studies,Languages, Literature & Linguistics,Biological Sciences,Computer Science,Business & Management,Law,Other Health",False,False,huachiew chalermprakiet university
1000194,Reporter,University of Human Development,,1000194,,0,,0,,0,,0,,0,Iraq,"2,583",17.1,3%,49 : 51,University of Human Development,"Computer Science,Communication & Media Studies,Business & Management,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Other Health,Medicine & Dentistry,Law,Accounting & Finance",False,False,university of human development
1000195,Reporter,Hyogo University of Teacher Education,,1000195,,0,,0,,0,,0,,0,Japan,"1,161",8.0,2%,68 : 32,Hyogo University of Teacher Education,"Education,Psychology",False,False,hyogo university of teacher education
1000196,Reporter,IFHE Hyderabad,,1000196,,0,,0,,0,,0,,0,India,"6,931",20.3,0%,39 : 61,IFHE Hyderabad,"Electrical & Electronic Engineering,Physics & Astronomy,Business & Management,Mechanical & Aerospace Engineering,Civil Engineering,Economics & Econometrics,Mathematics & Statistics,Computer Science,Chemistry,Architecture,Law",False,False,ifhe hyderabad
1000197,Reporter,Ignatius Ajuru University of Education,,1000197,,0,,0,,0,,0,,0,Nigeria,"29,785",75.2,0%,49 : 51,Ignatius Ajuru University of Education,"Biological Sciences,History, Philosophy & Theology,Education,Business & Management,Languages, Literature & Linguistics,Computer Science,Agriculture & Forestry,Art, Performing Arts & Design,Geography,Chemistry,Politics & International Studies (incl Development Studies),Other Health,Accounting & Finance,Physics & Astronomy,Sociology,Mathematics & Statistics,Economics & Econometrics",False,False,ignatius ajuru university of education
1000198,Reporter,Ilma University,,1000198,,0,,0,,0,,0,,0,Pakistan,"4,107",22.4,0%,21 : 79,Ilma University,"Business & Management,Computer Science,Communication & Media Studies",False,False,ilma university
1000199,Reporter,IMT Mines Alès,,1000199,,0,,0,,0,,0,,0,France,"1,425",12.8,15%,31 : 69,IMT Mines Alès,"General Engineering,Medicine & Dentistry,Electrical & Electronic Engineering,Computer Science,Other Health,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Mechanical & Aerospace Engineering,Physics & Astronomy,Civil Engineering,Chemistry,Chemical Engineering",False,False,imt mines ales
1000200,Reporter,Indira Gandhi Delhi Technical University for Women,,1000200,,0,,0,,0,,0,,0,India,"3,673",53.2,0%,100 : 0,Indira Gandhi Delhi Technical University for Women,"Architecture,Electrical & Electronic Engineering,Business & Management,General Engineering,Computer Science",False,False,indira gandhi delhi technical university for women
1000201,Reporter,Innopolis University,,1000201,,0,,0,,0,,0,,0,Russian Federation,823,15.8,32%,16 : 84,Innopolis University,Computer Science,False,False,innopolis university
1000202,Reporter,Institute of Cancer Research,,1000202,,0,,0,,0,,0,,0,United Kingdom,195,2.8,33%,62 : 38,Institute of Cancer Research,"Biological Sciences,Medicine & Dentistry",False,False,institute of cancer research
1000203,Reporter,International Christian University,,1000203,,0,,0,,0,,0,,0,Japan,"2,913",12.6,11%,61 : 39,International Christian University,"Computer Science,History, Philosophy & Theology,Physics & Astronomy,Mathematics & Statistics,Education,Communication & Media Studies,Economics & Econometrics,Politics & International Studies (incl Development Studies),Sociology,Psychology,Business & Management,Law,Languages, Literature & Linguistics,Art, Performing Arts & Design,Chemistry,Geology, Environmental, Earth & Marine Sciences,Biological Sciences",False,False,international christian university
1000204,Reporter,International University of Rabat,,1000204,,0,,0,,0,,0,,0,Morocco,"5,830",33.3,2%,51 : 49,International University of Rabat,"Art, Performing Arts & Design,Electrical & Electronic Engineering,Mathematics & Statistics,Business & Management,Politics & International Studies (incl Development Studies),Accounting & Finance,Law,General Engineering,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Computer Science,Sociology,Sport Science,Architecture,Other Health,Economics & Econometrics,Physics & Astronomy,History, Philosophy & Theology,Medicine & Dentistry,Communication & Media Studies",False,False,international university of rabat
1000205,Reporter,Ionian University,,1000205,,0,,0,,0,,0,,0,Greece,"8,169",41.9,3%,53 : 47,Ionian University,"Communication & Media Studies,Business & Management,Art, Performing Arts & Design,Sociology,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,History, Philosophy & Theology,Computer Science",False,False,ionian university
1000206,Reporter,Ion Mincu University of Architecture and Urbanism,,1000206,,0,,0,,0,,0,,0,Romania,"3,173",12.8,4%,71 : 29,Ion Mincu University of Architecture and Urbanism,Architecture,False,False,ion mincu university of architecture and urbanism
1000207,Reporter,Islamia College Peshawar,,1000207,,0,,0,,0,,0,,0,Pakistan,"6,732",25.5,3%,27 : 73,Islamia College Peshawar,"Archaeology,Electrical & Electronic Engineering,Sociology,Economics & Econometrics,Psychology,Education,Computer Science,Physics & Astronomy,Law,Accounting & Finance,Biological Sciences,Languages, Literature & Linguistics,Chemistry,History, Philosophy & Theology,Mathematics & Statistics,Business & Management,Politics & International Studies (incl Development Studies),Other Health,Geography",False,False,islamia college peshawar
1000208,Reporter,The Islamic University,,1000208,,0,,0,,0,,0,,0,Iraq,"4,152",9.1,2%,70 : 30,The Islamic University,"Medicine & Dentistry,Law,Sport Science,Civil Engineering,Languages, Literature & Linguistics,Computer Science,Other Health,Education,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering",False,False,the islamic university
1000209,Reporter,Islamic University of Gaza,,1000209,,0,,0,,0,,0,,0,Palestine,"17,058",47.0,1%,60 : 40,Islamic University of Gaza,"Business & Management,Biological Sciences,Psychology,Other Health,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Accounting & Finance,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Computer Science,Communication & Media Studies,Geography,Architecture,Civil Engineering,Archaeology,Electrical & Electronic Engineering,Sociology,History, Philosophy & Theology,Education,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Mathematics & Statistics,Law,Chemistry,Medicine & Dentistry",False,False,islamic university of gaza
1000210,Reporter,Islamic University of Madinah,,1000210,,0,,0,,0,,0,,0,Saudi Arabia,"11,703",7.7,75%,4 : 96,Islamic University of Madinah,"Communication & Media Studies,Law,Chemical Engineering,Mathematics & Statistics,Chemistry,Mechanical & Aerospace Engineering,Computer Science,Psychology,General Engineering,Business & Management,Physics & Astronomy,History, Philosophy & Theology,Education,Civil Engineering,Languages, Literature & Linguistics,Sociology,Electrical & Electronic Engineering,Art, Performing Arts & Design",False,False,islamic university of madinah
1000211,Reporter,Isra University,,1000211,,0,,0,,0,,0,,0,Jordan,"4,864",19.6,18%,54 : 46,Isra University,"Mathematics & Statistics,Education,Civil Engineering,Business & Management,Computer Science,Chemistry,Economics & Econometrics,Physics & Astronomy,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Other Health,Accounting & Finance,General Engineering,Law,Mechanical & Aerospace Engineering",False,False,isra university
1000212,Reporter,Israel Technological University,,1000212,,0,,0,,0,,0,,0,Ecuador,"3,070",34.9,1%,42 : 58,Israel Technological University,"Electrical & Electronic Engineering,Computer Science,Psychology,Accounting & Finance,Business & Management,General Engineering,Education,Art, Performing Arts & Design",False,False,israel technological university
1000213,Reporter,Istanbul Aydın University,,1000213,,0,,0,,0,,0,,0,Turkey,"27,826",27.9,13%,51 : 49,Istanbul Aydın University,"Sport Science,Medicine & Dentistry,Languages, Literature & Linguistics,Communication & Media Studies,Politics & International Studies (incl Development Studies),Chemical Engineering,Architecture,Business & Management,Psychology,Economics & Econometrics,Physics & Astronomy,Accounting & Finance,Civil Engineering,Art, Performing Arts & Design,Law,Electrical & Electronic Engineering,History, Philosophy & Theology,Education,Mechanical & Aerospace Engineering,Sociology,Other Health,Mathematics & Statistics,Computer Science",False,False,istanbul aydn university
1000214,Reporter,Istanbul Gelişim University,,1000214,,0,,0,,0,,0,,0,Turkey,"18,774",23.4,15%,46 : 54,Istanbul Gelişim University,"Sport Science,Computer Science",False,False,istanbul gelisim university
1000215,Reporter,IUBAT – International University of Business Agriculture and Technology,,1000215,,0,,0,,0,,0,,0,Bangladesh,"6,435",22.1,1%,30 : 70,IUBAT – International University of Business Agriculture and Technology,"Accounting & Finance,Business & Management,Languages, Literature & Linguistics,Agriculture & Forestry,Economics & Econometrics,Mechanical & Aerospace Engineering,Civil Engineering,Computer Science,Electrical & Electronic Engineering,Other Health",False,False,iubat international university of business agriculture and technology
1000216,Reporter,Universita IULM,,1000216,,0,,0,,0,,0,,0,Italy,"7,841",15.9,7%,72 : 28,Universita IULM,"Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Communication & Media Studies,Business & Management",False,False,universita iulm
1000217,Reporter,Ivanovo State University,,1000217,,0,,0,,0,,0,,0,Russian Federation,"2,990",15.2,14%,66 : 34,Ivanovo State University,"Computer Science,Economics & Econometrics,Politics & International Studies (incl Development Studies),Law,Accounting & Finance,Psychology,Education,Business & Management,Communication & Media Studies,History, Philosophy & Theology,Chemistry,Sport Science,Languages, Literature & Linguistics,Mathematics & Statistics,Sociology",False,False,ivanovo state university
1000218,Reporter,Jabir ibn Hayyan Medical University,,1000218,,0,,0,,0,,0,,0,Iraq,"1,532",16.1,0%,58 : 42,Jabir ibn Hayyan Medical University,"Other Health,Medicine & Dentistry",False,False,jabir ibn hayyan medical university
