world_rank,previous_rank,university_name,country,Region,Size,Focus,Research,Status,academic_reputation_score,AR RANK,employer_reputation_score,ER RANK,faculty_student_ratio,FSR RANK,citations_per_faculty_score,CPF RANK,international_faculty,IFR RANK,international_students_score,ISR RANK,ISD SCORE,ISD RANK,international_research_network,IRN RANK,employment_outcomes,EO RANK,sustainability_score,SUS RANK,overall_score,merge_key,the_rank,teaching_score,research_environment,research_quality,industry_impact,international_outlook,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,the_overall_score,P,TCS,MNCS,P_top_10,P_collab,P_int_collab,P_industry_collab,PP_OA,PA_M,PA_F,scimago_global_rank,Best Country Quartile,national_rank,quality_of_education,alumni_employment,quality_of_faculty,publications,influence,citations,broad_impact,patents,score,total_score,alumni,award,hici,ns,pub,pcp,teaching,research,citations_times,income,total_score_times,teaching_times,research_times,income_times,Country Average Rank,Country Average Score,Universities in Country,Best University Rank,Global Ranking Score,Research Productivity Index,Citation Impact Score,Internationalization Score,Research Excellence Score,Overall Performance Index,city,subject_field,university_type,degree_level,faculty_count,undergraduate_count,postgraduate_count,international_students_count,international_student_ratio,gender_ratio,female_percentage,male_percentage,h_index,research_output_score,research_productivity_index
643,621-630,Abo Akademi University,Finland,Europe,M,CO,VH,Public,9.5,701+,7.9,701+,22.1,789,53.9,341,60.7,386,43.6,462,32.6,582,59.8,696,13.5,801+,45.2,801+,26.9,ABO AKADEMI UNIVERSITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.22222222222223,41.8,9,114,859,0.0,0.0,52.150000000000006,0.0,10.76,Turku,Natural Sciences,Public,Undergraduate & Postgraduate,567.0,7455.0,3607.0,2584.0,23.35661644,44:56:00,43.93071078,56.06928922,202.0,31.7,3.03
643,631-640,Inha University,Republic of Korea,Asia,L,FC,VH,Private not for Profit,17.5,699,19.9,659,74.7,198,23.8,661,17.7,752,25.7,650,29.4,622,28.1,801+,17.1,779,64.7,405=,26.9,INHA UNIVERSITY,880.0,31.6,28.2,46.2,83.6,38.1,"14,163",17.0,8%,43 : 57,37.5615,6447.0,62513.0,0.910368145877908,524.344126462729,5047.0,2130.0,543.0,0.48099891422367,0.580516417729939,0.144947693051944,2009.0,1.0,20.0,367.0,381.0,218.0,568.0,780.0,511.0,565.0,273.0,44.56,,,,,,,,20.7,20.0,22.5,64.7,-,20.7,20.0,64.7,720.3953488372093,44.91428571428572,43,38,859,6447.0,0.910368145877908,21.7,36.42,35.39645,Incheon,Natural Sciences,Private not for Profit,Undergraduate & Postgraduate,1197.0,11138.0,3025.0,1133.0,8.0,43:57:00,43.0,57.0,172.0,20.6,3.3
643,661-670,Libera Universita' di Bolzano,Italy,Europe,S,FO,VH,Public,7.8,701+,3.1,701+,20.6,801+,62.4,267,66.1,355,56.3,370,60.5,338,51.9,801+,4.0,801+,37.4,801+,26.9,LIBERA UNIVERSITA DI BOLZANO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.2325581395348,40.67142857142857,43,98,859,0.0,0.0,61.2,0.0,10.76,Italy,Engineering & Technology,Public,Undergraduate & Postgraduate,860.0,3814.0,2270.0,1073.0,17.63222802,51:49:00,50.64024871,49.35975129,145.0,35.1,2.8
643,601-610,Manchester Metropolitan University,United Kingdom,Europe,XL,CO,VH,Public,18.8,654,16.4,701+,11.4,801+,16.8,766,63.1,369,61.4,331,65.2,302,89.0,189,19.2,741,78.0,195=,26.9,MANCHESTER METROPOLITAN UNIVERSITY,620.0,20.8,19.5,78.3,42.7,83.0,"33,935",18.1,22%,58 : 42,43.214,4002.0,42124.0,1.3051040330686,580.323005124416,3614.0,2590.0,226.0,0.867816091954023,0.640063046281702,0.295027940965754,,,64.0,367.0,458.0,218.0,941.0,677.0,812.0,850.0,721.0,44.14,,,,,,,,22.7,10.6,30.8,28.3,-,22.7,10.6,28.3,499.4111111111111,54.06,90,2,859,4002.0,1.3051040330686,62.25,43.41,36.9662,Manchester ,Life Sciences & Medicine,Public,Undergraduate & Postgraduate,2005.0,18374.0,15561.0,7466.0,22.0,58:42:00,58.0,42.0,205.0,17.8,3.6
643,661-670,University of Manitoba,Canada,Americas,L,FC,VH,Public,19.2,643,20.0,657,31.8,604,22.6,675,,,68.4,287,71.5,257,70.0,532,39.5,442,55.7,582=,26.9,UNIVERSITY OF MANITOBA,564.0,29.5,25.1,72.9,61.4,60.4,"26,170",13.7,24%,54 : 46,44.837500000000006,10730.0,122995.0,1.34679626328076,1345.87757444396,9129.0,5975.0,837.0,0.597297297297297,0.542501312926701,0.338322454797809,1210.0,1.0,10.0,157.0,93.0,155.0,261.0,308.0,212.0,256.0,175.0,47.04,,0.0,0.0,8.1,8.0,34.5,15.7,27.1,26.9,49.7,41.8,-,27.1,26.9,41.8,428.86206896551727,50.9,29,27,859,10730.0,1.34679626328076,34.2,45.540000000000006,38.32325,Winnipeg,Natural Sciences,Public,Undergraduate & Postgraduate,1893.0,16829.0,9341.0,6281.0,24.0,54:46:00,54.0,46.0,245.0,20.9,4.89
648,761-770,King Faisal University,Saudi Arabia,Asia,L,FC,HI,Public,25.3,506,29.8,476,24.5,743,6.3,801+,99.4,121,11.0,801+,14.9,801+,66.0,609,14.9,801+,54.3,617=,26.8,KING FAISAL UNIVERSITY,700.0,25.6,14.8,73.7,40.4,78.4,"22,366",10.4,6%,65 : 35,41.45,4842.0,40659.0,0.995747632707475,442.716395842481,4319.0,4074.0,74.0,0.706939281288724,0.727255333397111,0.165502726490003,2254.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,706.9545454545455,42.63333333333333,22,67,854,4842.0,0.995747632707475,55.2,41.6,23.155,Hofuf,Social Sciences & Management,Public,Undergraduate & Postgraduate,2050.0,14281.0,8085.0,1342.0,6.0,65:35:00,65.0,35.0,95.0,15.8,4.97
648,621-630,"University of Tromso, The Arctic University of Norway",Norway,Europe,L,FC,VH,Public,15.5,701+,7.9,701+,82.5,154,12.0,801+,75.9,313,12.9,801+,9.8,801+,80.8,334,9.3,801+,51.4,675=,26.8,UNIVERSITY OF TROMSO THE ARCTIC UNIVERSITY OF NORWAY,,,,,,,,,,,,,,,,,,,,,,2040.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,493.8333333333333,47.05,6,119,854,0.0,0.0,44.400000000000006,0.0,10.72,Norway,Natural Sciences,Public,Undergraduate & Postgraduate,2198.0,18233.0,7166.0,1445.0,5.691146764,50:50:00,50.1897804,49.8102196,160.0,13.8,2.42
650,567,MGIMO University,Russian Federation,Europe,M,CO,HI,Public,10.7,701+,38.7,359,100.0,18,1.7,801+,15.4,799,57.2,361,61.3,329,6.7,801+,69.8,212,21.7,801+,26.7,MGIMO UNIVERSITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.925,35.72857142857143,40,105,852,0.0,0.0,36.3,0.0,10.68,Moscow,Arts & Humanities,Public,Undergraduate & Postgraduate,760.0,7343.0,2611.0,1919.0,19.27655133,51:49:00,51.40951455,48.59048545,31.0,6.2,2.88
650,601-610,Paris Lodron University of Salzburg,Austria,Europe,M,CO,VH,Public,13.3,701+,4.8,701+,38.7,524,11.6,801+,98.4,137,98.1,86,98.2,74,59.1,705,23.7,661,62.2,454=,26.7,PARIS LODRON UNIVERSITY OF SALZBURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.75,38.35,8,152,852,0.0,0.0,98.25,0.0,10.68,Salzburg ,Natural Sciences,Public,Undergraduate & Postgraduate,1165.0,8584.0,4847.0,3135.0,23.3382182,36 : 64,35.56416012,64.43583988,102.0,12.4,0.69
650,661-670,Universidad de la República (UdelaR),Uruguay,Americas,XL,FC,HI,Public,40.0,302,20.4,645,18.2,801+,2.3,801+,10.7,801+,4.1,801+,3.3,801+,63.2,649,90.6,99,43.3,801+,26.7,UNIVERSIDAD DE LA REPÚBLICA UDELAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.25,26.7,4,650,852,0.0,0.0,7.399999999999999,0.0,10.68,,,,,,,,,,,,,,,
650,691-700,University of Brescia,Italy,Europe,M,FO,VH,Public,7.3,701+,4.1,701+,8.7,801+,85.0,124,2.0,801+,8.5,801+,14.2,801+,58.8,710,11.6,801+,63.9,425=,26.7,UNIVERSITY OF BRESCIA,391.0,35.4,24.7,88.0,72.0,43.2,"10,190",24.3,5%,52 : 48,50.126000000000005,,,,,,,,,,,,,26.0,367.0,567.0,218.0,585.0,614.0,645.0,396.0,816.0,44.77,,,,,,,,15.6,14.8,72.3,35.8,-,15.6,14.8,35.8,662.2325581395348,40.67142857142857,43,98,852,0.0,0.0,5.25,53.23,39.1488,Brescia,Natural Sciences,Public,Undergraduate & Postgraduate,664.0,6921.0,3269.0,510.0,5.0,52:48:00,52.0,48.0,221.0,46.2,4.91
654,681-690,China University of Mining and Technology,China (Mainland),Asia,L,FO,VH,Public,4.3,701+,6.4,701+,25.5,727,87.2,114,,,,,,,55.5,761,16.3,801+,39.2,801+,26.6,CHINA UNIVERSITY OF MINING AND TECHNOLOGY,,,,,,,,,,,,20807.0,211756.0,1.03672837512246,2187.28489359387,15842.0,4242.0,2691.0,0.37059643389244,0.32290120402441,0.0630326021221617,426.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,600.3055555555555,44.55555555555556,72,14,848,20807.0,1.03672837512246,0.0,0.0,10.64,China (Mainland),Life Sciences & Medicine,Public,Undergraduate & Postgraduate,4631.0,23692.0,5225.0,6673.0,23.07718269,52:48:00,52.14998039,47.85001961,585.0,45.8,4.04
654,641-650,De La Salle University,Philippines,Asia,L,CO,HI,Private not for Profit,32.7,374,58.6,197,9.6,801+,6.8,801+,2.8,801+,3.5,801+,7.8,801+,27.3,801+,60.7,266,44.1,801+,26.6,DE LA SALLE UNIVERSITY,1822.0,18.3,12.6,31.4,24.1,29.1,"22,790",18.5,2%,51 : 49,21.619,,,,,,,,,,,5768.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,796.6666666666666,33.03333333333333,6,362,848,0.0,0.0,3.15,21.83,17.125700000000002,Manila,Life Sciences & Medicine,Private not for Profit,Undergraduate & Postgraduate,1876.0,15576.0,7214.0,456.0,2.0,51:49:00,51.0,49.0,85.0,19.8,5.02
654,721-730,Konkuk University,Republic of Korea,Asia,L,FC,VH,Private not for Profit,11.6,701+,12.8,701+,61.3,292,34.1,537,16.2,774,43.9,458,49.1,424,52.5,799,14.7,801+,61.8,460=,26.6,KONKUK UNIVERSITY,559.0,34.2,38.8,50.2,96.4,63.7,"11,274",25.4,22%,,45.0345,6969.0,65678.0,0.911145144226688,633.082309297149,5492.0,1979.0,619.0,0.564499928253695,0.590819153146023,0.1700633161852,1510.0,1.0,22.0,367.0,388.0,218.0,533.0,748.0,812.0,686.0,204.0,44.51,,,,,,,,20.0,19.6,17.0,36.0,-,20.0,19.6,36.0,720.3953488372093,44.91428571428572,43,38,848,6969.0,0.911145144226688,30.05,41.98,37.503350000000005,Seoul,Arts & Humanities,Private not for Profit,Undergraduate & Postgraduate,840.0,7240.0,4034.0,2480.0,22.0,45:55:00,45.15328571,54.84671429,152.0,22.8,4.99
654,721-730,Université de Lille,France,Europe,XL,FC,VH,Public,33.9,358,10.6,701+,6.1,801+,27.0,616,21.0,698,25.4,657,19.1,778,94.2,95,6.9,801+,54.3,617=,26.6,UNIVERSITÉ DE LILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.3428571428572,47.03888888888889,35,28,848,0.0,0.0,23.2,0.0,10.64,France,Engineering & Technology,Public,Undergraduate & Postgraduate,2989.0,23578.0,11863.0,5638.0,15.90805348,47:53:00,47.11838299,52.88161701,234.0,30.4,3.73
654,681-690,"University of Agriculture, Faisalabad",Pakistan,Asia,XL,CO,VH,Public,7.3,701+,14.6,701+,2.2,801+,83.4,133,2.6,801+,1.2,801+,5.6,801+,75.3,436,3.1,801+,48.4,746=,26.6,UNIVERSITY OF AGRICULTURE FAISALABAD,,,,,,,,,,,,5334.0,71823.0,1.27923492606676,738.615261547708,4957.0,4034.0,147.0,0.479565054368204,0.739185216295674,0.216505669886602,3431.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,860.1111111111111,32.43333333333333,18,354,848,5334.0,1.27923492606676,1.9,0.0,10.64,Faisalabad,Natural Sciences,Public,Undergraduate & Postgraduate,3473.0,26110.0,12504.0,6868.0,17.78647912,43:57:00,43.16862173,56.83137827,451.0,45.4,5.6
654,621-630,University of South Florida,United States of America,Americas,XL,CO,VH,Public,17.4,701+,20.4,646,13.8,801+,36.7,507,14.3,801+,41.4,480,46.7,444,81.9,314,13.5,801+,66.4,371=,26.6,UNIVERSITY OF SOUTH FLORIDA,383.0,33.6,35.5,71.0,99.5,64.5,"40,449",18.0,16%,,50.3245,,,,,,,,,,,806.0,1.0,,,,,,,,,,,,0.0,0.0,16.3,10.4,40.2,18.5,24.8,35.7,73.4,99.8,-,24.8,35.7,99.8,639.2864583333334,52.87142857142857,192,1,848,0.0,0.0,27.85,49.13,25.73735,Tampa,Social Sciences & Management,Public,Undergraduate & Postgraduate,2384.0,26669.0,13780.0,6472.0,16.0,63:37:00,62.60001316,37.39998684,205.0,27.0,2.85
660,671-680,Bar-Ilan University,Israel,Asia,L,FC,VH,Public,11.0,701+,14.3,701+,10.4,801+,59.4,293,54.4,416,4.9,801+,3.9,801+,53.2,792,33.1,511,41.7,801+,26.5,BARILAN UNIVERSITY,715.0,33.8,34.8,52.6,65.9,32.8,"19,887",20.6,4%,58 : 42,40.939,5991.0,55484.0,0.998372118115049,579.786613346175,4715.0,2781.0,264.0,0.57586379569354,0.574397398741783,0.351311232063335,2119.0,1.0,6.0,280.0,392.0,218.0,404.0,410.0,645.0,495.0,338.0,44.71,,0.0,0.0,7.2,6.9,27.7,14.7,22.6,21.3,42.3,28.9,-,22.6,21.3,28.9,436.6666666666667,38.766666666666666,6,223,842,5991.0,0.998372118115049,29.65,41.620000000000005,36.294700000000006,Ramat Gan,Engineering & Technology,Public,Undergraduate & Postgraduate,1229.0,13906.0,5981.0,795.0,4.0,58:42:00,58.0,42.0,292.0,35.2,2.82
660,601-610,Ca' Foscari University of Venice,Italy,Europe,M,CO,VH,Public,27.1,462,21.7,609,10.1,801+,20.7,703,44.0,471,18.6,749,24.7,688,68.2,564,20.0,729,74.0,259=,26.5,CA FOSCARI UNIVERSITY OF VENICE,535.0,38.0,38.0,53.2,61.3,65.9,"11,178",20.3,13%,64 : 36,45.5845,2439.0,24823.0,1.1142587108953,273.387802640199,2232.0,1554.0,119.0,0.720787207872079,0.626974483596598,0.357027136492507,,,,,,,,,,,,,,,,,,,,23.9,27.8,48.9,32.3,-,23.9,27.8,32.3,662.2325581395348,40.67142857142857,43,98,842,2439.0,1.1142587108953,31.3,44.08,24.275350000000003,Venice,Arts & Humanities,Public,Undergraduate & Postgraduate,1662.0,12544.0,5239.0,3887.0,21.85694969,43:57:00,43.33655828,56.66344172,115.0,23.9,3.14
660,601-610,"Kingston University, London",United Kingdom,Europe,L,CO,HI,Public,20.7,598,24.6,547,7.2,801+,12.7,801+,77.3,309,95.8,115,96.1,98,52.0,801+,16.4,801+,49.5,715=,26.5,KINGSTON UNIVERSITY LONDON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.4111111111111,54.06,90,2,842,0.0,0.0,86.55,0.0,10.6,Kingston upon Thames,Engineering & Technology,Public,Undergraduate & Postgraduate,1657.0,20990.0,6379.0,4324.0,15.80071014,58:42:00,57.62160491,42.37839509,84.0,16.7,2.04
660,661-670,Memorial University of Newfoundland,Canada,Americas,L,FC,VH,Public,10.7,701+,10.5,701+,15.7,801+,43.7,431,30.7,581,78.5,230,80.6,200,73.6,479,17.4,773,53.3,636=,26.5,MEMORIAL UNIVERSITY OF NEWFOUNDLAND,527.0,30.3,25.7,65.2,82.1,86.2,"16,376",15.3,29%,54 : 46,45.7005,5770.0,57083.0,1.19858375243371,766.051895477079,4659.0,3315.0,368.0,0.506759098786828,0.56031912321702,0.299460069304537,2611.0,2.0,24.0,367.0,567.0,218.0,552.0,577.0,645.0,529.0,653.0,44.49,,,,,,,,18.1,15.8,35.6,48.3,-,18.1,15.8,48.3,428.86206896551727,50.9,29,27,842,5770.0,1.19858375243371,54.6,42.88,37.65715,St. John's,Arts & Humanities,Public,Undergraduate & Postgraduate,955.0,9596.0,6780.0,4749.0,29.0,54:46:00,54.0,46.0,213.0,27.2,3.22
664,711-720,COMSATS University Islamabad,Pakistan,Asia,XL,CO,VH,Public,17.0,701+,35.8,403,17.0,801+,36.8,506,1.4,801+,1.6,801+,6.0,801+,87.3,212,8.3,801+,62.7,444=,26.4,COMSATS UNIVERSITY ISLAMABAD,658.0,19.8,16.9,86.2,43.5,50.9,"33,193",15.8,1%,39 : 61,42.1595,,,,,,,,,,,1715.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,860.1111111111111,32.43333333333333,18,354,838,0.0,0.0,1.5,45.49,23.20785,Islamabad,Engineering & Technology,Public,Undergraduate & Postgraduate,2005.0,22961.0,10232.0,332.0,1.0,39 : 61,39.0,61.0,238.0,26.9,2.45
664,681-690,Indian Institute of Technology Hyderabad (IITH),India,Asia,S,CO,VH,Public,10.3,701+,15.0,701+,20.2,801+,84.0,130,1.3,801+,1.9,801+,6.2,801+,18.0,801+,6.5,801+,42.3,801+,26.4,INDIAN INSTITUTE OF TECHNOLOGY HYDERABAD IITH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.3518518518518,38.48636363636364,54,123,838,0.0,0.0,1.6,0.0,10.56,,,,,,,,,,,,,,,
664,711-720,University of Mumbai,India,Asia,M,FC,VH,Public,11.3,701+,31.5,454,4.7,801+,53.7,348,3.0,801+,4.3,801+,8.5,801+,27.6,801+,91.0,95,41.3,801+,26.4,UNIVERSITY OF MUMBAI,,,,,,,,,,,,,,,,,,,,,,7528.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,795.3518518518518,38.48636363636364,54,123,838,0.0,0.0,3.65,0.0,10.56,Mumbai,Engineering & Technology,Public,Undergraduate & Postgraduate,781.0,5451.0,4569.0,2499.0,24.94419446,51:49:00,51.49599207,48.50400793,179.0,32.5,4.23
664,701-710,University of Oklahoma,United States of America,Americas,L,FC,VH,Public,14.3,701+,18.6,695,19.8,801+,41.5,455,27.8,611,9.8,801+,7.5,801+,72.3,494,35.2,488,60.5,497=,26.4,UNIVERSITY OF OKLAHOMA,,,,,,,,,,,,10217.0,123296.0,1.42424665860851,1443.41358908074,8648.0,4462.0,847.0,0.607027503180973,0.473033907331795,0.260571631457483,1042.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,639.2864583333334,52.87142857142857,192,1,838,10217.0,1.42424665860851,18.8,0.0,10.56,Norman,Social Sciences & Management,Public,Undergraduate & Postgraduate,3286.0,19020.0,10171.0,5599.0,19.18014957,47:53:00,46.9387487,53.0612513,239.0,27.9,3.55
668,801-850,Birla Institute of Technology and Science,India,Asia,L,CO,VH,Private not for Profit,18.0,678,32.6,441,12.4,801+,39.3,480,2.9,801+,4.0,801+,7.9,801+,41.8,801+,55.0,302,58.8,525=,26.3,BIRLA INSTITUTE OF TECHNOLOGY AND SCIENCE,,,,,,,,,,,,4634.0,46243.0,1.03199575155287,508.560591203675,3017.0,1454.0,227.0,0.274492878722486,0.695538057742782,0.180425027516722,2675.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,795.3518518518518,38.48636363636364,54,123,834,4634.0,1.03199575155287,3.45,0.0,10.52,India,Natural Sciences,Private not for Profit,Undergraduate & Postgraduate,2996.0,20070.0,8583.0,5306.0,18.51786025,49:51:00,49.30558763,50.69441237,295.0,28.6,3.7
668,631-640,Chang Gung University,Taiwan,Asia,M,FO,VH,Private not for Profit,9.3,701+,6.6,701+,74.6,200,58.2,298,7.9,801+,9.5,801+,13.2,801+,25.5,801+,2.1,801+,48.8,734=,26.3,CHANG GUNG UNIVERSITY,805.0,25.8,35.3,50.2,96.1,29.6,"7,142",12.4,5%,51 : 49,38.972,9952.0,77153.0,0.88213854707057,740.448236088051,7633.0,2893.0,394.0,0.67604501607717,0.288962229556289,0.123579024569124,2096.0,1.0,7.0,367.0,567.0,218.0,344.0,598.0,812.0,520.0,824.0,44.6,,0.0,0.0,3.6,2.7,34.6,21.7,19.3,24.7,27.6,31.9,-,19.3,24.7,31.9,794.0,41.23076923076923,27,63,834,9952.0,0.88213854707057,8.7,38.41,35.5916,Taoyuan City,Natural Sciences,Private not for Profit,Undergraduate & Postgraduate,445.0,5239.0,1903.0,357.0,5.0,51:49:00,51.0,49.0,173.0,33.8,2.2
668,671-680,Karl-Franzens-Universität Graz,Austria,Europe,L,FO,VH,Public,26.8,469,13.1,701+,18.9,801+,13.6,801+,53.4,424,38.6,511,28.9,628,70.3,524,44.0,403,52.7,652=,26.3,KARLFRANZENSUNIVERSITÄT GRAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.75,38.35,8,152,834,0.0,0.0,46.0,0.0,10.52,Austria,Social Sciences & Management,Public,Undergraduate & Postgraduate,2340.0,20124.0,9842.0,2875.0,9.594077862,37 : 63,37.25767538,62.74232462,211.0,20.2,2.81
668,641-650,Lehigh University,United States of America,Americas,M,CO,VH,Private not for Profit,7.2,701+,12.4,701+,30.5,625,37.1,501,68.9,339,40.0,490,45.4,459,44.9,801+,45.4,385,61.5,467=,26.3,LEHIGH UNIVERSITY,625.0,33.8,22.7,61.2,67.6,71.2,"6,933",11.6,16%,46 : 54,42.958000000000006,2772.0,28328.0,1.19714400528413,347.867917868267,2206.0,1152.0,239.0,0.558080808080808,0.534272461776327,0.212162858615358,3507.0,2.0,102.0,367.0,47.0,218.0,615.0,542.0,511.0,511.0,534.0,46.4,,,,,,,,23.9,15.0,58.2,38.9,-,23.9,15.0,38.9,639.2864583333334,52.87142857142857,192,1,834,2772.0,1.19714400528413,54.45,41.43,37.3274,Bethlehem,Engineering & Technology,Private not for Profit,Undergraduate & Postgraduate,532.0,4557.0,2376.0,1109.0,16.0,46:54:00,46.0,54.0,143.0,22.2,3.24
668,651-660,Palacký University in Olomouc,Czechia,Europe,L,FO,VH,Public,21.5,576,19.8,665,36.5,550,14.7,801+,40.1,499,28.5,606,34.5,555,85.8,239,9.0,801+,67.5,358=,26.3,PALACKÝ UNIVERSITY IN OLOMOUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2,11.8,42.9,28.7,-,19.2,11.8,28.7,863.25,33.95,16,265,834,0.0,0.0,34.3,0.0,10.52,Czechia,Social Sciences & Management,Public,Undergraduate & Postgraduate,1441.0,11023.0,7022.0,3226.0,17.8790042,56:44:00,56.1143174,43.8856826,99.0,18.1,3.54
673,641-650,East China University of Science and Technology,China (Mainland),Asia,XL,CO,VH,Public,9.1,701+,10.3,701+,15.4,801+,82.5,140,3.3,801+,2.5,801+,2.1,801+,43.5,801+,12.5,801+,40.2,801+,26.2,EAST CHINA UNIVERSITY OF SCIENCE AND TECHNOLOGY,657.0,31.1,29.1,63.3,96.6,22.9,"32,389",19.0,2%,43 : 57,42.185,12914.0,170020.0,1.11363702748348,1510.86325684602,9084.0,2923.0,1188.0,0.216896391513087,0.309974722924363,0.0730313046859809,994.0,1.0,25.0,367.0,567.0,218.0,423.0,828.0,645.0,471.0,184.0,44.86,,0.0,0.0,5.0,4.6,34.4,15.8,24.1,17.1,46.4,64.7,-,24.1,17.1,64.7,600.3055555555555,44.55555555555556,72,14,829,12914.0,1.11363702748348,2.9,43.38,36.5935,Shanghai,Social Sciences & Management,Public,Undergraduate & Postgraduate,2468.0,19898.0,12491.0,648.0,2.0,43:57:00,43.0,57.0,423.0,45.8,3.72
673,701-710,Stevens Institute of Technology,United States of America,Americas,M,FO,VH,Private not for Profit,4.0,701+,10.0,701+,8.4,801+,60.9,282,54.1,418,98.7,79,98.2,73,21.7,801+,13.5,801+,46.7,799=,26.2,STEVENS INSTITUTE OF TECHNOLOGY,520.0,27.6,25.2,72.2,67.8,79.2,"7,887",20.8,40%,29 : 71,45.762,1862.0,21909.0,1.25863447003482,282.38117203939,1547.0,979.0,158.0,0.490870032223416,0.537271448663854,0.144866385372714,1775.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,639.2864583333334,52.87142857142857,192,1,829,1862.0,1.25863447003482,76.4,44.720000000000006,24.2086,Hoboken,Life Sciences & Medicine,Private not for Profit,Undergraduate & Postgraduate,559.0,5780.0,2107.0,3155.0,40.0,29 : 71,29.0,71.0,190.0,32.4,2.59
673,801-850,Technische Universität Dortmund,Germany,Europe,L,FO,VH,Public,18.5,661,35.5,406,42.7,466,11.1,801+,32.3,559,36.7,529,27.5,646,76.5,412,12.5,801+,43.0,801+,26.2,TECHNISCHE UNIVERSITÄT DORTMUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.1875,46.36315789473685,48,22,829,0.0,0.0,34.5,0.0,10.48,Germany,Arts & Humanities,Public,Undergraduate & Postgraduate,913.0,13608.0,5800.0,3853.0,19.85409862,61:39:00,60.76154416,39.23845584,66.0,14.8,3.69
676,641-650,Beirut Arab University,Lebanon,Asia,S,FC,HI,Private not for Profit,20.0,614,22.2,597,28.8,661,7.6,801+,94.8,180,61.1,334,56.5,362,29.6,801+,44.1,401,42.1,801+,26.1,BEIRUT ARAB UNIVERSITY,799.0,43.0,17.3,46.3,21.8,88.2,"4,167",10.4,21%,45 : 55,39.079,,,,,,,,,,,5640.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,706.1111111111111,33.5,9,237,826,0.0,0.0,77.95,36.61,22.1637,Beirut,Social Sciences & Management,Private not for Profit,Undergraduate & Postgraduate,374.0,2728.0,1439.0,875.0,21.0,45:55:00,45.0,55.0,44.0,13.8,1.8
676,721-730,Jadavpur University,India,Asia,M,FO,VH,Public,23.2,544,10.5,701+,13.7,801+,55.8,319,,,1.1,801+,5.5,801+,44.0,801+,19.5,733,61.4,470,26.1,JADAVPUR UNIVERSITY,1172.0,36.6,15.9,45.0,53.9,20.3,"12,547",19.0,0%,32 : 68,32.5865,4357.0,35782.0,0.948044939263233,388.516702362505,3359.0,1142.0,91.0,0.224925407390406,0.738150242969808,0.176372181948538,7278.0,1.0,15.0,367.0,515.0,218.0,849.0,991.0,428.0,886.0,735.0,44.11,,,,,,,,32.8,22.2,31.8,33.8,-,32.8,22.2,33.8,795.3518518518518,38.48636363636364,54,123,826,4357.0,0.948044939263233,0.55,33.75,33.44895,Kolkata,Social Sciences & Management,Public,Undergraduate & Postgraduate,997.0,7022.0,5525.0,0.0,0.0,32 : 68,32.0,68.0,211.0,39.5,2.23
678,621-630,American University in Dubai,United Arab Emirates,Asia,S,FO,HI,Private for Profit,14.4,701+,38.3,364,26.2,714,3.8,801+,100.0,2,100.0,11,100.0,6,4.3,801+,45.6,383,25.4,801+,26.0,AMERICAN UNIVERSITY IN DUBAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.1666666666667,37.85454545454545,12,177,824,0.0,0.0,100.0,0.0,10.4,Dubai,Life Sciences & Medicine,Private for Profit,Undergraduate & Postgraduate,330.0,3083.0,1983.0,827.0,16.32258676,52:48:00,52.2971112,47.7028888,28.0,9.1,1.69
