Rank;Global Rank;Institution;Country;Sector;Best Country Quartile
1978;5394;Chongqing Technology and Business University;CHN;Universities;2
1978;5394;Universidad Cardenal Herrera CEU;ESP;Universities;3
1980;5397;PLA Naval Aviation University;CHN;Universities;1
1980;5397;Gannan Medical University *;CHN;Universities;2
1982;5402;Al-Ahliyya Amman University;JOR;Universities;1
1982;5402;Yokohama National University;JPN;Universities;2
1982;5402;Universidade de Tras-os-Montes e Alto Douro;PRT;Universities;2
1985;5405;Shizuoka University;JPN;Universities;2
1985;5405;University of Hradec Kralove;CZE;Universities;2
1985;5405;Beijing Information Science and Technology University;CHN;Universities;2
1985;5405;Shenzhen Institute of Information Technology;CHN;Universities;1
1989;5412;ITMO University;RUS;Universities;1
1989;5412;Anhui University of Chinese Medicine *;CHN;Universities;2
1989;5412;University of Zilina;SVK;Universities;1
1989;5412;Tuskegee University;USA;Universities;2
1993;5418;Wright State University;USA;Universities;3
1993;5418;University of Szczecin;POL;Universities;2
1995;5421;Muhammadiyah University of Surakarta;IDN;Universities;1
1995;5421;Indian Institute of Technology, Varanasi;IND;Universities;1
1997;5425;Inner Mongolia University of Technology;CHN;Universities;2
1997;5425;University of Defence, Serbia *;SRB;Universities;2
1997;5425;Jiangxi University of Traditional Chinese Medicine *;CHN;Universities;2
2000;5430;Muroran Institute of Technology;JPN;Universities;1
2000;5430;University of the Highlands and Islands;GBR;Universities;3
2002;5438;Norwegian School of Sport Sciences;NOR;Universities;3
2002;5438;Gifu Pharmaceutical University;JPN;Universities;1
2002;5438;Haverford College in Pennsylvania;USA;Universities;3
2005;5444;Hochschule Offenburg;DEU;Universities;2
2006;5448;Capital University of Science & Technology;PAK;Universities;1
2006;5448;University of Nebraska, Omaha;USA;Universities;3
2006;5448;Damanhour University;EGY;Universities;2
2009;5451;University of Texas, Rio Grande Valley;USA;Universities;3
2009;5451;Meiji University;JPN;Universities;1
2009;5451;University of South Alabama *;USA;Universities;3
2012;5457;Universite Sidi Mohamed Ben Abdellah *;MAR;Universities;1
2012;5457;Mohammed VI Polytechnic University;MAR;Universities;1
2012;5457;Nelson Mandela Metropolitan University;ZAF;Universities;1
2015;5462;Universitat St Gallen;CHE;Universities;2
2015;5462;Hochschule fur Angewandte Wissenschaften Hamburg;DEU;Universities;3
2015;5462;Korea Aerospace University;KOR;Universities;2
2015;5462;Tenaga National University;MYS;Universities;2
2019;5467;General Soedirman University;IDN;Universities;2
2019;5467;New Mexico Institute of Mining and Technology *;USA;Universities;3
2019;5467;California Polytechnic State University, San Luis Obispo;USA;Universities;2
2022;5472;Hogeschool van Amsterdam;NLD;Universities;2
2022;5472;Institute of Chemical Technology, Mumbai;IND;Universities;1
2022;5472;Wichita State University;USA;Universities;2
2025;5479;Universidad de la Frontera *;CHL;Universities;2
2025;5479;University of Engineering and Technology, Peshawar;PAK;Universities;1
2025;5479;AIMST University;MYS;Universities;1
2025;5479;Doshisha University;JPN;Universities;1
2029;5489;WSB University;POL;Universities;1
2030;5493;Chulabhorn Royal Academy *;THA;Universities;1
2031;5495;Harvey Mudd College;USA;Universities;3
2032;5499;Nahda University;EGY;Universities;1
2032;5499;German University in Cairo;EGY;Universities;1
2032;5499;University of East London;GBR;Universities;2
2032;5499;Indian Statistical Institute;IND;Universities;1
2036;5509;Tashkent State Transport University;UZB;Universities;1
2036;5509;Institut d'Etudes Politiques de Paris-Sciences Po;FRA;Universities;1
2038;5512;Florida Polytechnic University;USA;Universities;2
2039;5515;Civil Aviation Flight University of China;CHN;Universities;2
2040;5519;Jimma University *;ETH;Universities;1
2040;5519;University of Hyderabad;IND;Universities;1
2042;5522;Technische Universitat Bergakademie Freiberg;DEU;Universities;3
2043;5526;Universidad Nacional Mayor de San Marcos;PER;Universities;1
2043;5526;An-Najah National University *;PSE;Universities;1
2043;5526;Gdynia Maritime University;POL;Universities;3
2043;5526;Zarqa University;JOR;Universities;1
2047;5532;Daejeon University;KOR;Universities;2
2047;5532;Universite du Quebec en Chicoutimi;CAN;Universities;3
2047;5532;Universitas Muhammadiyah Sumatera Utara;IDN;Universities;1
2050;5538;Lviv Polytechnic National University;UKR;Universities;1
2050;5538;Sultan Idris University of Education;MYS;Universities;1
2050;5538;Cape Breton University;CAN;Universities;2
2050;5538;Riphah International University;PAK;Universities;1
2054;5542;Universidad del Desarrollo;CHL;Universities;1
2055;5546;Hazara University;PAK;Universities;1
2055;5546;Istanbul Gelisim University;TUR;Universities;1
2057;5551;Necmettin Erbakan University;TUR;Universities;1
2057;5551;University of Applied Sciences and Arts Western Switzerland *;CHE;Universities;3
2059;5555;University of Kragujevac;SRB;Universities;2
2059;5555;Universidad de Puerto Rico *;PRI;Universities;1
2059;5555;Tomsk Polytechnic University;RUS;Universities;1
2059;5555;Riga Stradins University;LVA;Universities;1
2059;5555;Karl Landsteiner University for Health Sciences;AUT;Universities;3
2064;5560;Hackensack Meridian School of Medicine;USA;Universities;2
2065;5566;National Institute of Technology Rourkela;IND;Universities;1
2065;5566;Universidad Alfonso X El Sabio;ESP;Universities;3
2065;5566;California State University, Long Beach;USA;Universities;2
2065;5566;Texas Southern University;USA;Universities;2
2069;5572;Suez Canal University *;EGY;Universities;2
2070;5573;Durban University of Technology;ZAF;Universities;1
2070;5573;Universidad de Guanajuato;MEX;Universities;2
2070;5573;South Dakota School of Mines and Technology;USA;Universities;2
2070;5573;Universidade Sao Francisco;BRA;Universities;1
2070;5573;Instituto Politecnico de Braganca;PRT;Universities;2
2075;5578;University of Pardubice;CZE;Universities;2
2075;5578;Universidad Nacional del Litoral *;ARG;Universities;1
2075;5578;Ming Chi University of Technology;TWN;Universities;1
2078;5584;HAN University of Applied Sciences;NLD;Universities;2
2078;5584;Iwate Medical University *;JPN;Universities;2
2080;5589;Universidad San Sebastian;CHL;Universities;1
2081;5592;Tata Institute of Fundamental Research;IND;Universities;1
2081;5592;Maejo University;THA;Universities;1
2083;5595;York St John University;GBR;Universities;3
2083;5595;Rosalind Franklin University of Medicine and Science;USA;Universities;3
2085;5598;Shiga University of Medical Science *;JPN;Universities;2
2086;5605;Oklahoma State University, Tulsa;USA;Universities;2
2086;5605;University of Miskolc;HUN;Universities;2
2086;5605;Jambi University;IDN;Universities;2
2086;5605;Cyprus University of Technology;CYP;Universities;2
2086;5605;Helmut Schmidt Universitat - Universitat der Bundeswehr Hamburg;DEU;Universities;3
2091;5615;Duzce University;TUR;Universities;1
2091;5615;Oklahoma State University, Center for Health Sciences;USA;Universities;2
2093;5619;Charles R. Drew University of Medicine & Science;USA;Universities;3
2093;5619;Osaka Dental University *;JPN;Universities;2
2095;5622;Universidad de La Sabana *;COL;Universities;1
2096;5626;Nanjing University of Finance and Economics;CHN;Universities;2
2096;5626;Dalian University *;CHN;Universities;2
2096;5626;Eulji University *;KOR;Universities;3
2096;5626;Jamia Hamdard University;IND;Universities;1
2100;5632;Novosibirsk State University;RUS;Universities;1
2100;5632;Hellenic Mediterranean University;GRC;Universities;3
2100;5632;University of Gondar;ETH;Universities;1
2103;5636;Pelita Harapan University;IDN;Universities;1
2103;5636;Universidad Autonoma de Chile;CHL;Universities;1
2105;5640;Beirut Arab University;LBN;Universities;1
2106;5647;Cardiff Metropolitan University;GBR;Universities;3
2106;5647;Nanyang Normal University;CHN;Universities;2
2106;5647;Indian Institute of Technology, Indore;IND;Universities;1
2109;5650;Bond University;AUS;Universities;3
2110;5652;Czestochowa University of Technology;POL;Universities;3
2111;5657;Universitas Islam Negeri Maulana Malik Ibrahim;IDN;Universities;1
2111;5657;Universidad de Puerto Rico, Ciencias Medicas;PRI;Universities;2
2111;5657;Jashore University of Science and Technology;BGD;Universities;1
2111;5657;Stefan Cel Mare University;ROU;Universities;2
2115;5663;Ecole Nationale Veterinaire de Toulouse;FRA;Universities;3
2116;5667;Kathmandu University;NPL;Universities;1
2116;5667;Wuhan Polytechnic University;CHN;Universities;2
2118;5672;Southwestern University of Finance and Economics;CHN;Universities;1
2118;5672;Indian Institute of Technology, Dhanbad;IND;Universities;1
2118;5672;National Dong Hwa University;TWN;Universities;2
2118;5672;Universidad Mayor *;CHL;Universities;1
2122;5680;Chongqing Normal University;CHN;Universities;2
2122;5680;Central Michigan University;USA;Universities;3
2122;5680;Universidad Pontificia Comillas;ESP;Universities;3
2122;5680;Institut National des Sciences Appliquees de Rouen *;FRA;Universities;2
2126;5685;University Dunarea de Jos of Galati;ROU;Universities;2
2126;5685;Ahmad Dahlan University;IDN;Universities;2
2126;5685;Tzu Chi University;TWN;Universities;2
2129;5688;Sangji University;KOR;Universities;3
2129;5688;Hochschule fur Technik und Wirtschaft Berlin;DEU;Universities;3
2131;5691;Civil Aviation University of China;CHN;Universities;2
2131;5691;Bahcesehir University *;TUR;Universities;1
2133;5695;Kocaeli University *;TUR;Universities;1
2133;5695;Karadeniz Technical University;TUR;Universities;1
2135;5701;Bennett University;IND;Universities;1
2135;5701;Lakehead University;CAN;Universities;2
2135;5701;Sohag University *;EGY;Universities;2
2138;5704;Ozyegin University;TUR;Universities;1
2139;5707;Cheng Shiu University;TWN;Universities;3
2139;5707;Yancheng Institute of Technology;CHN;Universities;2
2139;5707;Walter Sisulu University;ZAF;Universities;2
2139;5707;California State University, Los Angeles;USA;Universities;3
2143;5711;Institut Agro Rennes-Angers *;FRA;Universities;2
2144;5717;University of Nairobi;KEN;Universities;1
2144;5717;Harokopio University;GRC;Universities;3
2144;5717;Kwansei Gakuin University;JPN;Universities;2
2147;5723;Shaoxing University;CHN;Universities;2
2147;5723;Osmaniye Korkut Ata University;TUR;Universities;1
2147;5723;University of South Wales;GBR;Universities;3
2150;5727;Hokkaido University of Health Sciences;JPN;Universities;2
2150;5727;Northeast Ohio Medical University;USA;Universities;3
2150;5727;Universita degli Studi di Roma Foro Italico;ITA;Universities;3
2153;5734;Hefei University;CHN;Universities;2
2154;5738;Mendel University in Brno;CZE;Universities;2
2154;5738;Texas State University, San Marcos;USA;Universities;3
2154;5738;American University of the Middle East;KWT;Universities;1
2157;5743;Borys Grinchenko Kyiv Metropolitan University;UKR;Universities;1
2158;5751;Dong-Eui University;KOR;Universities;2
2159;5754;Centrale Mediterranee *;FRA;Universities;2
2159;5754;Pan African University Institute for Basic Sciences, Technology and Innovation;KEN;Universities;1
2159;5754;Dongshin University;KOR;Universities;3
2162;5758;Universidad del Valle, Colombia;COL;Universities;1
2162;5758;Atlantic Technological University;IRL;Universities;3
2162;5758;University of Zambia;ZMB;Universities;1
2165;5763;Universite du Quebec en Trois-Rivieres;CAN;Universities;3
2165;5763;King Mongkut's Institute of Technology Ladkrabang;THA;Universities;2
2165;5763;Aswan University *;EGY;Universities;1
2168;5768;Hogskola i Skovde;SWE;Universities;2
2168;5768;Lambung Mangkurat University;IDN;Universities;2
2168;5768;De La Salle University;PHL;Universities;1
2168;5768;Technical University of Liberec;CZE;Universities;2
2168;5768;University of South Dakota;USA;Universities;3
2173;5775;Bialystok University of Technology;POL;Universities;3
2174;5779;Fukui Prefectural University;JPN;Universities;2
2174;5779;Institut d'Optique Graduate School *;FRA;Universities;1
2174;5779;Qufu Normal University;CHN;Universities;2
2177;5785;Kyushu Institute of Technology;JPN;Universities;2
2178;5793;Wannan Medical College *;CHN;Universities;2
2178;5793;Universidad Autonoma de Baja California;MEX;Universities;2
2180;5796;Nova Southeastern University, Estados Unidos;USA;Universities;2
2180;5796;California State University, Fullerton;USA;Universities;2
2180;5796;Universidad Nacional de Cuyo *;ARG;Universities;1
2180;5796;Qiqihar University;CHN;Universities;2
2184;5804;University of Lagos;NGA;Universities;1
2185;5809;Sriwijaya University;IDN;Universities;2
2186;5811;Xi'an Technological University;CHN;Universities;2
2187;5812;Mokpo National University;KOR;Universities;3
2187;5812;University of Abertay Dundee;GBR;Universities;4
2189;5822;Universite de Perpignan Via Domitia *;FRA;Universities;2
2190;5824;University of Tabriz;IRN;Universities;1
2191;5828;Fakir Mohan University;IND;Universities;1
2191;5828;European University Institute;ITA;Universities;2
2193;5831;Shiraz University;IRN;Universities;1
2193;5831;University of Nigeria;NGA;Universities;1
2193;5831;Sofia University;BGR;Universities;1
2196;5836;Tamil Nadu Agricultural University;IND;Universities;1
2197;5837;Universidade de Fortaleza;BRA;Universities;1
2197;5837;Nirma University;IND;Universities;1
2199;5842;Ecole Nationale Superieure de l'Electronique et de ses Applications *;FRA;Universities;2
2199;5842;Universidade Tecnologica Federal do Parana;BRA;Universities;1
2201;5847;Universite Paul Valery, Montpellier III *;FRA;Universities;1
2201;5847;Cankaya University;TUR;Universities;1
2203;5852;Al-Zaytoonah University of Jordan;JOR;Universities;2
2204;5857;Shimane University *;JPN;Universities;3
2205;5862;University of Fort Hare;ZAF;Universities;2
2205;5862;Open University of Israel;ISR;Universities;2
2207;5865;California State University, Northridge;USA;Universities;2
2208;5866;Minzu University of China;CHN;Universities;1
2208;5866;Universidad de los Andes, Chile *;CHL;Universities;1
2208;5866;Binzhou Medical University *;CHN;Universities;2
2211;5870;Jianghan University;CHN;Universities;2
2212;5873;Covenant University;NGA;Universities;1
2213;5876;Ecole des Mines d'Albi-Carmaux *;FRA;Universities;2
2213;5876;Shaqra University;SAU;Universities;2
2213;5876;El Colegio de Mexico;MEX;Universities;1
2216;5882;University of Rajasthan;IND;Universities;1
2217;5885;Universidad Pontificia Bolivariana *;COL;Universities;1
2217;5885;University of Bedfordshire;GBR;Universities;3
2217;5885;Hanze University of Applied Sciences, Groningen;NLD;Universities;2
2220;5889;Universidad Anahuac;MEX;Universities;2
