university_id,university_name,country,openalex_name,institution_id,works_count,cited_by_count,h_index,i10_index,2yr_mean_citedness
U000319,Bukhara State University,Uzbekistan,Bukhara State University,https://openalex.org/I3131790217,8408,12329,41,307,0.4950677364198342
U000320,Bukkyo University,Japan,Bukkyo University,https://openalex.org/I83124999,994,3946,27,82,0.8743961352657005
U000321,Burapha University,Thailand,Burapha University,https://openalex.org/I129488602,6463,113863,116,2744,1.7140518417462485
U000322,Buriram Rajabhat University,Thailand,Buriram Rajabhat University,https://openalex.org/I4210091243,530,4933,31,88,1.0120192307692308
U000323,Bursa Technical University,Turkey,Bursa Technical University,https://openalex.org/I192257213,7266,94655,107,2283,1.902322552637291
U000325,C.V. Raman Global University,India,C.V. Raman Global University,https://openalex.org/I4387930198,762,9509,38,266,2.8596837944664038
U000326,Ca' Foscari University of Venice ,Italy,Ca' Foscari University of Venice,https://openalex.org/I149461666,30831,784699,246,16209,2.481308411214953
U000327,Çağ University,Turkey,Çağ University,https://openalex.org/I32172342,1053,48230,110,322,1.1352201257861636
U000328,Cairo University,Egypt,Cairo University,https://openalex.org/I145487455,132471,3670434,535,82734,2.504018122891725
U000329,California Institute of Technology (Caltech),United States,California Institute of Technology,https://openalex.org/I122411786,243413,36541223,1853,254246,7.978986535321359
U000330,California Polytechnic State University,United States,California Polytechnic State University,https://openalex.org/I149919469,20866,593036,248,8944,1.5472618832459786
U000331,California State University Long Beach,United States,"California State University, Long Beach",https://openalex.org/I59897056,21731,714698,270,11895,1.7178159566956932
U000332,California State University - Los Angeles,United States,California State University Los Angeles,https://openalex.org/I27825529,13581,872507,359,9008,2.956730769230769
U000337,Çankırı Karatekin University,Turkey,Çankırı Karatekin University,https://openalex.org/I224962290,6911,77180,93,1964,1.7451258419000355
U000338,Canterbury Christ Church University,United Kingdom,Canterbury Christ Church University,https://openalex.org/I119474363,8881,196897,163,3750,3.2128088754412505
U000339,Capital Medical University,China,Capital Medical University,https://openalex.org/I183519381,133080,8137945,621,171110,3.263258055357321
U000340,Capital University of Science and Technology,Pakistan,Capital University of Science and Technology,https://openalex.org/I4210088086,3960,89992,113,2051,2.6215722120658134
U000342,Cardiff Metropolitan University,United Kingdom,Cardiff Metropolitan University,https://openalex.org/I8408910,11439,466552,250,7100,2.98100102145046
U000343,Cardiff University,United Kingdom,Cardiff University,https://openalex.org/I79510175,126167,13263987,1229,126563,4.168037669484314
U000344,Carleton University,Canada,Carleton University,https://openalex.org/I67031392,77513,4486604,534,66926,3.0535680394761813
U000346,Carnegie Mellon University,United States,Carnegie Mellon University,https://openalex.org/I74973139,157930,16480470,1140,169583,4.055673304416404
U000347,Case Western Reserve University,United States,Case Western Reserve University,https://openalex.org/I58956616,171438,16808397,1027,201223,3.799193796857349
U000349,Catholic University in Erbil,Iraq,Catholic University in Erbil,https://openalex.org/I4387156135,101,1006,17,40,4.0
U000350,Catholic University of Ávila,Spain,Catholic University of Ávila,https://openalex.org/I185020484,2723,53714,88,1384,2.819672131147541
U000356,Caucasus International University,Georgia,Caucasus International University,https://openalex.org/I4210090041,683,1309,16,38,0.51953125
U000359,Cebu Technological University,Philippines,Cebu Technological University,https://openalex.org/I3133213403,2706,25881,56,720,0.6214999020951635
U000361,Central European University,Austria,Central European University,https://openalex.org/I198945027,7374,122279,146,1873,2.403041825095057
U000362,Central Luzon State University,Philippines,Central Luzon State University,https://openalex.org/I203854029,2357,30972,66,664,1.3027027027027027
U000363,Central Michigan University,United States,Central Michigan University,https://openalex.org/I1629065,19495,615406,256,10941,1.7181332236842106
U000364,Central Queensland University (CQUniversity Australia),Australia,Central Queensland University,https://openalex.org/I74899385,21683,1172447,408,14285,3.2054533213644523
U000365,Central South University,China (Mainland),Central South University,https://openalex.org/I139660479,253336,18571342,712,381636,5.521416992812064
U000366,Central University of Finance and Economics,China,Central University of Finance and Economics,https://openalex.org/I137867983,13721,243712,164,4829,2.870504811750802
U000374,Centurion University of Technology and Management,India,Centurion University of Technology and Management,https://openalex.org/I47639616,5434,68774,91,1696,2.3041970169961847
U000377,CETYS Universidad,Mexico,CETYS Universidad,https://openalex.org/I4210139671,758,8868,46,179,1.3907692307692308
U000379,Chalmers University of Technology,Sweden,Chalmers University of Technology,https://openalex.org/I66862912,90130,5597201,557,91203,3.794557468266389
U000380,Chandigarh University,India,Chandigarh University,https://openalex.org/I101407740,32743,431089,160,10341,2.773759034705215
U000381,Chang Gung University,Taiwan,Chang Gung University,https://openalex.org/I173093425,55912,4421198,400,96702,2.946674629921932
U000382,Chang Gung University of Science and Technology,Taiwan,Chang Gung University of Science and Technology,https://openalex.org/I141243467,8814,341111,163,7634,3.456746173015308
U000383,Chang Jung Christian University,Taiwan,Chang Jung Christian University,https://openalex.org/I80327900,3926,105075,113,2250,2.0205128205128204
U000384,Changsha University of Science and Technology,China,Changsha University of Science and Technology,https://openalex.org/I56934997,30570,1049171,234,23943,4.816015322847987
U000385,Chaoyang University of Technology,Taiwan,Chaoyang University of Technology,https://openalex.org/I126145234,9166,229178,148,5071,2.84847421957208
U000386,Chapman University,United States,Chapman University,https://openalex.org/I185071736,14005,366940,225,6633,2.4002642007926025
U000387,Charisma University,Turks and Caicos Islands,Charisma University,https://openalex.org/I4210137903,439,7372,41,59,0.7361563517915309
U000389,Charles Darwin University ,Australia,Charles Darwin University,https://openalex.org/I29894533,19250,866850,286,14572,2.931701030927835
U000390,Charles Sturt University ,Australia,Charles Sturt University,https://openalex.org/I153230381,27785,1080622,315,18531,3.6154628687690735
U000391,Charles University,Czech Republic,Charles University,https://openalex.org/I21250087,147938,9129188,671,164071,2.7013066495302795
U000393,Chelyabinsk State University,Russian Federation,Chelyabinsk State University,https://openalex.org/I137211346,5826,55115,76,1346,0.6438771094764172
U000394,Chemnitz University of Technology,Germany,Chemnitz University of Technology,https://openalex.org/I2610724,31579,954342,277,20310,2.395557655954631
U000395,Chengdu University,China,Chengdu University,https://openalex.org/I4210125143,32030,1820266,284,39234,5.213813860766916
U000397,Chernihiv Polytechnic National University,Ukraine,Chernihiv Polytechnic National University,https://openalex.org/I4210143342,2193,14454,40,365,0.6114206128133705
U000398,Chettinad Academy of Research and Education,India,Chettinad Academy of Research and Education,https://openalex.org/I220840466,3676,77190,96,1996,5.184458788480636
U000399,Chiang Mai University,Thailand,Chiang Mai University,https://openalex.org/I48076826,48869,1875137,295,42973,2.579183649359088
U000400,Chiba Institute of Technology,Japan,Chiba Institute of Technology,https://openalex.org/I8488066,11248,200651,146,4496,1.1045053413841153
U000401,Chiba University,Japan,Chiba University,https://openalex.org/I159385669,85705,5775430,499,108665,2.2972120146988337
U000402,China Agricultural University ,China (Mainland),China Agricultural University,https://openalex.org/I52158045,97299,8900864,567,160640,4.952654295775425
U000404,China Pharmaceutical University,China,China Pharmaceutical University,https://openalex.org/I161716053,38250,3502940,350,77263,5.169952201827078
U000405,China University of Geosciences,China (Mainland),China University of Geosciences,https://openalex.org/I3124059619,67289,3878467,383,77352,5.148838425338014
U000406,"China University of Geosciences, Beijing",China,China University of Geosciences (Beijing),https://openalex.org/I3125743391,47972,2574215,372,51100,4.383676032020091
U000408,China University of Mining and Technology,China (Mainland),China University of Mining and Technology,https://openalex.org/I25757504,91400,4496836,357,105129,4.57668906536347
U000410,"China University of Petroleum, Beijing",China,"China University of Petroleum, Beijing",https://openalex.org/I204553293,55833,2890204,309,64084,4.533435582822086
U000411,China University of Political Science and Law,China (Mainland),China University of Political Science and Law,https://openalex.org/I177955009,6636,36683,69,940,2.618598382749326
U000412,Chinese Culture University,Taiwan,Chinese Culture University,https://openalex.org/I205612303,6364,210163,157,4064,2.40448343079922
U000413,Chinese University of Hong Kong,Hong Kong,Chinese University of Hong Kong,https://openalex.org/I177725633,196780,17510114,1105,225275,3.160867403065146
U000414,Chinhoyi University of Technology,Zimbabwe,Chinhoyi University of Technology,https://openalex.org/I121645547,2174,37304,83,890,1.1982905982905985
U000415,Chitkara University,India,Chitkara University,https://openalex.org/I74319210,24777,434355,198,9592,3.767043285747004
U000417,Chongqing University,China (Mainland),Chongqing University,https://openalex.org/I158842170,140554,8192528,481,168549,5.533059978189749
U000418,Chonnam National University,South Korea,Chonnam National University,https://openalex.org/I111277659,48264,3568364,427,71254,3.912027199320017
U000419,Chosun University,South Korea,Chosun University,https://openalex.org/I152238500,21528,811670,203,18595,3.148739343370216
U000420,Christ University,India,Christ University,https://openalex.org/I48018076,24492,355671,191,6836,1.830480804676392
U000423,Chubu University,Japan,Chubu University,https://openalex.org/I184937672,10226,332925,188,6393,1.4863680623174294
U000424,Chulalongkorn University,Thailand,Chulalongkorn University,https://openalex.org/I158708052,80016,3226351,393,69329,2.961231957258626
U000425,Chung-Ang University (CAU),South Korea,Chung-Ang University,https://openalex.org/I67900169,47287,2122897,303,49762,3.6546878219657946
U000426,Chung Shan Medical University,Taiwan,Chung Shan Medical University,https://openalex.org/I91279580,16395,964864,209,21698,2.381018092609629
U000427,Chung Yuan Christian University,Taiwan,Chung Yuan Christian University,https://openalex.org/I151221077,18592,847649,248,17339,3.5804292183500688
U000428,Chungbuk National University,South Korea,Chungbuk National University,https://openalex.org/I163753206,36557,1666604,291,37102,2.810082572794437
U000429,Chungnam National University,South Korea,Chungnam National University,https://openalex.org/I196345858,55392,2611615,339,58245,3.172300016095284
U000430,Chuo University,Japan,Chuo University,https://openalex.org/I96679780,16180,394415,186,8900,3.107795957651588
U000431,Cihan University – Erbil,Iraq,Cihan University-Erbil,https://openalex.org/I1294182474,3453,54216,92,1214,10.610608800482218
U000432,Cihan University Sulaimaniya,Iraq,Cihan University Sulaimaniya,https://openalex.org/I4388482718,226,5545,41,108,17.75925925925926
U000433,City University of Hong Kong,Hong Kong SAR,City University of Hong Kong,https://openalex.org/I168719708,115769,7949174,647,118291,8.707813160219722
U000434,"City, University of London",United Kingdom,"City, University of London",https://openalex.org/I180825142,37499,1596074,422,23966,25.11388367729831
U000435,City University of New York,United States,City University of New York,https://openalex.org/I174216632,84592,4214643,565,60999,3.281415209434729
U000438,Clark University,United States,Clark University,https://openalex.org/I130785548,13543,948830,377,9424,2.395977011494253
U000439,Clarkson University,United States,Clarkson University,https://openalex.org/I16944753,16593,934451,310,15090,3.840258855585831
U000441,Clemson University,United States,Clemson University,https://openalex.org/I8078737,76000,4002029,560,63817,2.664279715333952
U000442,Cleveland State University,United States,Cleveland State University,https://openalex.org/I102607778,21935,756763,304,11592,2.62043301759134
U000444,Cochin University of Science and Technology,India,Cochin University of Science and Technology,https://openalex.org/I20497027,14922,486120,186,11858,2.4961031599829955
U000446,College of Charleston,United States,College of Charleston,https://openalex.org/I204593131,11476,440132,220,5899,1.428191489361702
