university_name,normalized_name,country,year,source
University of Tartu,university of tartu,Estonia,2020,THE
University of Tasmania,university of tasmania,Australia,2020,THE
Temple University,temple university,United States,2020,THE
The University of Tennessee-Knoxville,the university of tennessee knoxville,United States,2020,THE
University of Texas at Dallas,university of texas at dallas,United States,2020,THE
University of Trento,university of trento,Italy,2020,THE
Tulane University,tulane university,United States,2020,THE
Umeå University,umea university,Sweden,2020,THE
United Arab Emirates University,united arab emirates university,United Arab Emirates,2020,THE
University College Cork,university college cork,Ireland,2020,THE
Victoria University,victoria university,Australia,2020,THE
University of Alaska Fairbanks,university of alaska fairbanks,United States,2020,THE
American University of Beirut,american university of beirut,Lebanon,2020,THE
Australian Catholic University,australian catholic university,Australia,2020,THE
Babol Noshirvani University of Technology,babol noshirvani university of technology,Iran,2020,THE
University of Bayreuth,university of bayreuth,Germany,2020,THE
"Birkbeck, University of London",birkbeck university of london,United Kingdom,2020,THE
University of Bremen,university of bremen,Germany,2020,THE
Brunel University London,brunel university london,United Kingdom,2020,THE
"University of California, Merced",university of california merced,United States,2020,THE
Catholic University of Portugal,catholic university of portugal,Portugal,2020,THE
Clark University,clark university,United States,2020,THE
University of Connecticut,university of connecticut,United States,2020,THE
University of Crete,university of crete,Greece,2020,THE
University of Denver,university of denver,United States,2020,THE
University of Florence,university of florence,Italy,2020,THE
"Goldsmiths, University of London",goldsmiths university of london,United Kingdom,2020,THE
Hanyang University,hanyang university,South Korea,2020,THE
Hasselt University,hasselt university,Belgium,2020,THE
Hofstra University,hofstra university,United States,2020,THE
University of Iceland,university of iceland,Iceland,2020,THE
IMT Atlantique,imt atlantique,France,2020,THE
Indian Institute of Technology Indore,indian institute of technology indore,India,2020,THE
Iowa State University,iowa state university,United States,2020,THE
Jordan University of Science and Technology,jordan university of science and technology,Jordan,2020,THE
Justus Liebig University Giessen,justus liebig university giessen,Germany,2020,THE
University of Kent,university of kent,United Kingdom,2020,THE
Khalifa University,khalifa university,United Arab Emirates,2020,THE
Loughborough University,loughborough university,United Kingdom,2020,THE
University of Manitoba,university of manitoba,Canada,2020,THE
Nankai University,nankai university,China,2020,THE
University of Naples Federico II,university of naples federico ii,Italy,2020,THE
National Tsing Hua University,national tsing hua university,Taiwan,2020,THE
Northumbria University,northumbria university,United Kingdom,2020,THE
"University of Occupational and Environmental Health, Japan",university of occupational and environmental health japan,Japan,2020,THE
Örebro University,orebro university,Sweden,2020,THE
Oregon State University,oregon state university,United States,2020,THE
University of Perugia,university of perugia,Italy,2020,THE
University of Pisa,university of pisa,Italy,2020,THE
RMIT University,rmit university,Australia,2020,THE
University of Salerno,university of salerno,Italy,2020,THE
University of Stirling,university of stirling,United Kingdom,2020,THE
SUNY University at Albany,suny university at albany,United States,2020,THE
Swinburne University of Technology,swinburne university of technology,Australia,2020,THE
Taipei Medical University,taipei medical university,Taiwan,2020,THE
TU Dortmund University,tu dortmund university,Germany,2020,THE
University of Turku,university of turku,Finland,2020,THE
TU Wien,tu wien,Austria,2020,THE
Université de Versailles Saint-Quentin-en-Yvelines,universite de versailles saint quentin en yvelines,France,2020,THE
Washington State University,washington state university,United States,2020,THE
Wayne State University,wayne state university,United States,2020,THE
Wuhan University,wuhan university,China,2020,THE
Aberystwyth University,aberystwyth university,United Kingdom,2020,THE
The University of Alabama,the university of alabama,United States,2020,THE
American University,american university,United States,2020,THE
Aswan University,aswan university,Egypt,2020,THE
Bangor University,bangor university,United Kingdom,2020,THE
University of Bari Aldo Moro,university of bari aldo moro,Italy,2020,THE
Bond University,bond university,Australia,2020,THE
University of Bordeaux,university of bordeaux,France,2020,THE
Bournemouth University,bournemouth university,United Kingdom,2020,THE
Universiti Brunei Darussalam,universiti brunei darussalam,Brunei Darussalam,2020,THE
Cankaya University,cankaya university,Turkey,2020,THE
Centrale Nantes,centrale nantes,France,2020,THE
Central South University,central south university,China,2020,THE
Charles University in Prague,charles university in prague,Czech Republic,2020,THE
"City, University of London",city university of london,United Kingdom,2020,THE
"Colorado State University, Fort Collins",colorado state university fort collins,United States,2020,THE
University of Côte d’Azur,university of cote dazur,France,2020,THE
Covenant University,covenant university,Nigeria,2020,THE
University of Cyprus,university of cyprus,Cyprus,2020,THE
University of Desarrollo,university of desarrollo,Chile,2020,THE
Diego Portales University,diego portales university,Chile,2020,THE
Drexel University,drexel university,United States,2020,THE
University of Eastern Finland,university of eastern finland,Finland,2020,THE
École des Mines de Saint-Étienne,ecole des mines de saint etienne,France,2020,THE
Edith Cowan University,edith cowan university,Australia,2020,THE
Federal University of Toulouse Midi-Pyrénées,federal university of toulouse midi pyrenees,France,2020,THE
University of Ferrara,university of ferrara,Italy,2020,THE
Free University of Bozen-Bolzano,free university of bozen bolzano,Italy,2020,THE
Fujita Health University,fujita health university,Japan,2020,THE
University of Genoa,university of genoa,Italy,2020,THE
University of Georgia,university of georgia,United States,2020,THE
Georgia State University,georgia state university,United States,2020,THE
Gwangju Institute of Science and Technology (GIST),gwangju institute of science and technology,South Korea,2020,THE
Harbin Institute of Technology,harbin institute of technology,China,2020,THE
Hokkaido University,hokkaido university,Japan,2020,THE
Hong Kong Baptist University,hong kong baptist university,Hong Kong,2020,THE
University of Houston,university of houston,United States,2020,THE
Hunan University,hunan university,China,2020,THE
Indian Institute of Technology Bombay,indian institute of technology bombay,India,2020,THE
Indian Institute of Technology Delhi,indian institute of technology delhi,India,2020,THE
Indian Institute of Technology Kharagpur,indian institute of technology kharagpur,India,2020,THE
University of Innsbruck,university of innsbruck,Austria,2020,THE
ITMO University,itmo university,Russian Federation,2020,THE
University of Kansas,university of kansas,United States,2020,THE
University of Kentucky,university of kentucky,United States,2020,THE
University of KwaZulu-Natal,university of kwazulu natal,South Africa,2020,THE
Kyushu University,kyushu university,Japan,2020,THE
Leibniz University Hannover,leibniz university hannover,Germany,2020,THE
Linköping University,linkoping university,Sweden,2020,THE
Liverpool John Moores University,liverpool john moores university,United Kingdom,2020,THE
Mansoura University,mansoura university,Egypt,2020,THE
Middlesex University,middlesex university,United Kingdom,2020,THE
University of Milan-Bicocca,university of milan bicocca,Italy,2020,THE
University of Missouri-St Louis,university of missouri st louis,United States,2020,THE
Mizzou - University of Missouri,mizzou university of missouri,United States,2020,THE
University of Modena and Reggio Emilia,university of modena and reggio emilia,Italy,2020,THE
Murdoch University,murdoch university,Australia,2020,THE
National Research Nuclear University MEPhI,national research nuclear university mephi,Russian Federation,2020,THE
University of Nebraska-Lincoln,university of nebraska lincoln,United States,2020,THE
New Mexico Institute of Mining and Technology,new mexico institute of mining and technology,United States,2020,THE
Norwegian University of Science and Technology,norwegian university of science and technology,Norway,2020,THE
Oklahoma State University,oklahoma state university,United States,2020,THE
University of Pavia,university of pavia,Italy,2020,THE
University of Peradeniya,university of peradeniya,Sri Lanka,2020,THE
University of the Philippines,university of the philippines,Philippines,2020,THE
Polytechnic University of Bari,polytechnic university of bari,Italy,2020,THE
Pontifical Javeriana University,pontifical javeriana university,Colombia,2020,THE
University of Porto,university of porto,Portugal,2020,THE
University of Portsmouth,university of portsmouth,United Kingdom,2020,THE
Qatar University,qatar university,Qatar,2020,THE
Quaid-i-Azam University,quaid i azam university,Pakistan,2020,THE
Rensselaer Polytechnic Institute,rensselaer polytechnic institute,United States,2020,THE
Royal Veterinary College,royal veterinary college,United Kingdom,2020,THE
Sabancı University,sabanc university,Turkey,2020,THE
University of St Gallen,university of st gallen,Switzerland,2020,THE
University of Saskatchewan,university of saskatchewan,Canada,2020,THE
Sciences Po,sciences po,France,2020,THE
Sejong University,sejong university,South Korea,2020,THE
Semmelweis University,semmelweis university,Hungary,2020,THE
University of Siena,university of siena,Italy,2020,THE
SOAS University of London,soas university of london,United Kingdom,2020,THE
University of South Carolina-Columbia,university of south carolina columbia,United States,2020,THE
University of Strasbourg,university of strasbourg,France,2020,THE
University of Strathclyde,university of strathclyde,United Kingdom,2020,THE
Technion Israel Institute of Technology,technion israel institute of technology,Israel,2020,THE
Teikyo University,teikyo university,Japan,2020,THE
The University of Texas at San Antonio,the university of texas at san antonio,United States,2020,THE
Tokyo Medical and Dental University (TMDU),tokyo medical and dental university,Japan,2020,THE
Tongji University,tongji university,China,2020,THE
University of Trieste,university of trieste,Italy,2020,THE
University of Tsukuba,university of tsukuba,Japan,2020,THE
The University of Tulsa,the university of tulsa,United States,2020,THE
University of Turin,university of turin,Italy,2020,THE
UiT The Arctic University of Norway,uit the arctic university of norway,Norway,2020,THE
University of Urbino Carlo Bo,university of urbino carlo bo,Italy,2020,THE
University of Valencia,university of valencia,Spain,2020,THE
Verona University,verona university,Italy,2020,THE
University of Victoria,university of victoria,Canada,2020,THE
Yasouj University,yasouj university,Iran,2020,THE
York University,york university,Canada,2020,THE
University of Alabama in Huntsville,university of alabama in huntsville,United States,2020,THE
Amirkabir University of Technology,amirkabir university of technology,Iran,2020,THE
University of L’Aquila,university of laquila,Italy,2020,THE
Aston University,aston university,United Kingdom,2020,THE
Universidad Autónoma de Chile,universidad autonoma de chile,Chile,2020,THE
Bar-Ilan University,bar ilan university,Israel,2020,THE
Beihang University,beihang university,China,2020,THE
Bilkent University,bilkent university,Turkey,2020,THE
Université Bourgogne Franche-Comté (UBFC),universite bourgogne franche comte,France,2020,THE
University of Brescia,university of brescia,Italy,2020,THE
University of Campinas,university of campinas,Brazil,2020,THE
Carleton University,carleton university,Canada,2020,THE
University of Catania,university of catania,Italy,2020,THE
Catholic University of the Sacred Heart,catholic university of the sacred heart,Italy,2020,THE
CentraleSupélec,centralesupelec,France,2020,THE
Charles Darwin University,charles darwin university,Australia,2020,THE
Institute of Chemical Technology,institute of chemical technology,India,2020,THE
"China Medical University, Taiwan",china medical university taiwan,Taiwan,2020,THE
Chung-Ang University,chung ang university,South Korea,2020,THE
Claude Bernard University Lyon 1,claude bernard university lyon 1,France,2020,THE
Complutense University of Madrid,complutense university of madrid,Spain,2020,THE
East China Normal University,east china normal university,China,2020,THE
Florida International University,florida international university,United States,2020,THE
University of Graz,university of graz,Austria,2020,THE
Graz University of Technology,graz university of technology,Austria,2020,THE
University of Greifswald,university of greifswald,Germany,2020,THE
University of Guelph,university of guelph,Canada,2020,THE
Hacettepe University,hacettepe university,Turkey,2020,THE
University of Haifa,university of haifa,Israel,2020,THE
Hamburg University of Technology,hamburg university of technology,Germany,2020,THE
University of Hull,university of hull,United Kingdom,2020,THE
University of Ibadan,university of ibadan,Nigeria,2020,THE
University of Idaho,university of idaho,United States,2020,THE
Indian Institute of Technology Gandhinagar,indian institute of technology gandhinagar,India,2020,THE
Indian Institute of Technology Roorkee,indian institute of technology roorkee,India,2020,THE
University of Insubria,university of insubria,Italy,2020,THE
University of Jyväskylä,university of jyvaskyla,Finland,2020,THE
Kansai Medical University,kansai medical university,Japan,2020,THE
University of Kashan,university of kashan,Iran,2020,THE
Keele University,keele university,United Kingdom,2020,THE
King Fahd University of Petroleum and Minerals,king fahd university of petroleum and minerals,Saudi Arabia,2020,THE
King Saud University,king saud university,Saudi Arabia,2020,THE
King Saud bin Abdulaziz University for Health Sciences,king saud bin abdulaziz university for health sciences,Saudi Arabia,2020,THE
Koç University,koc university,Turkey,2020,THE
Lappeenranta-Lahti University of Technology LUT,lappeenranta lahti university of technology lut,Finland,2020,THE
University of Limerick,university of limerick,Ireland,2020,THE
Lincoln University,lincoln university,New Zealand,2020,THE
University of Lisbon,university of lisbon,Portugal,2020,THE
Louisiana State University,louisiana state university,United States,2020,THE
Marche Polytechnic University,marche polytechnic university,Italy,2020,THE
Mashhad University of Medical Sciences,mashhad university of medical sciences,Iran,2020,THE
Massey University,massey university,New Zealand,2020,THE
Memorial University of Newfoundland,memorial university of newfoundland,Canada,2020,THE
Missouri University of Science and Technology,missouri university of science and technology,United States,2020,THE
National and Kapodistrian University of Athens,national and kapodistrian university of athens,Greece,2020,THE
National Chiao Tung University,national chiao tung university,Taiwan,2020,THE
National Taiwan University of Science and Technology (Taiwan Tech),national taiwan university of science and technology,Taiwan,2020,THE
National Yang-Ming University,national yang ming university,Taiwan,2020,THE
University of Nebraska Medical Center,university of nebraska medical center,United States,2020,THE
University of Neuchâtel,university of neuchatel,Switzerland,2020,THE
New Jersey Institute of Technology,new jersey institute of technology,United States,2020,THE
Northern Arizona University,northern arizona university,United States,2020,THE
North-West University,north west university,South Africa,2020,THE
Norwegian University of Life Sciences,norwegian university of life sciences,Norway,2020,THE
Novosibirsk State University,novosibirsk state university,Russian Federation,2020,THE
The Open University,the open university,United Kingdom,2020,THE
Open University of Catalonia,open university of catalonia,Spain,2020,THE
Universidad Peruana Cayetano Heredia,universidad peruana cayetano heredia,Peru,2020,THE
Peter the Great St Petersburg Polytechnic University,peter the great st petersburg polytechnic university,Russian Federation,2020,THE
University of Plymouth,university of plymouth,United Kingdom,2020,THE
Polytechnic University of Turin,polytechnic university of turin,Italy,2020,THE
Pontificia Universidad Católica de Chile,pontificia universidad catolica de chile,Chile,2020,THE
Renmin University of China,renmin university of china,China,2020,THE
University of Rhode Island,university of rhode island,United States,2020,THE
University of Rome II – Tor Vergata,university of rome ii tor vergata,Italy,2020,THE
University of Rome III,university of rome iii,Italy,2020,THE
Rovira i Virgili University,rovira i virgili university,Spain,2020,THE
San Diego State University,san diego state university,United States,2020,THE
Sharif University of Technology,sharif university of technology,Iran,2020,THE
Shenzhen University,shenzhen university,China,2020,THE
University of Siegen,university of siegen,Germany,2020,THE
"Soochow University, China",soochow university china,China,2020,THE
South China University of Technology,south china university of technology,China,2020,THE
Southeast University,southeast university,China,2020,THE
Suez Canal University,suez canal university,Egypt,2020,THE
SUNY Binghamton University,suny binghamton university,United States,2020,THE
Tehran University of Medical Sciences,tehran university of medical sciences,Iran,2020,THE
Tianjin University,tianjin university,China,2020,THE
Tomsk State University,tomsk state university,Russian Federation,2020,THE
Universiti Tunku Abdul Rahman (UTAR),universiti tunku abdul rahman,Malaysia,2020,THE
University of Udine,university of udine,Italy,2020,THE
Victoria University of Wellington,victoria university of wellington,New Zealand,2020,THE
University of Waikato,university of waikato,New Zealand,2020,THE
The University of the West Indies,the university of the west indies,Jamaica,2020,THE
University of the West of Scotland,university of the west of scotland,United Kingdom,2020,THE
University of Wisconsin-Milwaukee,university of wisconsin milwaukee,United States,2020,THE
University of Wuppertal,university of wuppertal,Germany,2020,THE
Xiamen University,xiamen university,China,2020,THE
Xi’an Jiaotong University,xian jiaotong university,China,2020,THE
Yokohama City University,yokohama city university,Japan,2020,THE
Åbo Akademi University,abo akademi university,Finland,2020,THE
The University of Aizu,the university of aizu,Japan,2020,THE
University of Alcalá,university of alcala,Spain,2020,THE
Amedeo Avogadro University of Eastern Piedmont,amedeo avogadro university of eastern piedmont,Italy,2020,THE
Amrita Vishwa Vidyapeetham,amrita vishwa vidyapeetham,India,2020,THE
"University of the Andes, Colombia",university of the andes colombia,Colombia,2020,THE
Aristotle University of Thessaloniki,aristotle university of thessaloniki,Greece,2020,THE
University of Arkansas,university of arkansas,United States,2020,THE
Auburn University,auburn university,United States,2020,THE
University of Aveiro,university of aveiro,Portugal,2020,THE
University of the Balearic Islands,university of the balearic islands,Spain,2020,THE
Banaras Hindu University,banaras hindu university,India,2020,THE
University of the Basque Country,university of the basque country,Spain,2020,THE
Baylor University,baylor university,United States,2020,THE
Beijing Institute of Technology,beijing institute of technology,China,2020,THE
University of Beira Interior,university of beira interior,Portugal,2020,THE
Beni-Suef University,beni suef university,Egypt,2020,THE
University of Bergamo,university of bergamo,Italy,2020,THE
Boğaziçi University,bogazici university,Turkey,2020,THE
University of Brighton,university of brighton,United Kingdom,2020,THE
Ca’ Foscari University of Venice,ca foscari university of venice,Italy,2020,THE
Cairo University,cairo university,Egypt,2020,THE
University of Calabria,university of calabria,Italy,2020,THE
University of Central Florida,university of central florida,United States,2020,THE
Central Queensland University,central queensland university,Australia,2020,THE
Chemnitz University of Technology,chemnitz university of technology,Germany,2020,THE
China Agricultural University,china agricultural university,China,2020,THE
"China University of Petroleum, Beijing",china university of petroleum beijing,China,2020,THE
Clemson University,clemson university,United States,2020,THE
University of Clermont Auvergne,university of clermont auvergne,France,2020,THE
University of Coimbra,university of coimbra,Portugal,2020,THE
COMSATS University Islamabad,comsats university islamabad,Pakistan,2020,THE
Concordia University,concordia university,Canada,2020,THE
University of Costa Rica,university of costa rica,Costa Rica,2020,THE
Coventry University,coventry university,United Kingdom,2020,THE
Creighton University,creighton university,United States,2020,THE
Dalian University of Technology,dalian university of technology,China,2020,THE
University of Delhi,university of delhi,India,2020,THE
De Montfort University,de montfort university,United Kingdom,2020,THE
Dublin City University,dublin city university,Ireland,2020,THE
East China University of Science and Technology,east china university of science and technology,China,2020,THE
École Centrale de Lyon,ecole centrale de lyon,France,2020,THE
École normale supérieure Paris-Saclay,ecole normale superieure paris saclay,France,2020,THE
University of Electronic Science and Technology of China,university of electronic science and technology of china,China,2020,THE
Eötvös Loránd University,eotvos lorand university,Hungary,2020,THE
Ewha Womans University,ewha womans university,South Korea,2020,THE
Federal University of Minas Gerais,federal university of minas gerais,Brazil,2020,THE
Universidade Federal do Rio Grande do Sul,universidade federal do rio grande do sul,Brazil,2020,THE
Universidade Federal de Santa Catarina,universidade federal de santa catarina,Brazil,2020,THE
Universidade Federal de São Paulo (UNIFESP),universidade federal de sao paulo,Brazil,2020,THE
Ferhat Abbas Sétif University 1,ferhat abbas setif university 1,Algeria,2020,THE
University of Girona,university of girona,Spain,2020,THE
Glasgow Caledonian University,glasgow caledonian university,United Kingdom,2020,THE
University of Granada,university of granada,Spain,2020,THE
University of Greenwich,university of greenwich,United Kingdom,2020,THE
University of Hertfordshire,university of hertfordshire,United Kingdom,2020,THE
Hiroshima University,hiroshima university,Japan,2020,THE
Huazhong Agricultural University,huazhong agricultural university,China,2020,THE
University of Huddersfield,university of huddersfield,United Kingdom,2020,THE
Reichman University,reichman university,Israel,2020,THE
Imam Khomeini International University,imam khomeini international university,Iran,2020,THE
"Indian Institute of Science Education and Research, Pune",indian institute of science education and research pune,India,2020,THE
Indian Institute of Technology Bhubaneswar,indian institute of technology bhubaneswar,India,2020,THE
Indian Institute of Technology Guwahati,indian institute of technology guwahati,India,2020,THE
Indian Institute of Technology Hyderabad,indian institute of technology hyderabad,India,2020,THE
Indian Institute of Technology Kanpur,indian institute of technology kanpur,India,2020,THE
Indian Institute of Technology Madras,indian institute of technology madras,India,2020,THE
University of Indonesia,university of indonesia,Indonesia,2020,THE
University of International Business and Economics,university of international business and economics,China,2020,THE
University of Ioannina,university of ioannina,Greece,2020,THE
Iran University of Medical Sciences,iran university of medical sciences,Iran,2020,THE
Iran University of Science and Technology,iran university of science and technology,Iran,2020,THE
ISCTE-University Institute of Lisbon,iscte university institute of lisbon,Portugal,2020,THE
Isfahan University of Technology,isfahan university of technology,Iran,2020,THE
Istanbul Technical University,istanbul technical university,Turkey,2020,THE
Jagiellonian University,jagiellonian university,Poland,2020,THE
Jamia Millia Islamia,jamia millia islamia,India,2020,THE
Jaume I University,jaume i university,Spain,2020,THE
Jawaharlal Nehru University,jawaharlal nehru university,India,2020,THE
Jiangsu Normal University,jiangsu normal university,China,2020,THE
The Jikei University School of Medicine,the jikei university school of medicine,Japan,2020,THE
University of Johannesburg,university of johannesburg,South Africa,2020,THE
Johannes Kepler University of Linz,johannes kepler university of linz,Austria,2020,THE
Kafrelsheikh University,kafrelsheikh university,Egypt,2020,THE
University of Kaiserslautern,university of kaiserslautern,Germany,2020,THE
Kansas State University,kansas state university,United States,2020,THE
Kazan Federal University,kazan federal university,Russian Federation,2020,THE
Universiti Kebangsaan Malaysia,universiti kebangsaan malaysia,Malaysia,2020,THE
Keio University,keio university,Japan,2020,THE
Kent State University,kent state university,United States,2020,THE
Kindai University,kindai university,Japan,2020,THE
King Khalid University,king khalid university,Saudi Arabia,2020,THE
Kobe University,kobe university,Japan,2020,THE
Konkuk University,konkuk university,South Korea,2020,THE
Kurume University,kurume university,Japan,2020,THE
Lakehead University,lakehead university,Canada,2020,THE
University of La Laguna,university of la laguna,Spain,2020,THE
Lehigh University,lehigh university,United States,2020,THE
University of Leoben,university of leoben,Austria,2020,THE
University of Lille,university of lille,France,2020,THE
University of Lincoln,university of lincoln,United Kingdom,2020,THE
University of Ljubljana,university of ljubljana,Slovenia,2020,THE
University of Lleida,university of lleida,Spain,2020,THE
University of Lorraine,university of lorraine,France,2020,THE
"Lumière University, Lyon 2",lumiere university lyon 2,France,2020,THE
Mae Fah Luang University,mae fah luang university,Thailand,2020,THE
Mahidol University,mahidol university,Thailand,2020,THE
Makerere University,makerere university,Uganda,2020,THE
Universiti Malaysia Perlis,universiti malaysia perlis,Malaysia,2020,THE
University of Malta,university of malta,Malta,2020,THE
Manchester Metropolitan University,manchester metropolitan university,United Kingdom,2020,THE
"University of Maryland, Baltimore County",university of maryland baltimore county,United States,2020,THE
Masaryk University,masaryk university,Czech Republic,2020,THE
Metropolitan Autonomous University,metropolitan autonomous university,Mexico,2020,THE
Middle East Technical University,middle east technical university,Turkey,2020,THE
Miguel Hernández University of Elche,miguel hernandez university of elche,Spain,2020,THE
University of Minho,university of minho,Portugal,2020,THE
Montana State University,montana state university,United States,2020,THE
Monterrey Institute of Technology,monterrey institute of technology,Mexico,2020,THE
Nanjing University of Information Science and Technology,nanjing university of information science and technology,China,2020,THE
Nanjing Medical University,nanjing medical university,China,2020,THE
Nanjing Normal University,nanjing normal university,China,2020,THE
Nantes Université,nantes universite,France,2020,THE
National Autonomous University of Mexico,national autonomous university of mexico,Mexico,2020,THE
National Cheng Kung University (NCKU),national cheng kung university,Taiwan,2020,THE
National Institute of Applied Sciences of Lyon (INSA Lyon),national institute of applied sciences of lyon,France,2020,THE
National University of Science and Technology (MISiS),national university of science and technology,Russian Federation,2020,THE
National Taiwan Normal University,national taiwan normal university,Taiwan,2020,THE
National Technical University of Athens,national technical university of athens,Greece,2020,THE
"University of Nevada, Las Vegas",university of nevada las vegas,United States,2020,THE
New Mexico State University (Main campus),new mexico state university,United States,2020,THE
Nippon Medical School,nippon medical school,Japan,2020,THE
University of North Carolina at Greensboro,university of north carolina at greensboro,United States,2020,THE
Northwestern Polytechnical University,northwestern polytechnical university,China,2020,THE
Nottingham Trent University,nottingham trent university,United Kingdom,2020,THE
NOVA University of Lisbon,nova university of lisbon,Portugal,2020,THE
Ohio University (Main campus),ohio university,United States,2020,THE
Old Dominion University,old dominion university,United States,2020,THE
University of Oviedo,university of oviedo,Spain,2020,THE
Oxford Brookes University,oxford brookes university,United Kingdom,2020,THE
Palacký University Olomouc,palacky university olomouc,Czech Republic,2020,THE
University of Palermo,university of palermo,Italy,2020,THE
Panjab University,panjab university,India,2020,THE
Panthéon-Sorbonne University – Paris 1,pantheon sorbonne university paris 1,France,2020,THE
University of Parma,university of parma,Italy,2020,THE
Universitat Politècnica de Catalunya,universitat politecnica de catalunya,Spain,2020,THE
Pontifical Catholic University of Rio de Janeiro (PUC-Rio),pontifical catholic university of rio de janeiro,Brazil,2020,THE
Portland State University,portland state university,United States,2020,THE
University of Pretoria,university of pretoria,South Africa,2020,THE
Pusan National University,pusan national university,South Korea,2020,THE
Universiti Putra Malaysia,universiti putra malaysia,Malaysia,2020,THE
Université du Québec,universite du quebec,Canada,2020,THE
University of Regina,university of regina,Canada,2020,THE
University of Rennes 1,university of rennes 1,France,2020,THE
Roskilde University,roskilde university,Denmark,2020,THE
Toronto Metropolitan University,toronto metropolitan university,Canada,2020,THE
Universiti Sains Malaysia,universiti sains malaysia,Malaysia,2020,THE
Saint Petersburg State University,saint petersburg state university,Russian Federation,2020,THE
University of Salamanca,university of salamanca,Spain,2020,THE
University of Salento,university of salento,Italy,2020,THE
University of Santiago de Compostela,university of santiago de compostela,Spain,2020,THE
University of Sassari,university of sassari,Italy,2020,THE
Savitribai Phule Pune University,savitribai phule pune university,India,2020,THE
Shahid Beheshti University of Medical Sciences,shahid beheshti university of medical sciences,Iran,2020,THE
Shandong University,shandong university,China,2020,THE
University of Sharjah,university of sharjah,United Arab Emirates,2020,THE
Université de Sherbrooke,universite de sherbrooke,Canada,2020,THE
Shiraz University of Technology,shiraz university of technology,Iran,2020,THE
Sichuan University,sichuan university,China,2020,THE
Sidi Mohamed Ben Abdellah University,sidi mohamed ben abdellah university,Morocco,2020,THE
University of South Dakota,university of south dakota,United States,2020,THE
Southern Cross University,southern cross university,Australia,2020,THE
University of Southern Queensland,university of southern queensland,Australia,2020,THE
University of Split,university of split,Croatia,2020,THE
Stevens Institute of Technology,stevens institute of technology,United States,2020,THE
University of the Sunshine Coast,university of the sunshine coast,Australia,2020,THE
University of Tabriz,university of tabriz,Iran,2020,THE
Tabriz University of Medical Sciences,tabriz university of medical sciences,Iran,2020,THE
University of Technology of Compiègne,university of technology of compiegne,France,2020,THE
University of Tehran,university of tehran,Iran,2020,THE
Universiti Teknologi Malaysia,universiti teknologi malaysia,Malaysia,2020,THE
Universiti Teknologi Petronas,universiti teknologi petronas,Malaysia,2020,THE
University of Texas at Arlington,university of texas at arlington,United States,2020,THE
Texas Tech University,texas tech university,United States,2020,THE
Thapar Institute of Engineering and Technology,thapar institute of engineering and technology,India,2020,THE
University of Thessaly,university of thessaly,Greece,2020,THE
Tokyo Metropolitan University,tokyo metropolitan university,Japan,2020,THE
University of Toledo,university of toledo,United States,2020,THE
Tomsk Polytechnic University,tomsk polytechnic university,Russian Federation,2020,THE
University of Tours,university of tours,France,2020,THE
TU Braunschweig,tu braunschweig,Germany,2020,THE
University of Ulsan,university of ulsan,South Korea,2020,THE
Ulster University,ulster university,United Kingdom,2020,THE
University of Warsaw,university of warsaw,Poland,2020,THE
Waseda University,waseda university,Japan,2020,THE
University of the West of England,university of the west of england,United Kingdom,2020,THE
University of the Western Cape,university of the western cape,South Africa,2020,THE
Western Washington University,western washington university,United States,2020,THE
University of Westminster,university of westminster,United Kingdom,2020,THE
West Virginia University,west virginia university,United States,2020,THE
University of Windsor,university of windsor,Canada,2020,THE
Worcester Polytechnic Institute,worcester polytechnic institute,United States,2020,THE
Acharya Nagarjuna University,acharya nagarjuna university,India,2020,THE
University of A Coruña,university of a coruna,Spain,2020,THE
"Adam Mickiewicz University, Poznań",adam mickiewicz university poznan,Poland,2020,THE
University of the Aegean,university of the aegean,Greece,2020,THE
"University of Agriculture, Faisalabad",university of agriculture faisalabad,Pakistan,2020,THE
Aichi Medical University,aichi medical university,Japan,2020,THE
Ain Shams University,ain shams university,Egypt,2020,THE
Ajou University,ajou university,South Korea,2020,THE
Al-Balqa Applied University,al balqa applied university,Jordan,2020,THE
University of Algarve,university of algarve,Portugal,2020,THE
University of Alicante,university of alicante,Spain,2020,THE
Aligarh Muslim University,aligarh muslim university,India,2020,THE
American University in Cairo,american university in cairo,Egypt,2020,THE
American University of Sharjah,american university of sharjah,United Arab Emirates,2020,THE
"Asia University, Taiwan",asia university taiwan,Taiwan,2020,THE
Athens University of Economics and Business,athens university of economics and business,Greece,2020,THE
Atılım University,atlm university,Turkey,2020,THE
Babeş-Bolyai University,babes bolyai university,Romania,2020,THE
University of Baghdad,university of baghdad,Iraq,2020,THE
Bauman Moscow State Technical University,bauman moscow state technical university,Russian Federation,2020,THE
University of Bedfordshire,university of bedfordshire,United Kingdom,2020,THE
Beijing Jiaotong University,beijing jiaotong university,China,2020,THE
University of Béjaïa,university of bejaia,Algeria,2020,THE
Benha University,benha university,Egypt,2020,THE
Birmingham City University,birmingham city university,United Kingdom,2020,THE
University of Bradford,university of bradford,United Kingdom,2020,THE
University of Brasília,university of brasilia,Brazil,2020,THE
Bucharest University of Economic Studies,bucharest university of economic studies,Romania,2020,THE
University of Cadiz,university of cadiz,Spain,2020,THE
Capital Medical University,capital medical university,China,2020,THE
Cardiff Metropolitan University,cardiff metropolitan university,United Kingdom,2020,THE
