year,country,region,country_avg_rank,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_citations,country_avg_international_ratio
2021,Botswana,Other,1277.0,1,1277.0,17.94,18.2,19.05,4.0
2018,Georgia,Asia,1078.0,1,1078.0,12.15,10.93,14.15,2.0
2020,Jamaica,Other,579.0,1,579.0,35.95,32.65,25.07,1.0
2023,Iceland,Europe,439.5,2,336.0,44.34,44.67,40.91,9.0
2016,Macao,Asia,428.0,1,428.0,33.81,38.6,37.02,31.0
2023,Georgia,Asia,905.5,2,611.0,18.94,15.55,12.44,3.0
2024,Ethiopia,Africa,1016.25,2,875.5,41.53,16.3,15.17,13.88
2018,Luxembourg,Europe,179.0,1,179.0,53.8,54.01,67.24,57.0
2025,Sudan,Africa,1100.5,1,1100.5,47.4,6.1,2.6,19.49
2025,Mauritius,Other,1212.0,1,1212.0,30.41,25.58,28.06,9.0
2021,Serbia,Europe,1001.0,3,1001.0,27.02,29.1,31.65,4.74
2024,Qatar,Asia,241.5,2,173.0,41.25,19.3,63.7,28.74
2018,Ghana,Africa,900.5,1,900.5,21.4,20.51,16.62,1.54
2022,Honduras,Latin America,1201.0,1,1201.0,27.7,25.0,26.34,19.95
2018,Bahrain,Asia,658.0,2,415.5,40.35,34.19,32.25,46.01
2020,Puerto Rico,Latin America,902.25,2,900.5,30.37,31.96,28.0,0.96
2018,Kenya,Africa,900.5,1,900.5,17.98,19.15,20.89,0.0
2024,North Macedonia,Other,1621.0,1,1621.0,20.51,21.19,26.48,5.0
2022,Qatar,Asia,224.0,1,224.0,40.7,35.55,30.7,35.93
2018,Belarus,Europe,554.75,2,334.0,32.4,32.43,29.91,12.9
2026,Hong Kong,Asia,172.0,2,33.0,67.06,72.79,68.93,46.5
2024,Zambia,Other,1367.0,1,1367.0,25.39,21.07,20.86,2.0
2019,Qatar,Asia,332.0,1,332.0,32.0,30.1,26.75,22.21
2017,Macau Sar,Asia,525.5,1,525.5,37.61,30.76,39.61,0.04
2025,Namibia,Other,1864.0,1,1864.0,18.59,19.56,20.19,3.0
2025,Tanzania,Other,1750.0,2,1669.0,20.96,16.41,18.65,0.0
2019,Bosnia And Herzegovina,Europe,575.5,1,575.5,54.3,67.13,56.64,16.38
2023,Kyrgyzstan,Asia,856.0,1,856.0,52.4,10.7,1.6,31.33
2017,Puerto Rico,Latin America,701.0,1,701.0,28.5,30.01,25.92,0.93
2026,Mongolia,Other,2036.0,1,2036.0,17.0,19.44,15.35,7.0
2026,Libya,Africa,1254.0,1,1254.0,31.18,6.8,1.3,2.0
2016,Mexico,Latin America,511.0,2,431.0,28.98,26.07,29.43,8.5
2017,Sri Lanka,Asia,701.0,1,701.0,12.58,10.78,8.78,0.66
2017,Belarus,Europe,527.5,2,354.0,30.75,25.44,31.22,12.51
2017,Bangladesh,Asia,701.0,1,701.0,28.5,37.05,26.37,141.09
2026,Mozambique,Other,1393.0,1,1393.0,28.71,25.89,32.5,1.0
2022,Montenegro,Other,1528.0,1,1528.0,15.83,17.89,14.23,2.0
2024,Namibia,Other,1261.0,1,1261.0,27.09,25.12,26.06,3.0
2021,Bosnia And Herzegovina,Europe,1001.0,1,1001.0,34.4,35.7,29.95,3.34
2024,Guatemala,Americas,1300.5,1,1300.5,31.7,9.3,1.0,30.86
2024,Paraguay,Latin America,1100.5,1,1100.5,42.2,5.4,1.1,17.61
2016,Cyprus,Europe,366.0,1,366.0,37.31,47.81,43.41,8.0
2018,Qatar,Asia,349.0,1,349.0,33.8,39.59,27.79,23.96
2018,"Palestinian Territory, Occupied",Asia,900.5,1,900.5,18.4,21.07,22.76,4.63
2026,Rwanda,Other,1837.0,1,1837.0,21.32,23.33,22.25,3.0
2017,Algeria,Other,910.0,1,910.0,14.62,11.69,14.41,1.0
2023,Jamaica,Other,551.0,1,551.0,40.94,32.7,32.29,1.0
2023,Syrian Arab Republic,Asia,1406.0,1,1406.0,21.8,5.5,1.2,20.67
2026,Jamaica,Other,1422.0,1,1422.0,28.42,29.17,28.2,1.0
2019,Kenya,Africa,900.5,1,900.5,16.66,14.74,17.12,1.0
2020,Bahrain,Asia,900.5,1,900.5,35.5,30.31,34.39,17.94
2024,Fiji,Other,1042.0,1,1042.0,31.75,41.17,31.09,1.0
2021,Nepal,Other,998.0,1,998.0,25.16,26.47,27.87,0.0
2016,Indonesia,Asia,764.0,1,764.0,15.79,12.82,15.97,0.0
2016,Nigeria,Africa,791.0,1,791.0,14.21,15.45,15.34,1.0
2022,Malta,Europe,900.5,1,900.5,31.89,37.2,33.28,8.05
2026,Sudan,Africa,1300.5,1,1300.5,40.6,8.9,5.1,22.8
2019,Northern Cyprus,Not Classified,651.0,1,651.0,31.2,32.11,36.16,84.0
2020,Macau Sar,Asia,387.0,1,387.0,28.7,27.23,33.95,0.04
2023,Nepal,Other,893.0,1,893.0,31.9,28.88,32.93,0.0
2026,Kosovo,Other,2017.0,1,2017.0,17.47,17.19,19.88,2.0
2016,Oman,Asia,662.0,1,662.0,20.67,26.9,18.84,3.0
2025,Kosovo,Other,1916.0,1,1916.0,17.19,17.7,17.01,1.0
2022,Kenya,Africa,1100.5,1,1100.5,40.04,36.59,44.0,2.0
2022,Luxembourg,Europe,261.0,1,261.0,50.02,49.33,50.78,52.0
2019,Kuwait,Asia,900.5,1,900.5,22.24,23.17,23.16,14.07
2024,Zimbabwe,Other,1469.0,1,1469.0,23.32,27.75,23.84,0.0
