year,Rank,Name,Country,No. of FTE students,No. of students per staff,International students,Female:Male ratio,rank_prefix
2020,1001+,Tottori University,Japan,"6,096",7.5,2%,36 : 64,
2020,1001+,University of Toyama,Japan,"9,133",12.0,3%,40 : 60,
2020,1001+,Toyo University,Japan,"32,404",30.5,5%,42 : 58,
2020,1001+,Toyohashi University of Technology (TUT),Japan,"2,135",8.8,7%,9 : 91,
2020,1001+,Tribhuvan University,Nepal,"418,053",36.0,0%,45 : 55,
2020,1001+,Tunghai University,Taiwan,"15,704",26.8,10%,54 : 46,
2020,1001+,University of Tunis El Manar,Tunisia,"33,923",10.1,1%,64 : 36,
2020,1001+,Tzu Chi University,Taiwan,"3,492",10.1,5%,60 : 40,
2020,1001+,Ufa State Aviation Technical University,Russian Federation,"14,111",5.6,1%,39 : 61,
2020,1001+,Unisinos University,Brazil,"21,715",23.7,0%,51 : 49,
2020,1001+,Ural Federal University,Russian Federation,"25,000",11.6,11%,50 : 50,
2020,1001+,Urmia University,Iran,"13,500",28.6,0%,50 : 50,
2020,1001+,Utsunomiya University,Japan,"4,872",13.4,4%,36 : 64,
2020,1001+,University of Valladolid,Spain,"23,232",12.3,6%,54 : 46,
2020,1001+,University of Valparaíso,Chile,"16,211",18.5,3%,59 : 41,
2020,1001+,"University of Veterinary and Animal Sciences, Lahore",Pakistan,"5,794",28.5,1%,49 : 51,
2020,1001+,Vietnam National University (Ho Chi Minh City),Vietnam,"63,479",21.7,1%,,
2020,1001+,Vilnius Gediminas Technical University (Vilnius Tech),Lithuania,"9,551",14.1,10%,48 : 52,
2020,1001+,V.N. Karazin Kharkiv National University,Ukraine,"17,109",9.1,25%,48 : 52,
2020,1001+,Volgograd State Technical University,Russian Federation,"14,764",15.0,7%,35 : 65,
2020,1001+,Voronezh State University,Russian Federation,"15,246",11.0,10%,58 : 42,
2020,1001+,VSB - Technical University of Ostrava,Czechia,"13,381",14.7,13%,36 : 64,
2020,1001+,Warsaw University of Technology,Poland,"29,709",12.9,6%,34 : 66,
2020,1001+,Wenzhou Medical University,China,"15,971",11.7,5%,61 : 39,
2020,1001+,University of West Bohemia,Czechia,"10,540",15.2,5%,54 : 46,
2020,1001+,West University of Timişoara,Romania,"13,550",18.0,4%,66 : 34,
2020,1001+,Wrocław University of Science and Technology,Poland,"28,329",14.8,3%,34 : 66,
2020,1001+,Yamagata University,Japan,"8,913",8.7,2%,36 : 64,
2020,1001+,Yamaguchi University,Japan,"10,580",10.8,5%,37 : 63,
2020,1001+,University of Yamanashi,Japan,"4,659",6.3,4%,31 : 69,
2020,1001+,Yanshan University,China,"32,748",15.3,1%,39 : 61,
2020,1001+,Yarmouk University,Jordan,"35,353",30.4,9%,61 : 39,
2020,1001+,Yazd University,Iran,"13,745",30.2,1%,58 : 42,
2020,1001+,Yeditepe University,Turkey,"19,508",37.4,2%,55 : 45,
2020,1001+,Yildiz Technical University,Turkey,"36,946",33.5,4%,39 : 61,
2020,1001+,Yokohama National University,Japan,"9,889",12.5,7%,29 : 71,
2020,1001+,Yuan Ze University,Taiwan,"8,356",19.5,8%,42 : 58,
2020,1001+,Zagazig University,Egypt,"156,419",24.0,1%,53 : 47,
2020,1001+,University of Zagreb,Croatia,"68,216",18.9,3%,59 : 41,
2020,1001+,University of Zanjan,Iran,"9,980",25.1,0%,54 : 46,
2020,1001+,Zhejiang University of Technology,China,"31,228",14.7,8%,,
