year,Rank,Name,Country,Overall,Teaching,Research Environment,Research Quality,Industry,International Outlook,rank_prefix
2024,1201–1500,"The University of Agriculture, Peshawar",Pakistan,22.8–28.2,15.6,10.2,36.5,22.3,48.1,
2024,1201–1500,The University of Electro-Communications,Japan,22.8–28.2,22.3,22.7,28.4,65.9,37.5,
2024,1201–1500,Thiagarajar College of Engineering,India,22.8–28.2,18.7,8.9,41.9,20.2,18.0,
2024,1201–1500,Toho University,Japan,22.8–28.2,24.7,15.0,33.7,57.3,21.5,
2024,1201–1500,Tokai University,Japan,22.8–28.2,18.3,12.0,36.5,46.0,30.4,
2024,1201–1500,Tokushima University,Japan,22.8–28.2,29.2,24.0,24.4,81.6,26.4,
2024,1201–1500,Tokyo University of Marine Science and Technology,Japan,22.8–28.2,31.3,15.2,19.7,43.1,44.4,
2024,1201–1500,Tokyo University of Science,Japan,22.8–28.2,24.0,26.1,26.4,74.0,29.1,
2024,1201–1500,Tomas Bata University in Zlín,Czechia,22.8–28.2,18.1,21.0,31.8,26.1,51.3,
2024,1201–1500,Transilvania University of Brașov,Romania,22.8–28.2,15.4,11.5,49.8,18.7,36.9,
2024,1201–1500,Tribhuvan University,Nepal,22.8–28.2,11.3,8.2,49.5,15.9,46.7,
2024,1201–1500,Tunghai University,Taiwan,22.8–28.2,16.5,14.4,37.8,49.4,46.6,
2024,1201–1500,Tzu Chi University,Taiwan,22.8–28.2,25.3,26.0,18.3,65.6,27.1,
2024,1201–1500,UNIR – International University of La Rioja,Spain,22.8–28.2,11.9,13.9,38.0,15.6,58.6,
2024,1201–1500,Unisinos University,Brazil,22.8–28.2,30.1,15.4,22.3,25.2,29.3,
2024,1201–1500,Universidad Católica San Antonio de Murcia (UCAM),Spain,22.8–28.2,16.7,14.3,33.9,25.3,54.2,
2024,1201–1500,Universidad de Cartagena,Colombia,22.8–28.2,13.8,9.1,56.8,17.2,41.2,
2024,1201–1500,Universidade do Estado do Rio de Janeiro (UERJ),Brazil,22.8–28.2,31.8,13.5,24.6,26.3,30.4,
2024,1201–1500,Universidade Eduardo Mondlane,Mozambique,22.8–28.2,10.1,9.4,56.7,16.6,51.1,
2024,1201–1500,Universidade Federal da Bahia,Brazil,22.8–28.2,27.5,12.3,30.5,19.7,28.4,
2024,1201–1500,Universidade Federal de Pernambuco,Brazil,22.8–28.2,30.7,13.3,25.1,40.2,25.7,
2024,1201–1500,Universidade Federal do ABC (UFABC),Brazil,22.8–28.2,16.8,17.6,41.1,26.6,45.9,
2024,1201–1500,Universidade Federal do Ceará (UFC),Brazil,22.8–28.2,24.2,16.6,24.6,44.5,27.2,
2024,1201–1500,Universidade Federal do Paraná (UFPR),Brazil,22.8–28.2,28.4,16.4,29.1,49.2,27.6,
2024,1201–1500,Universidade Lusófona,Portugal,22.8–28.2,23.2,8.6,35.7,17.8,59.7,
2024,1201–1500,Universidad Loyola,Spain,22.8–28.2,23.2,13.0,39.2,17.3,48.8,
2024,1201–1500,Universitas Airlangga,Indonesia,22.8–28.2,28.5,12.5,31.9,19.1,57.3,
2024,1201–1500,Universitas Gadjah Mada,Indonesia,22.8–28.2,30.9,19.8,21.7,52.8,45.8,
2024,1201–1500,Universitas Sebelas Maret,Indonesia,22.8–28.2,19.3,19.3,33.9,48.3,33.3,
2024,1201–1500,Universitas Syiah Kuala,Indonesia,22.8–28.2,14.0,9.4,51.5,19.5,25.8,
2024,1201–1500,Université de Skikda,Algeria,22.8–28.2,12.5,7.6,51.3,15.8,40.6,
2024,1201–1500,Université Hassan II de Casablanca,Morocco,22.8–28.2,19.5,9.2,39.9,24.6,28.2,
2024,1201–1500,Université Polytechnique Hauts-de-France,France,22.8–28.2,15.8,8.7,36.6,57.8,70.3,
2024,1201–1500,Université Saint-Joseph de Beyrouth,Lebanon,22.8–28.2,32.6,10.9,24.2,27.0,69.7,
2024,1201–1500,Université Sorbonne Nouvelle,France,22.8–28.2,25.7,15.3,20.8,15.6,70.0,
2024,1201–1500,Universiti Malaysia Perlis,Malaysia,22.8–28.2,21.6,12.5,46.0,26.0,33.3,
2024,1201–1500,Universiti Sultan Zainal Abidin,Malaysia,22.8–28.2,24.1,11.3,38.6,16.5,47.0,
2024,1201–1500,Universiti Teknikal Malaysia Melaka,Malaysia,22.8–28.2,20.1,11.4,32.6,19.6,44.2,
2024,1201–1500,Universiti Tun Hussein Onn Malaysia (UTHM),Malaysia,22.8–28.2,22.0,13.5,37.0,18.5,42.1,
2024,1201–1500,University Cadi Ayyad of Marrakech,Morocco,22.8–28.2,20.5,11.5,36.5,21.6,40.2,
2024,1201–1500,University of Al-Qadisiyah,Iraq,22.8–28.2,18.5,7.8,55.0,16.7,26.3,
2024,1201–1500,University of Antioquia,Colombia,22.8–28.2,17.7,20.3,33.5,37.0,40.9,
2024,1201–1500,University of Antofagasta,Chile,22.8–28.2,16.9,9.4,51.7,17.2,53.2,
2024,1201–1500,University of Babylon,Iraq,22.8–28.2,21.4,8.2,47.3,30.3,21.4,
2024,1201–1500,University of Botswana,Botswana,22.8–28.2,16.8,14.2,46.5,19.9,58.4,
2024,1201–1500,University of Brasília,Brazil,22.8–28.2,32.6,14.9,28.7,27.7,36.9,
2024,1201–1500,University of Burgos,Spain,22.8–28.2,22.1,14.7,41.7,39.7,38.0,
2024,1201–1500,University of Carthage,Tunisia,22.8–28.2,23.8,9.9,31.2,20.7,44.4,
2024,1201–1500,University of Chester,United Kingdom,22.8–28.2,18.5,13.0,30.3,19.8,64.9,
2024,1201–1500,University of Concepción,Chile,22.8–28.2,17.3,16.4,38.2,44.6,52.0,
2024,1201–1500,University of Costa Rica,Costa Rica,22.8–28.2,19.3,9.1,43.0,19.5,46.7,
2024,1201–1500,University of Diyala,Iraq,22.8–28.2,26.6,8.2,44.3,20.5,28.3,
2024,1201–1500,"University of Education, Lahore",Pakistan,22.8–28.2,11.4,9.1,56.9,15.9,50.5,
2024,1201–1500,University of Gdańsk,Poland,22.8–28.2,23.6,14.8,30.8,21.7,35.1,
2024,1201–1500,University of Guilan,Iran,22.8–28.2,21.2,17.5,46.2,27.9,23.4,
2024,1201–1500,University of Hormozgan,Iran,22.8–28.2,24.6,14.1,37.6,22.8,26.4,
2024,1201–1500,University of Hradec Králové,Czechia,22.8–28.2,19.7,15.2,40.8,23.5,60.4,
2024,1201–1500,University of Ilorin,Nigeria,22.8–28.2,20.6,10.9,46.1,18.1,40.1,
2024,1201–1500,University of La Frontera,Chile,22.8–28.2,17.6,12.3,32.7,22.8,51.3,
2024,1201–1500,University of La Serena,Chile,22.8–28.2,12.3,9.9,49.2,16.4,50.4,
2024,1201–1500,University of Lethbridge,Canada,22.8–28.2,20.3,14.1,31.2,34.6,61.4,
2024,1201–1500,University of Manouba,Tunisia,22.8–28.2,21.8,9.2,44.2,19.4,45.8,
2024,1201–1500,University of Maribor,Slovenia,22.8–28.2,20.1,16.9,40.8,36.5,38.9,
2024,1201–1500,University of Mauritius,Mauritius,22.8–28.2,17.6,13.4,45.3,40.3,35.4,
2024,1201–1500,University of Medicine and Pharmacy of Craiova,Romania,22.8–28.2,24.3,9.9,37.2,19.2,40.5,
2024,1201–1500,University of Monastir,Tunisia,22.8–28.2,25.7,10.1,36.2,28.1,46.0,
2024,1201–1500,University of Nairobi,Kenya,22.8–28.2,12.0,10.6,45.9,18.8,49.8,
2024,1201–1500,University of Namibia,Namibia,22.8–28.2,13.1,8.6,51.3,15.8,62.8,
2024,1201–1500,University of Nigeria Nsukka,Nigeria,22.8–28.2,29.1,10.6,30.3,17.3,37.0,
2024,1201–1500,University of Oradea,Romania,22.8–28.2,16.7,14.6,35.0,16.9,41.0,
2024,1201–1500,University of Pau and Pays de l’Adour,France,22.8–28.2,23.4,12.4,21.6,28.5,79.9,
2024,1201–1500,University of Puerto Rico,Puerto Rico,22.8–28.2,25.0,11.4,40.8,37.6,44.4,
2024,1201–1500,University of Qom,Iran,22.8–28.2,22.2,12.1,35.1,17.3,48.6,
2024,1201–1500,University of Shanghai for Science and Technology,China,22.8–28.2,23.1,11.5,40.4,36.7,26.6,
2024,1201–1500,University of Sousse,Tunisia,22.8–28.2,30.3,10.3,31.4,19.3,40.1,
2024,1201–1500,University of South China,China,22.8–28.2,26.8,13.9,27.7,30.6,22.3,
2024,1201–1500,University of Split,Croatia,22.8–28.2,17.9,13.9,49.1,23.1,36.0,
2024,1201–1500,University of Sunderland,United Kingdom,22.8–28.2,18.2,9.9,40.2,42.1,71.6,
2024,1201–1500,University of Talca,Chile,22.8–28.2,17.4,13.7,31.5,36.7,52.3,
2024,1201–1500,University of Tarapacá,Chile,22.8–28.2,12.4,19.0,45.1,19.4,59.0,
2024,1201–1500,University of Technology of Compiègne,France,22.8–28.2,26.7,10.9,24.3,48.8,83.8,
2024,1201–1500,University of Texas Rio Grande Valley,United States,22.8–28.2,17.9,8.5,45.1,17.4,46.1,
2024,1201–1500,"University of the Andes, Chile",Chile,22.8–28.2,20.6,15.7,30.1,17.2,50.0,
2024,1201–1500,University of the Philippines,Philippines,22.8–28.2,25.4,15.3,38.7,22.8,38.4,
2024,1201–1500,University of Toyama,Japan,22.8–28.2,27.0,14.6,29.2,61.9,33.1,
2024,1201–1500,University of Tunis,Tunisia,22.8–28.2,30.9,10.3,23.5,16.6,39.2,
2024,1201–1500,University of Valladolid,Spain,22.8–28.2,25.1,14.4,37.9,43.8,38.1,
2024,1201–1500,University of Venda,South Africa,22.8–28.2,20.3,29.2,19.9,16.8,49.0,
2024,1201–1500,University of West Bohemia,Czechia,22.8–28.2,20.5,18.0,35.2,27.7,32.4,
2024,1201–1500,University of Western Macedonia,Greece,22.8–28.2,11.6,17.1,39.3,26.2,27.9,
2024,1201–1500,University of Yamanashi,Japan,22.8–28.2,27.8,13.1,25.9,45.4,29.0,
2024,1201–1500,University of Zambia,Zambia,22.8–28.2,13.2,9.8,45.8,19.9,54.9,
2024,1201–1500,University of Zanjan,Iran,22.8–28.2,17.1,12.3,42.6,21.5,27.3,
2024,1201–1500,University of Zimbabwe,Zimbabwe,22.8–28.2,12.9,12.7,37.3,20.9,50.8,
2024,1201–1500,University Rey Juan Carlos,Spain,22.8–28.2,15.8,13.4,51.2,31.3,39.9,
2024,1201–1500,Veltech University,India,22.8–28.2,17.9,9.1,44.4,16.0,27.7,
2024,1201–1500,"Vietnam National University, Hanoi",Vietnam,22.8–28.2,20.9,11.2,46.8,19.1,48.9,
2024,1201–1500,Vilnius Gediminas Technical University (Vilnius Tech),Lithuania,22.8–28.2,22.0,16.3,36.0,57.8,47.2,
2024,1201–1500,"Visvesvaraya National Institute of Technology, Nagpur",India,22.8–28.2,24.5,13.4,41.8,40.4,20.1,
2024,1201–1500,Volgograd State University,Russian Federation,22.8–28.2,24.0,12.9,34.5,15.8,27.9,
2024,1201–1500,VSB - Technical University of Ostrava,Czechia,22.8–28.2,26.8,19.7,27.8,31.0,46.9,
2024,1201–1500,Vytautas Magnus University,Lithuania,22.8–28.2,22.4,12.3,27.4,20.9,61.9,
2024,1201–1500,Walailak University,Thailand,22.8–28.2,20.9,13.3,35.5,16.3,40.7,
2024,1201–1500,Warsaw University of Life Sciences – SGGW,Poland,22.8–28.2,19.9,11.8,41.6,23.4,34.2,
2024,1201–1500,Warsaw University of Technology,Poland,22.8–28.2,22.0,19.6,33.3,53.5,31.7,
2024,1201–1500,West University of Timişoara,Romania,22.8–28.2,24.3,13.7,40.2,17.4,34.9,
2024,1201–1500,Wrocław University of Environmental and Life Sciences,Poland,22.8–28.2,19.1,13.9,34.3,49.8,29.6,
2024,1201–1500,Wrocław University of Science and Technology,Poland,22.8–28.2,19.7,17.4,33.1,54.6,29.7,
2024,1201–1500,Wuhan Textile University,China,22.8–28.2,15.0,11.0,46.2,36.7,23.5,
2024,1201–1500,Xiangtan University,China,22.8–28.2,17.0,15.9,49.0,33.7,21.8,
2024,1201–1500,Xuzhou Medical University,China,22.8–28.2,15.8,16.3,43.5,26.0,21.4,
2024,1201–1500,Yamagata University,Japan,22.8–28.2,28.0,15.3,24.8,72.2,32.3,
2024,1201–1500,Yamaguchi University,Japan,22.8–28.2,28.5,13.4,21.4,57.3,33.4,
2024,1201–1500,Yarmouk University,Jordan,22.8–28.2,19.9,12.9,41.5,20.8,53.1,
2024,1201–1500,Yasouj University,Iran,22.8–28.2,14.7,14.5,52.3,20.1,22.4,
2024,1201–1500,Yokohama National University,Japan,22.8–28.2,26.0,22.5,19.1,71.2,36.1,
2024,1201–1500,Yuan Ze University,Taiwan,22.8–28.2,18.5,24.1,32.1,69.0,42.8,
2024,1201–1500,Zanjan University of Medical Sciences,Iran,22.8–28.2,36.4,12.6,35.5,24.2,21.5,
2024,1201–1500,Zhejiang Chinese Medical University,China,22.8–28.2,16.5,16.4,34.5,37.2,23.0,
2024,1501+,Abdelmalek Essaâdi University,Morocco,9.7–22.7,21.6,9.7,30.1,17.2,29.4,
2024,1501+,Acıbadem University,Turkey,9.7–22.7,25.8,12.0,22.7,24.2,30.3,
2024,1501+,Adelphi University,United States,9.7–22.7,24.1,7.7,26.1,16.4,33.0,
2024,1501+,Afe Babalola University,Nigeria,9.7–22.7,23.4,11.6,17.2,24.6,43.6,
2024,1501+,Akita University,Japan,9.7–22.7,25.6,13.4,20.8,39.1,26.7,
2024,1501+,Aksaray University,Turkey,9.7–22.7,11.6,8.8,23.5,26.8,28.0,
2024,1501+,Alexandru Ioan Cuza University,Romania,9.7–22.7,16.5,12.1,31.6,18.3,40.2,
2024,1501+,Altai State University,Russian Federation,9.7–22.7,20.5,16.5,15.2,25.2,64.4,
2024,1501+,Alzahra University,Iran,9.7–22.7,25.4,15.3,24.6,19.6,31.0,
2024,1501+,Andhra University,India,9.7–22.7,38.2,10.4,18.7,26.1,24.1,
2024,1501+,Ankara University,Turkey,9.7–22.7,18.2,11.6,30.5,36.6,34.4,
2024,1501+,Ankara Yildirim Beyazit University,Turkey,9.7–22.7,19.2,12.6,23.1,17.3,35.4,
2024,1501+,Annamalai University,India,9.7–22.7,35.5,9.6,20.0,22.2,20.1,
2024,1501+,Antonio Nariño University,Colombia,9.7–22.7,16.6,7.9,33.1,16.0,51.5,
2024,1501+,Aoyama Gakuin University,Japan,9.7–22.7,20.0,8.9,10.4,22.2,36.2,
2024,1501+,Arak University,Iran,9.7–22.7,19.5,11.2,32.7,20.1,26.3,
2024,1501+,Autonomous University of Baja California,Mexico,9.7–22.7,13.0,9.0,12.6,17.0,35.7,
2024,1501+,Badji Mokhtar University – Annaba,Algeria,9.7–22.7,34.1,16.2,12.5,16.9,35.0,
2024,1501+,Baku State University,Azerbaijan,9.7–22.7,20.1,8.6,13.8,19.7,35.5,
2024,1501+,Başkent University,Turkey,9.7–22.7,20.0,12.2,15.7,29.1,22.0,
2024,1501+,Belgorod State National Research University,Russian Federation,9.7–22.7,23.4,13.7,10.6,34.1,42.3,
2024,1501+,Benemérita Universidad Autónoma de Puebla,Mexico,9.7–22.7,15.6,9.5,17.1,19.4,37.7,
2024,1501+,Bernardo O’Higgins University,Chile,9.7–22.7,13.9,10.3,10.7,20.9,54.0,
2024,1501+,Bharath Institute of Higher Education and Research,India,9.7–22.7,21.1,7.3,30.2,21.2,35.9,
2024,1501+,Bharati Vidyapeeth University,India,9.7–22.7,24.8,9.4,13.5,30.4,18.8,
2024,1501+,Bialystok University of Technology,Poland,9.7–22.7,23.0,14.9,23.1,20.6,24.3,
2024,1501+,Bilecik Şeyh Edebali University,Turkey,9.7–22.7,14.5,9.5,22.8,17.8,32.0,
2024,1501+,Blida 1 University,Algeria,9.7–22.7,19.6,8.6,14.9,16.7,36.8,
2024,1501+,Bolu Abant Izzet Baysal University,Turkey,9.7–22.7,15.6,9.3,29.2,17.4,32.4,
2024,1501+,Bozok University,Turkey,9.7–22.7,16.1,9.4,30.3,16.9,28.9,
2024,1501+,Burapha University,Thailand,9.7–22.7,16.0,9.8,10.3,20.9,27.6,
2024,1501+,Bursa Technical University,Turkey,9.7–22.7,13.7,9.4,30.4,18.5,29.7,
2024,1501+,Bursa Uludağ University,Turkey,9.7–22.7,18.8,10.4,20.0,31.0,32.3,
2024,1501+,Çankırı Karatekin University,Turkey,9.7–22.7,12.5,9.5,22.7,15.6,41.0,
2024,1501+,Catholic University of Brasília,Brazil,9.7–22.7,15.4,10.5,11.7,19.0,35.7,
2024,1501+,Catholic University of the North,Chile,9.7–22.7,14.2,15.2,29.0,18.2,58.0,
2024,1501+,Ceará State University,Brazil,9.7–22.7,21.1,11.4,8.9,17.9,20.2,
2024,1501+,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET-RJ),Brazil,9.7–22.7,12.4,9.7,18.2,16.7,30.6,
2024,1501+,CES University,Colombia,9.7–22.7,19.2,9.1,5.8,16.4,37.1,
2024,1501+,Chaoyang University of Technology,Taiwan,9.7–22.7,14.1,18.2,28.2,47.0,38.9,
2024,1501+,Chelyabinsk State University,Russian Federation,9.7–22.7,12.3,10.7,10.7,17.0,25.9,
2024,1501+,Chiba Institute of Technology,Japan,9.7–22.7,14.8,8.8,13.0,26.1,20.9,
2024,1501+,Chinese Culture University,Taiwan,9.7–22.7,13.9,10.0,16.8,26.1,29.8,
2024,1501+,Chubu University,Japan,9.7–22.7,17.1,11.9,15.9,33.4,34.1,
2024,1501+,Chuo University,Japan,9.7–22.7,18.7,12.7,15.5,27.2,30.4,
2024,1501+,College of Charleston,United States,9.7–22.7,17.4,7.9,30.4,23.2,29.8,
2024,1501+,Comillas Pontifical University,Spain,9.7–22.7,18.3,15.7,26.3,31.4,44.2,
2024,1501+,Communication University of China,China,9.7–22.7,27.5,17.3,15.5,37.6,23.4,
2024,1501+,Cracow University of Technology,Poland,9.7–22.7,21.2,10.7,30.4,28.2,27.3,
2024,1501+,Damghan University,Iran,9.7–22.7,17.7,11.4,27.0,17.9,27.9,
2024,1501+,De La Salle University,Philippines,9.7–22.7,19.6,12.8,31.3,17.4,29.3,
2024,1501+,Dicle University,Turkey,9.7–22.7,30.3,16.9,12.7,53.0,21.9,
2024,1501+,Diponegoro University,Indonesia,9.7–22.7,27.1,15.4,19.1,42.9,35.1,
2024,1501+,Dokkyo Medical University,Japan,9.7–22.7,26.7,10.3,22.0,37.9,19.1,
2024,1501+,Doshisha University,Japan,9.7–22.7,17.9,10.9,11.1,30.7,35.5,
2024,1501+,Kütahya Dumlupınar University,Turkey,9.7–22.7,10.9,7.8,23.3,19.8,38.5,
2024,1501+,Dunarea de Jos University of Galati,Romania,9.7–22.7,19.8,9.2,17.5,16.4,46.1,
2024,1501+,EAFIT University,Colombia,9.7–22.7,17.0,11.0,16.5,16.5,44.7,
2024,1501+,El Bosque University,Colombia,9.7–22.7,23.7,9.3,20.0,16.9,46.6,
2024,1501+,Erzincan Binali Yıldırım University,Turkey,9.7–22.7,12.0,8.7,37.6,16.6,23.7,
2024,1501+,Escuela Politécnica Nacional,Ecuador,9.7–22.7,18.2,9.4,29.0,18.6,52.1,
2024,1501+,Eskişehir Osmangazi University,Turkey,9.7–22.7,21.5,16.6,20.5,19.2,27.0,
2024,1501+,Federal Rural University of Pernambuco,Brazil,9.7–22.7,25.0,11.0,19.1,20.0,23.4,
2024,1501+,"Federal University of Agriculture, Abeokuta",Nigeria,9.7–22.7,15.6,8.0,24.5,17.0,31.4,
2024,1501+,Federal University of Itajubá,Brazil,9.7–22.7,17.7,9.6,21.3,20.5,28.0,
2024,1501+,Federal University of Mato Grosso do Sul,Brazil,9.7–22.7,21.4,11.7,22.3,33.0,28.9,
2024,1501+,Federal University of Pará,Brazil,9.7–22.7,22.6,11.7,21.3,21.7,26.8,
2024,1501+,Fluminense Federal University,Brazil,9.7–22.7,21.0,13.1,27.8,22.5,30.8,
2024,1501+,Fukuoka University,Japan,9.7–22.7,23.5,9.7,17.9,37.1,24.4,
2024,1501+,Gaziantep University,Turkey,9.7–22.7,15.6,10.8,33.0,20.1,39.5,
2024,1501+,Georgian Technical University,Georgia,9.7–22.7,32.4,9.3,22.2,16.1,40.8,
2024,1501+,German University in Cairo,Egypt,9.7–22.7,18.6,8.7,34.0,16.8,48.6,
2024,1501+,Gheorghe Asachi Technical University of Iaşi,Romania,9.7–22.7,15.9,9.6,23.2,26.2,32.1,
2024,1501+,GITAM University,India,9.7–22.7,19.6,9.3,20.8,19.0,25.2,
2024,1501+,Goa University,India,9.7–22.7,32.1,12.4,23.0,18.6,24.1,
2024,1501+,Grigore T. Popa University of Medicine and Pharmacy,Romania,9.7–22.7,22.5,10.1,18.9,22.5,42.1,
2024,1501+,Gubkin Russian State University of Oil and Gas,Russian Federation,9.7–22.7,23.4,10.5,12.5,38.2,26.8,
2024,1501+,Hanoi University of Science and Technology,Vietnam,9.7–22.7,15.7,15.7,27.4,43.4,39.7,
2024,1501+,Hasanuddin University,Indonesia,9.7–22.7,18.8,11.2,25.8,27.5,19.8,
2024,1501+,Hassiba Benbouali University of Chlef,Algeria,9.7–22.7,15.5,12.3,20.7,32.7,41.9,
2024,1501+,Hellenic Open University,Greece,9.7–22.7,22.4,8.5,34.2,15.8,26.2,
2024,1501+,Herzen State Pedagogical University of Russia,Russian Federation,9.7–22.7,20.2,11.5,9.8,17.6,39.2,
2024,1501+,Hindustan Institute of Technology and Science,India,9.7–22.7,21.9,9.3,33.6,16.3,23.4,
2024,1501+,Hitit University,Turkey,9.7–22.7,15.2,9.8,15.1,16.5,22.8,
2024,1501+,Hosei University,Japan,9.7–22.7,15.2,11.0,34.0,23.9,38.3,
2024,1501+,Hue University,Vietnam,9.7–22.7,13.3,8.7,16.4,16.2,49.2,
2024,1501+,Ibaraki University,Japan,9.7–22.7,18.9,12.5,12.2,36.9,27.4,
2024,1501+,Industrial University of Tyumen,Russian Federation,9.7–22.7,19.5,8.4,14.0,18.3,23.1,
2024,1501+,Inönü University,Turkey,9.7–22.7,17.8,9.4,21.5,18.0,21.1,
2024,1501+,Instituto Politécnico de Viana do Castelo,Portugal,9.7–22.7,13.0,9.6,35.4,18.7,44.1,
2024,1501+,Instituto Politécnico Nacional (IPN),Mexico,9.7–22.7,20.7,9.9,14.5,26.7,25.5,
2024,1501+,International Hellenic University,Greece,9.7–22.7,9.6,9.4,36.5,20.1,30.7,
2024,1501+,Irkutsk National Research Technical University,Russian Federation,9.7–22.7,21.7,9.6,23.4,24.2,33.8,
2024,1501+,Irkutsk State University,Russian Federation,9.7–22.7,18.6,11.5,9.1,18.9,28.1,
2024,1501+,Islamic University of Indonesia,Indonesia,9.7–22.7,15.8,9.7,12.5,17.3,35.5,
2024,1501+,Istanbul Aydın University,Turkey,9.7–22.7,17.0,9.2,32.3,15.8,56.9,
2024,1501+,Istanbul Medipol University,Turkey,9.7–22.7,14.6,10.6,33.3,20.6,44.0,
2024,1501+,Ivane Javakhishvili Tbilisi State University,Georgia,9.7–22.7,15.9,11.3,22.2,18.0,46.7,
2024,1501+,Ivan Franko National University of Lviv,Ukraine,9.7–22.7,24.5,10.5,10.0,17.9,31.7,
2024,1501+,Ivanovo State University of Chemistry and Technology,Russian Federation,9.7–22.7,16.4,9.7,7.0,21.3,25.0,
2024,1501+,Iwate University,Japan,9.7–22.7,22.3,11.2,12.6,38.5,28.2,
2024,1501+,Izmir University of Economics,Turkey,9.7–22.7,16.7,11.2,36.7,26.2,32.5,
2024,1501+,Jan Evangelista Purkyně University,Czechia,9.7–22.7,16.1,13.6,15.3,18.0,38.2,
2024,1501+,Jan Kochanowski University in Kielce,Poland,9.7–22.7,21.3,12.3,11.9,18.4,27.9,
2024,1501+,Jean Moulin University – Lyon 3,France,9.7–22.7,14.3,13.6,13.6,27.5,60.8,
2024,1501+,Jember University,Indonesia,9.7–22.7,11.1,9.1,23.0,18.1,21.3,
2024,1501+,Jianghan University,China,9.7–22.7,16.7,9.2,27.6,33.6,22.0,
2024,1501+,Kanagawa University,Japan,9.7–22.7,17.6,8.3,11.4,24.4,38.7,
2024,1501+,Kanazawa Medical University,Japan,9.7–22.7,26.6,10.2,17.3,29.7,21.2,
2024,1501+,Kansai University,Japan,9.7–22.7,20.2,8.3,7.3,25.5,33.4,
2024,1501+,Karadeniz Technical University,Turkey,9.7–22.7,19.3,10.1,27.8,22.4,22.7,
2024,1501+,Kasetsart University,Thailand,9.7–22.7,18.1,12.6,23.5,25.7,33.8,
2024,1501+,Kastamonu University,Turkey,9.7–22.7,11.6,11.6,35.8,15.9,35.5,
2024,1501+,Kazan National Research Technical University,Russian Federation,9.7–22.7,18.8,10.8,24.9,42.6,31.7,
2024,1501+,Kazan National Research Technological University,Russian Federation,9.7–22.7,21.9,8.8,12.4,36.1,35.4,
2024,1501+,Kazan State Medical University,Russian Federation,9.7–22.7,40.5,10.3,7.3,17.1,45.2,
2024,1501+,Kemerovo State University,Russian Federation,9.7–22.7,14.9,10.1,8.6,18.2,24.3,
2024,1501+,Kharkiv National University of Radio Electronics,Ukraine,9.7–22.7,22.2,9.4,28.0,16.5,32.9,
2024,1501+,KMITL – King Mongkut’s Institute of Technology Ladkrabang,Thailand,9.7–22.7,16.5,22.9,19.2,55.0,30.7,
2024,1501+,Kirikkale University,Turkey,9.7–22.7,14.3,18.8,17.2,20.3,18.8,
2024,1501+,Kırşehir Ahi Evran University,Turkey,9.7–22.7,11.8,9.8,18.4,16.5,37.3,
2024,1501+,Kocaeli University,Turkey,9.7–22.7,14.3,9.7,22.1,23.7,25.8,
2024,1501+,Kochi University,Japan,9.7–22.7,24.7,12.3,21.8,41.5,26.8,
2024,1501+,Kochi University of Technology,Japan,9.7–22.7,17.6,15.6,15.9,68.4,39.1,
2024,1501+,Kogakuin University,Japan,9.7–22.7,16.8,11.3,26.3,32.7,25.0,
2024,1501+,Kookmin University,South Korea,9.7–22.7,24.5,14.3,20.1,37.0,36.1,
2024,1501+,Kwansei Gakuin University,Japan,9.7–22.7,15.7,9.5,15.4,20.7,40.9,
2024,1501+,Kyoto Sangyo University,Japan,9.7–22.7,14.3,9.1,14.9,22.4,44.8,
2024,1501+,Ladoke Akintola University of Technology,Nigeria,9.7–22.7,16.2,11.1,28.0,32.0,32.5,
2024,1501+,Lagos State University,Nigeria,9.7–22.7,12.9,9.3,25.3,16.0,41.9,
2024,1501+,Lahore College for Women University (LCWU),Pakistan,9.7–22.7,16.5,9.6,37.6,16.1,40.6,
2024,1501+,Latvia University of Life Sciences and Technologies,Latvia,9.7–22.7,16.3,17.3,15.8,30.5,24.1,
2024,1501+,L.N. Gumilyov Eurasian National University,Kazakhstan,9.7–22.7,21.9,11.6,21.1,15.7,54.2,
2024,1501+,Lobachevsky State University of Nizhni Novgorod,Russian Federation,9.7–22.7,31.8,13.4,14.7,32.7,38.5,
2024,1501+,Londrina State University,Brazil,9.7–22.7,30.3,16.1,19.6,34.8,23.9,
2024,1501+,Lucian Blaga University of Sibiu,Romania,9.7–22.7,18.5,14.0,29.7,16.8,28.4,
2024,1501+,Mackenzie Presbyterian University,Brazil,9.7–22.7,17.4,10.8,12.4,20.7,28.7,
2024,1501+,Mahasarakham University,Thailand,9.7–22.7,18.8,8.5,10.5,17.0,25.0,
2024,1501+,Manisa Celal Bayar University,Turkey,9.7–22.7,14.9,5.2,21.6,16.7,22.0,
2024,1501+,Mapúa University,Philippines,9.7–22.7,11.8,12.0,28.8,16.1,20.8,
2024,1501+,Maria Curie-Skłodowska University (UMCS),Poland,9.7–22.7,21.6,19.3,22.4,22.7,33.4,
2024,1501+,Marmara University,Turkey,9.7–22.7,17.0,11.7,31.9,26.9,30.7,
2024,1501+,Matej Bel University,Slovakia,9.7–22.7,19.4,13.9,15.5,16.4,40.7,
2024,1501+,Meiji University,Japan,9.7–22.7,16.3,12.1,13.5,40.8,31.4,
2024,1501+,Meijo University,Japan,9.7–22.7,14.5,12.1,11.6,42.8,27.3,
