year,Rank,Name,Country,No. of FTE students,No. of students per staff,International students,Female:Male ratio,rank_prefix
2024,601–800,Egypt-Japan University of Science and Technology (E-JUST),Egypt,"1,751",18.4,3%,32 : 68,
2024,601–800,Empress Catherine II Saint Petersburg Mining University,Russian Federation,"8,345",13.4,12%,41 : 59,
2024,601–800,Ewha Womans University,South Korea,"13,999",16.7,15%,100 : 0,
2024,601–800,Federal University of Rio de Janeiro,Brazil,"52,534",13.5,1%,55 : 45,
2024,601–800,Federation University Australia,Australia,"9,166",16.8,38%,70 : 30,
2024,601–800,Gabriele d‘Annunzio University,Italy,"23,336",31.7,2%,65 : 35,
2024,601–800,Glasgow Caledonian University,United Kingdom,"14,840",24.1,18%,58 : 42,
2024,601–800,Government College University Faisalabad,Pakistan,"21,518",26.5,0%,53 : 47,
2024,601–800,Guangdong University of Technology,China,"48,569",19.0,0%,27 : 73,
2024,601–800,Hacettepe University,Turkey,"37,249",19.9,3%,58 : 42,
2024,601–800,Harokopio University of Athens,Greece,"3,053",44.9,3%,52 : 48,
2024,601–800,Hiroshima University,Japan,"14,590",7.6,10%,38 : 62,
2024,601–800,Imam Abdulrahman Bin Faisal University,Saudi Arabia,"23,781",11.3,4%,84 : 16,
2024,601–800,Imam Khomeini International University,Iran,"8,156",25.8,5%,54 : 46,
2024,601–800,Indian Institute of Technology Guwahati,India,"8,157",18.0,1%,24 : 76,
2024,601–800,Indian Institute of Technology (Indian School of Mines) Dhanbad,India,"6,174",16.7,0%,18 : 82,
2024,601–800,Indian Institute of Technology Patna,India,"2,375",18.8,1%,18 : 82,
2024,601–800,"International Institute of Information Technology, Hyderabad",India,"1,905",18.3,7%,21 : 79,
2024,601–800,Iran University of Medical Sciences,Iran,"9,084",8.3,10%,55 : 45,
2024,601–800,ISCTE-University Institute of Lisbon,Portugal,"10,353",26.7,17%,52 : 48,
2024,601–800,Isfahan University of Technology,Iran,"10,529",22.7,1%,40 : 60,
2024,601–800,ITMO University,Russian Federation,"10,902",14.6,18%,34 : 66,
2024,601–800,Jagiellonian University,Poland,"34,309",8.8,11%,67 : 33,
2024,601–800,Jamia Hamdard University,India,"9,831",18.5,3%,41 : 59,
2024,601–800,Jawaharlal Nehru University,India,"9,737",16.1,1%,45 : 55,
2024,601–800,Jiangsu University,China,"35,258",9.4,6%,43 : 57,
2024,601–800,Jönköping University,Sweden,"6,910",13.0,13%,60 : 40,
2024,601–800,Jouf University,Saudi Arabia,"19,006",9.6,3%,64 : 36,
2024,601–800,Juntendo University,Japan,"6,579",5.0,3%,54 : 46,
2024,601–800,Kansas State University,United States,"19,332",13.8,6%,53 : 47,
2024,601–800,Kashan University of Medical Sciences and Health Services,Iran,"3,265",20.5,3%,58 : 42,
2024,601–800,Keio University,Japan,"33,577",10.2,8%,36 : 64,
2024,601–800,KIIT University,India,"24,802",12.3,10%,49 : 51,
2024,601–800,King Saud bin Abdulaziz University for Health Sciences,Saudi Arabia,"8,594",13.0,1%,51 : 49,
2024,601–800,Kobe University,Japan,"15,333",10.2,7%,35 : 65,
2024,601–800,Konkuk University,South Korea,"12,805",25.2,15%,48 : 52,
2024,601–800,Kurdistan University of Medical Sciences,Iran,"3,229",10.7,2%,48 : 52,
2024,601–800,Lehigh University,United States,"6,518",11.2,17%,46 : 54,
2024,601–800,London South Bank University,United Kingdom,"14,510",17.5,37%,56 : 44,
2024,601–800,Louisiana State University,United States,"31,112",19.4,4%,55 : 45,
2024,601–800,Mahidol University,Thailand,"28,790",8.9,5%,64 : 36,
2024,601–800,Malaviya National Institute of Technology,India,"4,715",17.3,0%,31 : 69,
2024,601–800,Manipal Academy of Higher Education,India,"23,602",9.1,12%,47 : 53,
2024,601–800,Marche Polytechnic University,Italy,"14,332",28.9,5%,47 : 53,
2024,601–800,Masaryk University,Czechia,"32,789",18.4,23%,62 : 38,
2024,601–800,Mashhad University of Medical Sciences,Iran,"8,666",9.0,4%,57 : 43,
2024,601–800,Mazandaran University of Medical Sciences,Iran,"6,715",12.4,1%,56 : 44,
2024,601–800,Mississippi State University,United States,"21,181",14.6,4%,53 : 47,
2024,601–800,Nanjing Forestry University,China,"32,345",16.5,1%,,
2024,601–800,Nanjing Tech University,China,"38,866",13.5,3%,,
2024,601–800,Nanjing University of Aeronautics and Astronautics,China,"33,883",15.4,3%,,
2024,601–800,National Institute of Applied Sciences of Lyon (INSA Lyon),France,"6,130",18.7,29%,36 : 64,
2024,601–800,National Institute of Technology Rourkela,India,"7,661",20.6,4%,22 : 78,
2024,601–800,National Institute of Technology Silchar,India,"4,704",16.3,2%,20 : 80,
2024,601–800,National Sun Yat-Sen University,Taiwan,"8,497",12.6,9%,42 : 58,
2024,601–800,National Technical University of Athens,Greece,"13,532",20.3,6%,37 : 63,
2024,601–800,National University of Science and Technology (MISiS),Russian Federation,"7,198",12.0,21%,40 : 60,
2024,601–800,National University of Sciences and Technology,Pakistan,"12,212",9.3,5%,34 : 66,
2024,601–800,Near East University,Northern Cyprus,"23,137",29.2,86%,45 : 55,
2024,601–800,"Northeastern University, China",China,"39,996",13.2,3%,,
2024,601–800,Northern Illinois University,United States,"13,248",14.3,6%,54 : 46,
2024,601–800,North-West University,South Africa,"39,684",25.5,3%,61 : 39,
2024,601–800,Norwegian University of Life Sciences,Norway,"7,275",8.2,12%,61 : 39,
2024,601–800,Novosibirsk State University,Russian Federation,"7,264",6.6,20%,,
2024,601–800,Ohio University (Main campus),United States,"20,948",19.9,4%,58 : 42,
2024,601–800,Oklahoma State University,United States,"21,239",14.1,5%,52 : 48,
2024,601–800,Old Dominion University,United States,"18,725",18.2,2%,57 : 43,
2024,601–800,Ontario Tech University,Canada,"9,449",30.1,8%,43 : 57,
2024,601–800,Open University of Catalonia,Spain,"33,296",96.5,6%,56 : 44,
2024,601–800,Örebro University,Sweden,"10,132",15.6,5%,62 : 38,
2024,601–800,Otto von Guericke University of Magdeburg,Germany,"13,562",11.2,26%,42 : 58,
2024,601–800,Oxford Brookes University,United Kingdom,"13,860",14.0,25%,58 : 42,
2024,601–800,Panjab University,India,"19,695",18.6,1%,51 : 49,
2024,601–800,Paris Lodron Universität Salzburg,Austria,"6,307",10.0,35%,67 : 33,
2024,601–800,Parthenope University of Naples,Italy,"11,126",32.4,1%,42 : 58,
2024,601–800,Polytechnic University of Valencia,Spain,"26,967",14.5,14%,41 : 59,
2024,601–800,Prince Sattam Bin Abdulaziz University,Saudi Arabia,"26,740",11.9,2%,61 : 39,
2024,601–800,Princess Nourah bint Abdulrahman University,Saudi Arabia,"22,552",12.1,17%,100 : 0,
2024,601–800,Qazvin University of Medical Sciences,Iran,480,1.6,2%,56 : 44,
2024,601–800,Qingdao University,China,"42,668",15.1,1%,53 : 47,
2024,601–800,Reykjavík University,Iceland,"2,940",24.2,10%,47 : 53,
2024,601–800,Roskilde University,Denmark,"6,050",15.8,15%,65 : 35,
2024,601–800,RPTU University Kaiserslautern-Landau,Germany,"6,912",22.0,19%,34 : 66,
2024,601–800,RUDN University,Russian Federation,"22,866",15.6,32%,59 : 41,
2024,601–800,Saveetha Institute of Medical and Technical Sciences,India,"11,919",7.1,1%,46 : 54,
2024,601–800,Shahid Beheshti University of Medical Sciences,Iran,"12,057",8.0,4%,55 : 45,
2024,601–800,South China Normal University,China,"33,133",18.9,3%,,
2024,601–800,South Ural State University,Russian Federation,"15,354",11.0,11%,37 : 63,
2024,601–800,SRUC (Scotland’s Rural College),United Kingdom,"1,465",5.5,8%,64 : 36,
2024,601–800,Sultan Qaboos University,Oman,"7,512",9.2,4%,50 : 50,
2024,601–800,Sumy State University,Ukraine,"8,449",12.0,24%,45 : 55,
2024,601–800,Sunway University,Malaysia,"4,350",8.1,14%,52 : 48,
2024,601–800,SUNY Binghamton University,United States,"18,976",22.1,8%,52 : 48,
2024,601–800,Tallinn University of Technology,Estonia,"8,521",11.4,14%,40 : 60,
2024,601–800,Tecnológico de Monterrey,Mexico,"16,693",14.9,12%,43 : 57,
2024,601–800,Tehran University of Medical Sciences,Iran,"11,742",6.2,12%,56 : 44,
2024,601–800,Texas Tech University,United States,"37,331",21.1,6%,50 : 50,
2024,601–800,Thapar Institute of Engineering and Technology,India,"10,647",15.1,1%,34 : 66,
2024,601–800,The Catholic University of America,United States,"3,930",11.2,6%,55 : 45,
2024,601–800,The Catholic University of Korea (CUK),South Korea,"7,389",17.9,7%,57 : 43,
2024,601–800,The Open University,United Kingdom,"81,570",33.5,8%,65 : 35,
2024,601–800,The University of Aizu,Japan,"1,221",11.5,12%,11 : 89,
2024,601–800,The University of Alabama,United States,"34,810",21.6,4%,57 : 43,
2024,601–800,The University of Jordan,Jordan,"25,631",10.3,20%,69 : 31,
2024,601–800,Ton Duc Thang University,Vietnam,"28,400",21.9,1%,57 : 43,
2024,601–800,Toronto Metropolitan University,Canada,"39,142",42.8,9%,55 : 45,
2024,601–800,Ulster University,United Kingdom,"19,825",20.1,10%,56 : 44,
2024,601–800,Umm Al-Qura University,Saudi Arabia,"35,180",9.6,7%,53 : 47,
2024,601–800,Universidade Estadual Paulista (Unesp),Brazil,"34,828",12.8,4%,54 : 46,
2024,601–800,Universidade Federal do Rio Grande do Sul,Brazil,"45,760",16.5,1%,51 : 49,
2024,601–800,Universitat Politècnica de Catalunya,Spain,"23,272",9.8,13%,28 : 72,
2024,601–800,Universitat Ramon Llull,Spain,"15,125",22.6,20%,51 : 49,
2024,601–800,Universiti Malaysia Pahang Al-Sultan Abdullah (UMPSA),Malaysia,"8,331",13.5,8%,49 : 51,
2024,601–800,Universiti Pendidikan Sultan Idris,Malaysia,"5,920",9.8,20%,57 : 43,
2024,601–800,Universiti Tenaga Nasional (UNITEN),Malaysia,"4,300",9.0,19%,32 : 68,
2024,601–800,University of Arkansas,United States,"25,318",18.6,4%,55 : 45,
2024,601–800,University of Aveiro,Portugal,"13,563",16.3,11%,54 : 46,
2024,601–800,University of Bari Aldo Moro,Italy,"30,486",20.0,2%,62 : 38,
2024,601–800,University of Beira Interior,Portugal,"8,248",17.4,18%,52 : 48,
2024,601–800,University of Campania Luigi Vanvitelli,Italy,"28,065",28.9,2%,45 : 55,
2024,601–800,University of Cape Coast,Ghana,"32,167",38.6,0%,33 : 67,
2024,601–800,University of Córdoba,Spain,"17,070",12.9,11%,57 : 43,
2024,601–800,University of Debrecen,Hungary,"19,964",12.0,24%,56 : 44,
2024,601–800,University of Derby,United Kingdom,"16,170",15.8,18%,60 : 40,
2024,601–800,"University of Engineering and Technology, Taxila",Pakistan,"5,561",19.4,2%,17 : 83,
2024,601–800,University of Foggia,Italy,"7,845",33.2,1%,63 : 37,
2024,601–800,University of Haifa,Israel,"17,353",18.4,3%,66 : 34,
2024,601–800,University of Ha’il,Saudi Arabia,"19,400",11.2,3%,61 : 39,
2024,601–800,University of Hertfordshire,United Kingdom,"20,480",16.3,40%,52 : 48,
2024,601–800,University of Insubria,Italy,"10,244",27.5,5%,56 : 44,
2024,601–800,University of Kashan,Iran,"8,654",28.4,2%,55 : 45,
2024,601–800,University of Lille,France,"79,372",31.5,13%,61 : 39,
2024,601–800,University of Lorraine,France,"63,803",20.0,16%,53 : 47,
2024,601–800,"University of Maryland, Baltimore County",United States,"11,668",17.2,11%,46 : 54,
2024,601–800,University of Minho,Portugal,"20,001",19.5,13%,56 : 44,
2024,601–800,University of Namur,Belgium,"6,616",22.2,12%,58 : 42,
2024,601–800,"University of Nevada, Las Vegas",United States,"26,730",23.2,4%,57 : 43,
2024,601–800,University of New Brunswick UNB,Canada,"8,308",15.0,14%,53 : 47,
2024,601–800,University of North Carolina at Charlotte,United States,"26,819",20.6,6%,49 : 51,
2024,601–800,University of Palermo,Italy,"33,972",22.0,1%,59 : 41,
2024,601–800,University of Parma,Italy,"29,840",33.4,6%,58 : 42,
2024,601–800,University of Rhode Island,United States,"15,886",14.5,3%,57 : 43,
2024,601–800,University of Rome III,Italy,"33,611",46.5,5%,60 : 40,
2024,601–800,University of Salento,Italy,"14,304",24.7,2%,62 : 38,
2024,601–800,University of Sannio,Italy,"2,751",13.4,1%,49 : 51,
2024,601–800,University of Santiago de Compostela,Spain,"24,872",14.6,6%,65 : 35,
2024,601–800,University of Sassari,Italy,"15,207",38.1,2%,63 : 37,
2024,601–800,University of Siegen,Germany,"13,856",29.9,13%,56 : 44,
2024,601–800,University of Stavanger,Norway,"11,428",10.5,13%,58 : 42,
2024,601–800,University of Texas at Arlington,United States,"40,412",31.9,11%,63 : 37,
2024,601–800,University of the Basque Country,Spain,"38,301",13.8,5%,55 : 45,
2024,601–800,University of the Western Cape,South Africa,"24,605",36.7,6%,61 : 39,
2024,601–800,University of the West of Scotland,United Kingdom,"14,005",24.6,25%,62 : 38,
2024,601–800,University of Toledo,United States,"16,199",17.0,9%,53 : 47,
2024,601–800,University of Tuscia,Italy,"6,223",20.0,4%,52 : 48,
2024,601–800,University of Udine,Italy,"13,023",19.3,5%,55 : 45,
2024,601–800,University of Warsaw,Poland,"34,342",10.9,9%,62 : 38,
2024,601–800,University of Wolverhampton,United Kingdom,"15,115",16.7,28%,62 : 38,
2024,601–800,University of Wyoming,United States,"10,174",14.1,4%,52 : 48,
2024,601–800,Urmia University of Medical Sciences,Iran,"4,556",12.4,5%,52 : 48,
2024,601–800,VIT University,India,"37,686",18.8,5%,30 : 70,
2024,601–800,William & Mary,United States,"8,253",11.3,7%,57 : 43,
2024,601–800,Worcester Polytechnic Institute,United States,"5,834",13.0,14%,38 : 62,
2024,601–800,Wroclaw Medical University,Poland,"8,014",10.9,14%,72 : 28,
2024,601–800,Xi’an Jiaotong-Liverpool University,China,"19,535",19.9,4%,51 : 49,
2024,601–800,Xidian University,China,"37,660",15.3,1%,26 : 74,
2024,601–800,Yeungnam University,South Korea,"19,063",14.7,5%,50 : 50,
2024,601–800,Zhejiang Normal University,China,"28,884",12.2,5%,,
2024,601–800,Zhengzhou University,China,"74,052",15.6,4%,48 : 52,
2024,801–1000,Ahvaz Jundishapur University of Medical Sciences (AJUMS),Iran,"8,987",11.7,3%,67 : 33,
2024,801–1000,Al-Azhar University,Egypt,"269,733",22.0,9%,42 : 58,
2024,801–1000,Alexandria University,Egypt,"205,777",28.7,4%,52 : 48,
2024,801–1000,American University in Cairo,Egypt,"6,034",14.2,4%,58 : 42,
2024,801–1000,"Amity University, Noida",India,"30,989",17.1,7%,52 : 48,
2024,801–1000,Amrita Vishwa Vidyapeetham,India,"22,085",11.8,5%,,
2024,801–1000,Arak University of Medical Sciences,Iran,"3,545",7.4,2%,55 : 45,
2024,801–1000,Aristotle University of Thessaloniki,Greece,"49,654",18.2,5%,58 : 42,
2024,801–1000,Arts et Métiers,France,"5,970",16.3,12%,18 : 82,
2024,801–1000,Aswan University,Egypt,"35,992",45.4,1%,51 : 49,
2024,801–1000,Athens University of Economics and Business,Greece,"10,477",53.7,5%,45 : 55,
2024,801–1000,Bahçeşehir University,Turkey,"18,795",47.9,22%,50 : 50,
2024,801–1000,Bahria University,Pakistan,"20,224",20.3,1%,45 : 55,
2024,801–1000,"Birla Institute of Technology and Science, Pilani",India,"16,339",16.2,2%,20 : 80,
2024,801–1000,BRAC University,Bangladesh,"13,027",16.9,1%,43 : 57,
2024,801–1000,Bucharest University of Economic Studies,Romania,"23,419",16.3,4%,62 : 38,
2024,801–1000,Cairo University,Egypt,"202,915",30.9,5%,60 : 40,
2024,801–1000,Carlos III University of Madrid,Spain,"18,722",11.2,12%,47 : 53,
2024,801–1000,Catholic University of Portugal,Portugal,"11,543",22.2,17%,62 : 38,
2024,801–1000,Changsha University of Science and Technology,China,"35,014",16.0,1%,36 : 64,
2024,801–1000,Chapman University,United States,"9,231",12.0,7%,61 : 39,
2024,801–1000,Charles Sturt University,Australia,"21,133",24.6,13%,63 : 37,
2024,801–1000,Chengdu University,China,"24,154",16.3,2%,55 : 45,
2024,801–1000,Chiang Mai University,Thailand,"33,649",13.6,4%,61 : 39,
2024,801–1000,Chiba University,Japan,"13,832",8.9,6%,38 : 62,
2024,801–1000,China University of Petroleum (East China),China,"29,292",17.0,2%,33 : 67,
2024,801–1000,Chonnam National University,South Korea,"22,051",17.7,7%,49 : 51,
2024,801–1000,Chungnam National University,South Korea,"20,334",19.8,4%,47 : 53,
2024,801–1000,Clarkson University,United States,"3,871",15.5,8%,34 : 66,
2024,801–1000,Covenant University,Nigeria,"8,940",17.5,0%,37 : 63,
2024,801–1000,CY Cergy Paris University,France,"16,082",19.5,26%,52 : 48,
2024,801–1000,Czech University of Life Sciences Prague (CZU),Czechia,"19,126",18.3,26%,50 : 50,
2024,801–1000,Damietta University,Egypt,"32,299",33.9,1%,63 : 37,
2024,801–1000,Delhi Technological University,India,"12,730",23.4,3%,22 : 78,
2024,801–1000,Eötvös Loránd University,Hungary,"30,414",17.8,11%,61 : 39,
2024,801–1000,Federal University of Minas Gerais,Brazil,"42,080",13.5,1%,53 : 47,
2024,801–1000,Ferdowsi University of Mashhad,Iran,"25,009",30.5,11%,54 : 46,
2024,801–1000,Florida Atlantic University,United States,"25,031",19.8,6%,63 : 37,
2024,801–1000,Florida Institute of Technology,United States,"5,434",15.9,20%,42 : 58,
2024,801–1000,Fuzhou University,China,"42,106",17.4,1%,39 : 61,
2024,801–1000,Gorgan University of Agricultural Sciences and Natural Resources,Iran,"3,980",21.5,1%,50 : 50,
2024,801–1000,Guangzhou Medical University,China,"14,728",1.7,2%,58 : 42,
2024,801–1000,Guangzhou University,China,"37,527",17.5,0%,60 : 40,
2024,801–1000,Guilan University of Medical Sciences,Iran,"5,472",11.5,1%,53 : 47,
2024,801–1000,Harbin Engineering University,China,"33,528",19.8,2%,22 : 78,
2024,801–1000,Hazara University Mansehra,Pakistan,"11,056",21.3,0%,54 : 46,
2024,801–1000,Howard University,United States,"10,199",9.7,5%,71 : 29,
2024,801–1000,Ilam University of Medical Sciences,Iran,"2,854",13.2,5%,52 : 48,
2024,801–1000,"Indian Institute of Science Education and Research, Pune",India,"1,654",11.1,0%,31 : 69,
2024,801–1000,Indian Institute of Technology Gandhinagar,India,"1,848",14.9,0%,28 : 72,
2024,801–1000,Indraprastha Institute of Information Technology Delhi,India,"2,714",23.4,5%,21 : 79,
2024,801–1000,Inha University,South Korea,"16,035",19.2,8%,42 : 58,
2024,801–1000,Institute of Chemical Technology,India,"2,550",17.2,0%,30 : 70,
2024,801–1000,Institute of Space Technology,Pakistan,"1,869",13.4,0%,25 : 75,
2024,801–1000,"International Islamic University, Islamabad",Pakistan,"23,650",21.8,7%,54 : 46,
2024,801–1000,Isfahan University of Medical Sciences,Iran,"10,944",10.2,3%,60 : 40,
2024,801–1000,Islamia College Peshawar,Pakistan,"6,738",24.4,3%,27 : 73,
2024,801–1000,Jahangirnagar University,Bangladesh,"12,649",17.3,0%,49 : 51,
2024,801–1000,Jaume I University,Spain,"12,194",15.2,10%,59 : 41,
2024,801–1000,Jawaharlal Nehru Technological University Anantapur (JNTUA),India,"6,175",18.1,0%,41 : 59,
2024,801–1000,Jaypee University of Information Technology,India,"1,851",18.5,2%,27 : 73,
2024,801–1000,Jazan University,Saudi Arabia,"23,176",12.4,4%,60 : 40,
2024,801–1000,Jeonbuk National University,South Korea,"20,118",19.6,7%,46 : 54,
2024,801–1000,Jiangnan University,China,"31,018",12.9,1%,,
2024,801–1000,Jordan University of Science and Technology,Jordan,"21,161",13.3,17%,56 : 44,
2024,801–1000,JSS Academy of Higher Education and Research,India,"8,315",9.5,8%,58 : 42,
2024,801–1000,Kafrelsheikh University,Egypt,"72,606",28.7,2%,48 : 52,
2024,801–1000,Kalasalingam Academy of Research and Education,India,"8,049",7.5,4%,55 : 45,
2024,801–1000,Kaohsiung Medical University,Taiwan,"6,528",12.2,5%,59 : 41,
2024,801–1000,Kazan Federal University,Russian Federation,"22,464",10.8,33%,67 : 33,
2024,801–1000,King Faisal University,Saudi Arabia,"29,628",14.5,2%,60 : 40,
2024,801–1000,King Mongkut’s University of Technology Thonburi,Thailand,"15,075",20.4,4%,45 : 55,
2024,801–1000,Kingston University,United Kingdom,"14,660",18.9,40%,59 : 41,
2024,801–1000,K.N. Toosi University of Technology,Iran,"8,727",23.1,1%,34 : 66,
2024,801–1000,Kore University of Enna,Italy,"5,052",16.0,1%,68 : 32,
2024,801–1000,Kumamoto University,Japan,"9,384",9.8,6%,39 : 61,
2024,801–1000,Kyoto Prefectural University of Medicine,Japan,"1,376",3.2,1%,47 : 53,
2024,801–1000,Lahore University of Management Sciences,Pakistan,"4,735",14.2,2%,43 : 57,
2024,801–1000,Lakehead University,Canada,"8,434",25.0,19%,56 : 44,
2024,801–1000,Lebanese University,Lebanon,"46,704",14.6,16%,70 : 30,
2024,801–1000,Leeds Beckett University,United Kingdom,"20,360",21.9,15%,54 : 46,
2024,801–1000,Lithuanian University of Health Sciences,Lithuania,"6,376",9.2,23%,74 : 26,
2024,801–1000,Lovely Professional University,India,"34,961",14.7,7%,25 : 75,
2024,801–1000,Makerere University,Uganda,"29,510",19.2,3%,46 : 54,
2024,801–1000,Mansoura University,Egypt,"174,302",40.2,4%,50 : 50,
2024,801–1000,Marquette University,United States,"10,317",12.2,3%,58 : 42,
2024,801–1000,Medical University of Lodz,Poland,"10,237",8.4,9%,70 : 30,
2024,801–1000,Montana State University,United States,"13,795",16.3,2%,49 : 51,
2024,801–1000,Nanjing Medical University,China,"22,378",9.3,4%,,
2024,801–1000,Nanjing Normal University,China,"32,700",13.5,2%,69 : 31,
2024,801–1000,Nanjing University of Information Science and Technology,China,"35,807",16.8,4%,,
2024,801–1000,National Autonomous University of Mexico,Mexico,"175,561",17.1,4%,52 : 48,
2024,801–1000,"National Institute of Technology, Tiruchirappalli",India,"7,462",20.4,2%,24 : 76,
2024,801–1000,National Taipei University of Technology,Taiwan,"9,868",15.6,10%,28 : 72,
2024,801–1000,New Mexico State University (Main campus),United States,"12,305",16.0,6%,58 : 42,
2024,801–1000,North China Electric Power University,China,"36,736",18.6,3%,38 : 62,
2024,801–1000,Northeast Normal University,China,"30,591",18.6,3%,70 : 30,
2024,801–1000,North South University,Bangladesh,"18,681",21.3,0%,42 : 58,
2024,801–1000,Nova Southeastern University,United States,"17,973",16.5,4%,71 : 29,
2024,801–1000,Okayama University,Japan,"13,027",10.0,7%,40 : 60,
2024,801–1000,Ozyegin University,Turkey,"6,181",26.7,8%,44 : 56,
2024,801–1000,Pablo de Olavide University,Spain,"11,069",12.2,11%,59 : 41,
2024,801–1000,Palacký University Olomouc,Czechia,"19,474",15.2,14%,68 : 32,
2024,801–1000,Panthéon-Sorbonne University – Paris 1,France,"36,995",29.8,20%,62 : 38,
2024,801–1000,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),Brazil,"13,154",18.7,2%,50 : 50,
2024,801–1000,Portland State University,United States,"18,763",20.5,5%,58 : 42,
2024,801–1000,Qassim University,Saudi Arabia,"37,222",10.2,7%,62 : 38,
2024,801–1000,Qom University of Medical Sciences,Iran,"2,556",9.3,4%,55 : 45,
2024,801–1000,Reichman University,Israel,"8,585",35.0,28%,52 : 48,
2024,801–1000,Robert Gordon University,United Kingdom,"10,095",21.0,26%,60 : 40,
2024,801–1000,Rochester Institute of Technology,United States,"14,249",16.0,13%,37 : 63,
2024,801–1000,San Diego State University,United States,"32,069",28.1,5%,58 : 42,
2024,801–1000,Savitribai Phule Pune University,India,"5,871",9.6,4%,44 : 56,
2024,801–1000,Sechenov University,Russian Federation,"15,885",8.1,26%,69 : 31,
2024,801–1000,Shahrekord University of Medical Sciences,Iran,"2,755",9.2,0%,53 : 47,
2024,801–1000,Shantou University,China,"16,620",13.3,1%,49 : 51,
2024,801–1000,Sheffield Hallam University,United Kingdom,"26,580",17.7,12%,55 : 45,
2024,801–1000,Shiraz University,Iran,"14,857",20.8,2%,53 : 47,
2024,801–1000,Shiraz University of Medical Sciences,Iran,"9,938",10.1,2%,56 : 44,
2024,801–1000,Shri Mata Vaishno Devi University,India,"2,502",20.3,0%,34 : 66,
2024,801–1000,Siksha ‘O’ Anusandhan,India,"13,808",11.9,2%,52 : 48,
2024,801–1000,Sogang University,South Korea,"9,688",23.9,19%,47 : 53,
2024,801–1000,Technical University of Madrid,Spain,"39,221",15.8,14%,33 : 67,
2024,801–1000,The New School,United States,"8,644",9.3,34%,73 : 27,
2024,801–1000,Tokyo Medical University,Japan,"1,367",3.4,1%,51 : 49,
2024,801–1000,Tokyo University of Agriculture and Technology,Japan,"5,834",15.6,7%,34 : 66,
2024,801–1000,Tomsk Polytechnic University,Russian Federation,"9,741",10.6,29%,31 : 69,
2024,801–1000,Universidade Federal de Santa Catarina,Brazil,"42,576",17.7,2%,49 : 51,
2024,801–1000,Universidade Federal de São Paulo (UNIFESP),Brazil,"19,803",11.3,1%,59 : 41,
2024,801–1000,Universitat Internacional de Catalunya,Spain,"5,121",12.9,27%,64 : 36,
2024,801–1000,Université de Bretagne Occidentale,France,"23,163",33.1,11%,59 : 41,
2024,801–1000,Université de Poitiers,France,"29,280",31.5,11%,57 : 43,
2024,801–1000,University of Alcalá,Spain,"16,260",10.4,24%,59 : 41,
2024,801–1000,University of Algarve,Portugal,"8,878",15.0,19%,56 : 44,
2024,801–1000,University of Belgrade,Serbia,"91,494",18.2,5%,62 : 38,
2024,801–1000,University of Bergamo,Italy,"21,846",54.8,7%,63 : 37,
2024,801–1000,University of Brighton,United Kingdom,"14,525",18.0,22%,60 : 40,
2024,801–1000,University of Camerino (Unicam),Italy,"8,586",30.1,9%,52 : 48,
2024,801–1000,University of Castilla-La Mancha,Spain,"23,045",12.8,7%,57 : 43,
2024,801–1000,University of Chile,Chile,"39,510",16.4,5%,51 : 49,
2024,801–1000,University of Clermont Auvergne,France,"37,049",21.2,15%,57 : 43,
2024,801–1000,University of Delhi,India,"29,532",23.8,1%,48 : 52,
2024,801–1000,University of Deusto,Spain,"9,570",18.8,6%,57 : 43,
2024,801–1000,University of Dhaka,Bangladesh,"216,258",15.3,3%,50 : 50,
2024,801–1000,University of Girona,Spain,"14,158",21.0,14%,58 : 42,
2024,801–1000,University of Gloucestershire,United Kingdom,"6,880",17.0,12%,59 : 41,
2024,801–1000,University of Ibadan,Nigeria,"41,269",19.7,0%,50 : 50,
2024,801–1000,University of Indonesia,Indonesia,"41,222",7.9,14%,70 : 30,
2024,801–1000,University of Jaén,Spain,"13,321",16.1,7%,57 : 43,
2024,801–1000,University of Kurdistan,Iran,"12,714",32.2,4%,54 : 46,
2024,801–1000,University of la Costa,Colombia,"12,000",18.1,1%,42 : 58,
2024,801–1000,University of Lahore,Pakistan,"26,010",13.5,2%,38 : 62,
2024,801–1000,University of Ljubljana,Slovenia,"40,607",13.8,9%,60 : 40,
2024,801–1000,University of Lleida,Spain,"9,474",16.1,10%,59 : 41,
2024,801–1000,University of Malakand,Pakistan,"8,339",32.1,1%,26 : 74,
2024,801–1000,University of Malta,Malta,"10,056",12.3,14%,59 : 41,
2024,801–1000,University of Management and Technology,Pakistan,"23,418",22.4,2%,50 : 50,
2024,801–1000,University of Medicine and Pharmacy Carol Davila,Romania,"12,069",8.6,16%,68 : 32,
2024,801–1000,University of Memphis,United States,"16,549",14.9,5%,62 : 38,
2024,801–1000,University of Mohaghegh Ardabili,Iran,"11,773",29.7,0%,55 : 45,
2024,801–1000,University of Murcia,Spain,"28,862",17.7,5%,62 : 38,
2024,801–1000,University of Northern British Columbia (UNBC),Canada,"2,937",16.5,12%,61 : 39,
2024,801–1000,University of Oviedo,Spain,"18,657",9.2,4%,54 : 46,
2024,801–1000,University of Patras,Greece,"31,172",29.4,5%,51 : 49,
2024,801–1000,University of Regina,Canada,"14,167",24.6,26%,49 : 51,
2024,801–1000,University of Rennes 1,France,"27,592",17.5,12%,52 : 48,
2024,801–1000,University of Roehampton,United Kingdom,"8,245",19.6,36%,67 : 33,
